time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692615692,1.0159493676112665,5.222763307802239,0.9858495564031091,7.975257410277871,0.4839280042273927,13.283036503760448,7.4075427454727185,0.2565113362690489,7.260559424608889,5.758035856070984,0.32786692757208336,0.9468139672047747,94621696,40910848,11550720,41734144,42094592,18046976,72282112,39534592,9310208,47398912,3072000,9154560,58,90,0,350,0,58,58,2,632,82,34,0,0,0,0.000329336147352264,0.0019250201558720773,0.02155,0.0017782258064516134,0.002612244897959184,0.02209177927927928,0.0016374362400656311,0.000307829782693744,0.003568383658969805,0.000390770533446232,0.0033681762545899638,0.004551840902983069,0.0437987012987013,0.004487482468443199,0.0045224489795918366,0.0768469101123596,0.004327487248013126,0.0028961508493065297,0.008117298578199055,0.0038939759036144576
1692615693,1.0159493676112665,5.222763307802239,0.9858495564031091,7.975257410277871,0.4942159174097305,13.030237351869605,7.4075427454727185,0.32960092251905304,7.260559424608889,5.758035856070984,0.32786692757208336,0.8184707039113696,94621696,40910848,11550720,41734144,42094592,18046976,72282112,39014400,9310208,47398912,3072000,9154560,70,80,0,361.98,0,70,54,0,506,68,16,0,0,0,0.00032558351568198393,0.0019250201558720773,0.02155,0.0016931028337194792,0.002612244897959184,0.02209177927927928,0.0016376811594202901,0.00030946580360635917,0.0035440225035161745,0.000390770533446232,0.003304761904761906,0.004551840902983069,0.0437987012987013,0.004441276064872572,0.0045224489795918366,0.0768469101123596,0.004327536231884059,0.0029436449022875316,0.008028235294117652,0.0038939759036144576
1692615694,1.0159493676112665,5.222763307802239,0.9858495564031091,7.849863435710909,0.5045038305920682,12.777438199978766,7.4075427454727185,0.32960092251905304,7.260559424608889,5.758035856070984,0.32786692757208336,0.8026904711246236,94621696,40910848,11550720,41734144,42094592,18046976,72282112,39014400,9310208,47398912,3072000,9154560,34,16,0,188,0,52,6,4,60,0,10,0,0,0,0.00031803582787333487,0.0018431977559607295,0.021614583333333333,0.0015915096991847065,0.002612244897959184,0.021802147239263804,0.0016666666666666666,0.0003048492072501608,0.0034854035489410413,0.00039058234758871703,0.003141858395278123,0.0044862272089761564,0.04390000000000001,0.00437168025489645,0.0045224489795918366,0.0703953147877014,0.004333333333333334,0.0027882312098594006,0.007649167733674777,0.0038933549432739055
1692615695,1.0159493676112665,5.222763307802239,0.9858495564031091,7.849863435710909,0.514791743774406,12.524639048087922,7.4075427454727185,0.32960092251905304,7.260559424608889,5.758035856070984,0.32786692757208336,0.912183566063777,94621696,40910848,11550720,41734144,42094592,18046976,72282112,39014400,9310208,47398912,3072000,8798208,70,78,0,300,0,60,50,2,546,70,14,0,0,0,0.000323108939558451,0.0018651385927505328,0.02170608108108108,0.0016784265302522492,0.002612244897959184,0.021812223042836042,0.0016026862352844478,0.0003043938742943355,0.0035144605116796445,0.00038687973086627415,0.0032432835820895532,0.004468550106609808,0.04444805194805195,0.004392414887987298,0.0045224489795918366,0.07109129814550647,0.00432053724705689,0.0027729779172131295,0.0078081947743467986,0.0038738461538461535
1692615696,1.0159493676112665,5.222763307802239,0.9858495564031091,7.849863435710909,0.5250796569567436,12.271839896197081,7.42258942185017,0.32960092251905304,7.260559424608889,5.758035856070984,0.32786692757208336,0.912183566063777,94621696,40910848,11550720,41734144,42094592,18046976,72282112,39014400,9310208,47398912,3072000,8798208,49.825,72,0,172,0,38,36,0,496,72,12,0,0,0,0.00032311182277338523,0.0018656000000000002,0.02186643835616438,0.0016787761220350946,0.002612244897959184,0.0215180608365019,0.0016029411764705882,0.0003044217091202131,0.0035144605116796445,0.00038687973086627415,0.0032433378248714825,0.004470399999999999,0.045097402597402594,0.004392469799841285,0.0045224489795918366,0.0656525037936268,0.004320588235294119,0.0027739186781143726,0.0078081947743467986,0.0038738461538461535
1692615697,1.0159493676112665,5.222763307802239,0.9858495564031091,7.857131317092588,0.5353675701390812,12.019040744306237,7.42258942185017,0.337357557176743,7.309115179176063,5.640936863524564,0.32786692757208336,0.912183566063777,94621696,40910848,11550720,40804352,42094592,18046976,72282112,39014400,9310208,47398912,3072000,8798208,92,132,4,426,4,66,68,4,692,88,20,0,0,0,0.00032694508009153316,0.0018656000000000002,0.02186643835616438,0.0016787761220350946,0.0025811518324607326,0.02161423841059603,0.0016029411764705882,0.0003028888266003294,0.0035355892648774798,0.00038687973086627415,0.0033118306351183073,0.004470399999999999,0.045097402597402594,0.004392469799841285,0.004516230366492147,0.06741253644314876,0.004320588235294119,0.0027206402134044697,0.007891148325358852,0.0038738461538461535
1692615698,1.0159493676112665,5.222763307802239,0.9858495564031091,7.857131317092588,0.617274790940263,14.869007699707886,7.42258942185017,0.337357557176743,7.309115179176063,5.71924916198741,0.32786692757208336,0.912183566063777,94621696,40910848,11550720,40804352,42094592,17915904,72282112,39014400,9310208,47398912,3072000,8798208,60,108,0,424,0,66,60,4.107,510,64,24,0,0,0,0.00032256907068532476,0.0018656000000000002,0.02186643835616438,0.0017030483531885077,0.0025811518324607326,0.02161423841059603,0.0016029411764705882,0.0003046582109947094,0.0035294771968854286,0.00038687973086627415,0.00323304347826087,0.004470399999999999,0.045097402597402594,0.004403679046951648,0.004516230366492147,0.06741253644314876,0.004320588235294119,0.0027818709677419396,0.007904205607476638,0.0038738461538461535
1692615699,0.9963577166370401,5.222763307802239,0.9858495564031091,7.857131317092588,0.617274790940263,14.869007699707886,7.42258942185017,0.337357557176743,7.309115179176063,5.71924916198741,0.32786692757208336,0.9205298615515793,94621696,40910848,11550720,40804352,42094592,17915904,72282112,39014400,9310208,47398912,3072000,8798208,60,124,4,362,4,54,56,4,752,86,44,0,0,0,0.00031782159970512354,0.001797285835453774,0.02196808510638298,0.0016061518201486214,0.0025811518324607326,0.0216542002301496,0.0016315789473684212,0.00030708936878332893,0.0035156294809291656,0.0003895870736086176,0.0031342428376534815,0.0044625954198473285,0.04523026315789474,0.004387150785438811,0.004516230366492147,0.06777693474962067,0.004326315789473684,0.002858827448367755,0.007863184079601989,0.0038882447665056358
1692615700,0.9963577166370401,5.039940138491309,0.9858495564031091,7.857131317092588,0.5349457656986055,14.869007699707886,7.42258942185017,0.337357557176743,7.309115179176063,5.71924916198741,0.32786692757208336,0.9205298615515793,94621696,40869888,11550720,40804352,42094592,17915904,72282112,39014400,9310208,47398912,3072000,8798208,42,88,2,250,2,42,48,3.899,562,72,36,0,0,0,0.0003211367673179396,0.0018580458256518301,0.022,0.0017024227528089889,0.0025811518324607326,0.02163433382137628,0.001526590856974641,0.00030464687855101405,0.003538419016030956,0.00038649544324772156,0.0032025062656641607,0.00446937055570187,0.04518987341772152,0.004407057584269663,0.004516230366492147,0.0680372492836677,0.0043053181713949285,0.0027807290015847887,0.007935005701254277,0.0038717325227963523
1692615701,0.9963577166370401,5.039940138491309,1.0360693925233906,7.857131317092588,0.6227878626322827,14.869007699707886,7.42258942185017,0.337357557176743,7.309115179176063,5.71924916198741,0.32786692757208336,0.9205298615515793,94621696,40869888,11550720,40804352,42094592,17915904,72282112,39014400,9310208,47398912,3072000,8798208,56.364,74,0,294,0,46,42,0,442,54,12,0,0,0,0.0003211367673179396,0.0018578199052132701,0.021917808219178086,0.0017027643703378679,0.0025811518324607326,0.0216187118902439,0.0015263157894736842,0.0003046727041079852,0.003538419016030956,0.00038649544324772156,0.0032025062656641607,0.004468457082675093,0.045128205128205125,0.004407108380868803,0.004516230366492147,0.06840807174887903,0.004305263157894737,0.0027815935371455695,0.007935005701254277,0.0038717325227963523
1692615702,0.9963577166370401,5.0295887433658555,1.0360693925233906,7.857131317092588,0.6227878626322827,14.869007699707886,7.42258942185017,0.337357557176743,7.309115179176063,5.71924916198741,0.32786692757208336,0.9205298615515793,94621696,40869888,11550720,40804352,42094592,17915904,72282112,39014400,9310208,47398912,3072000,8798208,60,114,0,324.857,0,42,64,1.949,600,70,26,0,0,0,0.0003249625187406297,0.0018578199052132701,0.021917808219178086,0.0017027643703378679,0.0025894736842105265,0.02163916391639164,0.0015263157894736842,0.00030314899624668567,0.0035638792102206736,0.00038649544324772156,0.0032745294855708908,0.004468457082675093,0.045128205128205125,0.004407108380868803,0.004517894736842105,0.06791965566714492,0.004305263157894737,0.002729139504563231,0.008025714285714289,0.0038717325227963523
1692615703,0.8276494462674733,5.0295887433658555,1.0360693925233906,7.857131317092588,0.6227878626322827,14.85075440098374,7.42258942185017,0.337357557176743,6.2757484145246085,5.71924916198741,0.32786692757208336,0.9205298615515793,94621696,40869888,11550720,40804352,42094592,17915904,72282112,39014400,9310208,47398912,3072000,8798208,76,136,12,522,12,82,66,12.16,650,86,48,0,0,0,0.0003213395083719273,0.0018578199052132701,0.021917808219178086,0.0016992184069552995,0.0025894736842105265,0.02163916391639164,0.0015260406180228653,0.0003046296615130332,0.0035398671096345514,0.00038649544324772156,0.0032065162907268176,0.004468457082675093,0.045128205128205125,0.004406445947132695,0.004517894736842105,0.06791965566714492,0.004305208123604573,0.0027801521876981584,0.007940205011389522,0.0038717325227963523
1692615704,0.9901018379916882,5.0295887433658555,1.0360693925233906,7.857131317092588,0.6227878626322827,14.85075440098374,7.42258942185017,0.337357557176743,6.153929828205007,5.71924916198741,0.32716798927442203,0.9205298615515793,94502912,40869888,11550720,40804352,42094592,17915904,72282112,39014400,9310208,47398912,3072000,8798208,44,116,8,250.495,8,34,62,4,657.205,80,48,0,0,0,0.0003182656826568266,0.0017757404795486606,0.02183098591549296,0.0016020186774832563,0.0025894736842105265,0.02171911196911197,0.0015801526717557255,0.0003076508212852925,0.003523316062176166,0.00039017210144927535,0.0031409214092140915,0.004457150916784203,0.04513513513513514,0.004390736722950665,0.004517894736842105,0.06883184523809527,0.004316030534351145,0.002877126341866225,0.007894833948339485,0.0038912621359223297
1692615705,0.9901018379916884,5.0295887433658555,1.0360693925233906,7.857131317092588,0.6227878626322827,14.85075440098374,7.2217971085651715,0.337357557176743,7.21021934356809,5.71924916198741,0.32716798927442203,0.9205298615515793,94502912,40869888,11550720,40804352,42094592,17915904,72282112,39014400,9342976,47398912,3072000,8798208,54,116,2,230,4,42,52,6,638,92,34,0,0,0,0.000323058950395399,0.0018682334301557961,0.022020547945205478,0.0016985158514095015,0.0025894736842105265,0.02173319717786855,0.001569343065693431,0.0003056792485649678,0.0035494137353433834,0.0003875208681135225,0.003236744759556105,0.004470821230525482,0.0451875,0.004405181347150259,0.004517894736842105,0.0693356643356644,0.004313868613138686,0.002814770584538027,0.007972942502818488,0.003877203647416413
1692615706,0.9901018379916884,5.0295887433658555,1.0360693925233906,7.857131317092588,0.6227878626322827,14.85075440098374,7.2217971085651715,0.337357557176743,7.21021934356809,5.71924916198741,0.32716798927442203,0.9205298615515793,94502912,40869888,11550720,40804352,42094592,17915904,72282112,39014400,9342976,47398912,3072000,8798208,72,166,10,408,10,64,76,6,966,122,56,0,0,0,0.000323058950395399,0.0018720379146919433,0.022,0.0017012008063809268,0.0026020408163265306,0.021790711232024876,0.0016053824590645208,0.0003058271003652809,0.0035494137353433834,0.000390025041736227,0.003236744759556105,0.004472143233280675,0.04537037037037038,0.004405872556753439,0.004520408163265307,0.07043696275071636,0.004321076491812905,0.0028195267199498534,0.007972942502818488,0.003890149253731343
1692615707,0.9901018379916884,5.0295887433658555,1.0360693925233906,7.7648293774731165,0.6227878626322827,14.85075440098374,7.2217971085651715,0.337357557176743,7.21021934356809,5.71924916198741,0.3266363982258181,0.9205298615515793,94502912,40869888,11550720,40804352,42094592,17915904,72282112,39014400,9342976,47398912,3067904,8798208,58,92,8,254,8,42,42,4,532,70,26,0,0,0,0.00032699619771863115,0.0018720379146919433,0.022,0.0017012008063809268,0.0025841584158415843,0.0219206974128234,0.0016056338028169013,0.00030420942772656115,0.0035704225352112674,0.000390025041736227,0.003306930693069306,0.004472143233280675,0.04537037037037038,0.004405872556753439,0.004516831683168318,0.07211942257217845,0.004321126760563381,0.0027657843770174306,0.008044469783352336,0.003890149253731343
1692615708,0.9901018379916884,5.0295887433658555,0.972043125131598,7.7648293774731165,0.6227878626322827,14.85075440098374,7.2217971085651715,0.3517973524544775,5.646397544070926,5.775917188519918,0.3266363982258181,0.9205298615515793,94502912,40869888,11276288,40804352,42094592,17915904,72282112,39014400,9342976,47398912,3067904,8798208,51.555,103.109,4.141,398.154,4,64,57.816,2,558.604,72.261,34.989,0,0,0,0.00032326501258540097,0.0018720379146919433,0.022,0.0016692613887660328,0.0025841584158415843,0.0219206974128234,0.0016058850537715834,0.00030608801530700993,0.0035519156024430873,0.000390025041736227,0.0032405904059040593,0.004472143233280675,0.04537037037037038,0.004401220698805839,0.004516831683168318,0.07211942257217845,0.004321177010754317,0.002827573300062385,0.008009009009009008,0.003890149253731343
1692615709,0.9901018379916884,5.0295887433658555,0.972043125131598,7.7648293774731165,0.6227878626322827,14.85075440098374,7.3626283581782515,0.3517973524544775,5.765315386684805,5.775917188519918,0.3266363982258181,0.9205298615515793,94502912,40869888,11276288,40804352,42094592,17915904,72282112,39014400,9342976,47398912,3067904,8798208,34,62,0,206,0,14,32,0,340,48,6,0,0,0,0.0003195438648194577,0.001802592688568437,0.021969071408300466,0.0015788651375533765,0.0025842301816329997,0.022004707728520992,0.0016948898915747086,0.00030891790058492935,0.0035033827891593605,0.000395867839091473,0.0031678316844507724,0.004460601417747373,0.04541661171315733,0.00438678291307168,0.004516846036326599,0.07316778523489939,0.004338977978314942,0.00291407624106551,0.007846439532683257,0.003914447923388442
1692615710,0.9901018379916884,5.0295887433658555,0.972043125131598,7.7648293774731165,0.6227878626322827,14.809461375612592,7.3626283581782515,0.29439721693462384,5.884233229298685,5.775917188519918,0.3266363982258181,0.9020647076014162,94502912,40869888,11276288,40804352,42094592,17960960,72282112,39014400,9342976,47398912,3067904,8798208,106,200,0,478.736,0,92,108,10.267,1214,164,76,0,0,0,0.000323979878771065,0.0018772794802297949,0.021960861216127014,0.0016678401616278481,0.002583104269745281,0.021980835121531317,0.0016087558129132189,0.0003064843549423262,0.003524565001089811,0.0003931020349132527,0.0032537928498947324,0.004493615723176566,0.04555560953098055,0.004402203030645099,0.004516620853949056,0.0731440284853594,0.004321751162582643,0.0028400435543014992,0.007947879100068769,0.0039011979175514926
1692615711,0.9901018379916884,5.0295887433658555,0.972043125131598,6.7374561749514505,0.6416891973494288,14.809461375612592,7.3626283581782515,0.2885339277270493,6.003151071912565,5.132097181436845,0.3266363982258181,0.9020647076014162,94502912,40869888,11276288,40804352,42094592,17960960,72282112,39014400,9342976,47398912,3067904,8798208,56,110,0,418,0,70,64,4,574,66,38,0,0,0,0.0003237683509242452,0.001879156630193144,0.022029375615035766,0.0016693548505995258,0.0025826344091219974,0.021939994645228302,0.001608396635286594,0.0003066693532775781,0.0035234684733351897,0.0003943590478552528,0.003249906065933094,0.004493800065936309,0.045572402236877856,0.004402141320268041,0.004516526881824399,0.07364109494940331,0.00432167932705732,0.0028458313348117496,0.007943928907243984,0.0039072827683078876
1692615712,0.9901018379916884,5.0295887433658555,0.972043125131598,6.608042351993565,0.6416891973494288,14.809461375612592,7.3626283581782515,0.3539741461541486,6.122068914526444,5.948456780611551,0.3266363982258181,0.758670246519326,94502912,40869888,11276288,40804352,42094592,17960960,72282112,39567360,9342976,47398912,3067904,8798208,50,66,0,220,0,42,34,2,464,64,20,0,0,0,0.00032835047996158094,0.0018789713177270735,0.02202930619593474,0.001669116635641825,0.002560858567940568,0.0220747653053486,0.0016069725858942118,0.00030481608379309135,0.0035500530135373974,0.00039455499680200094,0.00332938594567428,0.004493771205098278,0.04557235153948734,0.004402097394330916,0.004512171713588114,0.07621517136280179,0.004321394517178842,0.0027861656457236423,0.008051298642806728,0.003908221768791767
1692615713,0.982321130390878,5.0295887433658555,0.972043125131598,6.47862852903568,0.6416891973494288,14.809461375612592,7.3626283581782515,0.3539741461541486,7.135070556832779,5.948456780611551,0.3266363982258181,0.7436358347259692,94502912,40869888,11276288,40804352,42094592,17960960,72282112,39567360,9342976,47398912,3067904,8798208,58,76,0,248,0,42,40,0,430,54,10,0,0,0,0.00032595110302630715,0.0018789713177270735,0.02202930619593474,0.0016561500679540067,0.002560845059099832,0.02207478405456314,0.0016069725858942118,0.00030655389747866917,0.0035470753369039247,0.0003945711145313514,0.0032888589105848176,0.004493771205098278,0.04557235153948734,0.004406766582505687,0.004512169011819968,0.0762152663259847,0.004321394517178842,0.0028425041208858808,0.008105359357476012,0.003908298892734107
1692615714,0.982321130390878,4.6744649870163295,0.972043125131598,6.3492147060777935,0.6416891973494288,14.809461375612592,7.3626283581782515,0.3539741461541486,7.135070556832779,5.948456780611551,0.3266363982258181,0.920834332990709,94502912,40869888,11276288,40804352,42094592,17960960,72282112,39567360,9342976,47398912,3067904,8855552,52,58,0,294,0,56,36,0,354,46,14,0,0,0,0.00032131194179964377,0.001801901733173008,0.02167222038431418,0.0015486538600920383,0.002560858567940568,0.02206615931417602,0.0016331712951065018,0.0003090056173823104,0.003513331041358119,0.0004016427257542011,0.003203516730523536,0.004486527335184107,0.045166680416632944,0.004390350126571125,0.004512171713588114,0.07661544665953603,0.004326634259021301,0.00291635215654657,0.00801403551153521,0.00394055524587384
1692615715,1.0002478297281276,4.6744649870163295,0.972043125131598,7.648174181090038,0.553827686472351,14.59478490643899,7.3626283581782515,0.3539741461541486,7.135070556832779,5.948456780611551,0.3266363982258181,0.920834332990709,94502912,40869888,11276288,41881600,42094592,17960960,72282112,39567360,9342976,47398912,3067904,8855552,64,80,0,270,0,52,44,1.949,466,62,10,0,0,0,0.00032605964529866126,0.0019056803826978165,0.021656082306231447,0.0016567016855036252,0.002560858567940568,0.022138192484182695,0.0015288838998973517,0.00030957053094873203,0.00354567473004305,0.00039754063109107734,0.003290722590036911,0.004528574427414174,0.04506410234301472,0.004413674714046384,0.004512171713588114,0.07901795022617071,0.00430577677997947,0.002934951296411068,0.008198201211777733,0.003922220602823166
