time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,paymentservice_error,frontend_error,frontend-external_error,productcatalogservice_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692660010,0.890469769053556,4.59608365544131,0.7051938338415293,6.353626248449995,0.5217696498942109,12.377981551939762,6.273216224834109,0.3338049441268197,5.634446010337281,5.224625982206497,0.2700676105923504,0.6390984951448909,96292864,43044864,14118912,46288896,42127360,19738624,127639552,33779712,9400320,50024448,3219456,9031680,52.0,90.0,0.0,306.0,0.0,48.0,42.0,0.0,524.0,58.0,26.0,0,0,0,0,0.0003468118195956,0.00200761614623,0.3607142857142857,0.0015995770618236,0.002731343283582,1.455965909090909,0.002735294117647,0.000493237515413,0.1808210391276459,0.0003837868480725,0.0035948579161028,0.0046440213252094,1.6613636363636366,0.0044170419206368,0.0045462686567164,2.3012410287081337,0.0045470588235294,0.2187309665336699,0.2454778704297626,0.0038707889125799
1692660011,0.890469769053556,4.56618648940231,0.7051938338415293,6.353626248449995,0.5217696498942109,12.377981551939762,6.273216224834109,0.3338049441268197,5.634446010337281,5.224625982206497,0.2700676105923504,0.6521121956752325,96292864,43085824,14118912,46288896,42127360,19738624,127639552,33779712,9400320,50024448,3219456,9031680,44.0,70.0,0.0,214.0,0.0,46.0,48.0,4.0,399.532,46.0,32.0,0,0,0,0,0.0003510025062656,0.0019830155979202,0.3541666666666666,0.0017431901986439,0.002731343283582,1.4543310463121784,0.0027480314960629,0.1000955987103546,0.1807745187901008,0.0003878737541528,0.0036360902255639,0.0046173310225303,1.6521739130434787,0.0044251457119067,0.0045462686567164,2.300471698113208,0.0045496062992125,0.2200191197420709,0.2453941338221814,0.0038921212121212
1692660012,0.890469769053556,4.56618648940231,0.7051938338415293,6.369895425502562,0.5217696498942109,12.377981551939762,6.414233722754472,0.3338049441268197,5.901769943564077,5.402345547386563,0.2700676105923504,0.6651258962055739,96292864,43085824,14118912,48336896,42127360,19738624,127639552,33779712,9400320,50024448,3219456,9031680,22.0,68.0,2.0,214.0,2.0,34.0,22.0,2.0,404.0,52.0,32.0,0,0,0,0,0.0003510025062656,0.0019738584872777,0.3464285714285713,0.0016230823696011,0.0027073170731707,1.4573062073062073,0.0026974789915966,0.008377198879552,0.1807745187901008,0.0003817829457364,0.0036360902255639,0.0046111537120948,1.532499999999999,0.0043997639839509,0.0045414634146341,2.301440451440452,0.0045394957983193,0.2199865930696655,0.2453941338221814,0.0038591966173361
1692660013,0.890469769053556,3.910541894801642,0.7051938338415293,6.369895425502562,0.5217696498942109,12.377981551939762,6.414233722754472,0.3338049441268197,5.901769943564077,5.402345547386563,0.2700676105923504,0.6781395967359153,96292864,43085824,14118912,48336896,42127360,19738624,127639552,33779712,9400320,50024448,3219456,9031680,32.0,68.0,0.0,204.0,0.0,30.0,26.0,0.0,384.0,64.0,24.0,0,0,0,0,0.0003490518962075,0.0019777777777777,0.3402777777777777,0.0016256772673733,0.0027301587301587,1.456568097810634,0.0027096774193548,0.0042521809490263,0.1794159098026933,0.0003845514950166,0.0036167938931297,0.0046111111111111,1.495,0.0044001413427561,0.0045460317460317,2.3008672163775947,0.0045419354838709,0.21983504608107,0.2429486376448481,0.0038745341614906
1692660014,0.890469769053556,3.991419538192413,0.7051938338415293,6.369895425502562,0.5217696498942109,12.377981551939762,6.414233722754472,0.3338049441268197,5.901769943564077,5.402345547386563,0.2700676105923504,0.7808220318204859,96292864,43085824,14118912,48336896,42127360,19738624,127639552,33779712,9400320,50024448,3219456,9031680,54.0,72.0,6.0,164.0,6.0,46.0,40.0,4.0,426.0,70.0,24.0,0,0,0,0,0.0003490518962075,0.0019777777777777,0.3402777777777777,0.0016256772673733,0.0027301587301587,1.456568097810634,0.0027096774193548,0.1055518018018018,0.179225352112676,0.0003845514950166,0.0036167938931297,0.0046111111111111,1.495,0.0044001413427561,0.0045460317460317,2.3008672163775947,0.0045419354838709,0.2211103603603604,0.2426056338028169,0.0038745341614906
1692660015,0.8943116319396434,4.072297181583185,0.7051938338415293,6.369895425502562,0.5217696498942109,12.377981551939762,6.414233722754472,0.2903763310161094,5.901769943564077,5.402345547386563,0.2720608229777693,0.7808220318204859,96292864,43085824,14118912,48336896,42127360,19738624,127639552,33533952,9400320,50024448,3088384,9031680,52.0,66.0,0.0,198.0,0.0,28.0,42.0,0.0,372.0,58.0,14.0,0,0,0,0,0.0003373993963782,0.0018875045804323,0.3333333333333333,0.0015136020151133,0.0027301587301587,1.4582718961958123,0.0027096774193548,0.000490380974021,0.1778643446379468,0.0003736203090507,0.0034844250363901,0.0044584096738732,1.3499999999999992,0.0043559193954659,0.0045460317460317,2.298731937481569,0.0045419354838709,0.2189248860091192,0.2401558203483043,0.0038098876404494
1692660016,0.9002636810768411,4.153174824973956,0.6799790830057026,6.369895425502562,0.4732135676504911,12.377981551939762,6.384497201569156,0.2903763310161094,5.901769943564077,5.402345547386563,0.2720608229777693,0.7808220318204859,96239616,43085824,14118912,48336896,42127360,19738624,127647744,33533952,9400320,50024448,3088384,9031680,36.0,74.0,0.0,216.0,0.0,30.0,26.0,0.0,422.0,58.0,14.0,0,0,0,0,0.0003400243309002,0.0018640710382513,0.3412162162162162,0.00169354646308,0.0027301587301587,1.45946519524618,0.0026999999999999,0.0079166666666672,0.1777549221275345,0.0003801742919389,0.0035163934426229,0.0044482240437158,1.3083333333333342,0.0043879518072289,0.0045460317460317,2.298684210526316,0.0045399999999999,0.2199854303646144,0.2399588598295621,0.0038496842105263
1692660017,0.9002636810768411,4.852658603446272,0.6799790830057026,6.369895425502562,0.4828898462680108,12.377981551939762,6.384497201569156,0.2903763310161094,5.901769943564077,5.325251061179125,0.2720608229777693,0.7808220318204859,96239616,43085824,14118912,48336896,42127360,19738624,127647744,33533952,9400320,50024448,3088384,9031680,48.0,72.0,4.0,188.0,4.0,42.0,40.0,4.0,372.0,38.0,20.0,0,0,0,0,0.0003400243309002,0.0018609589041095,0.34375,0.0016024580477428,0.0027213114754098,1.4602975839717147,0.0026974789915966,0.005,0.1777549221275345,0.0003779956427015,0.0035163934426229,0.004447808219178,1.3416666666666657,0.0043711652091704,0.0045442622950819,2.296302298173247,0.0045394957983193,0.2199775734469611,0.2399588598295621,0.0038368308351177
1692660018,0.9002636810768411,4.852658603446272,0.6799790830057026,6.369895425502562,0.4925661248855305,12.377981551939762,6.384497201569156,0.2903763310161094,5.901769943564077,5.325251061179125,0.2720608229777693,0.6745217879884804,96239616,43085824,14118912,48336896,42127360,19738624,127647744,33533952,9400320,50024448,3088384,9031680,46.0,56.0,0.0,126.0,0.0,38.0,28.0,0.0,414.0,52.0,4.0,0,0,0,0,0.0003384934178449,0.0018636829518278,0.3479729729729729,0.0016042723946654,0.002744,1.4620289033720602,0.0027073170731707,0.0035652173913043,0.1778722426470588,0.0003801742919389,0.0034974930362116,0.0044481721899555,1.3083333333333342,0.0043714622919863,0.0045487999999999,2.296486256729952,0.0045414634146341,0.2198278595696489,0.2401700367647058,0.0038496842105263
1692660019,0.9002636810768411,4.852658603446272,0.6799790830057026,6.369895425502562,0.5805767170511806,12.377981551939762,6.384497201569156,0.2903763310161094,4.90028876555745,5.325251061179125,0.2736053811042208,0.6615080874581389,96239616,43085824,14118912,48336896,42127360,19738624,127647744,33533952,9400320,50024448,3088384,9031680,30.0,54.0,0.0,262.0,0.0,46.0,34.0,0.0,406.0,50.0,10.0,0,0,0,0,0.0003384934178449,0.0018636829518278,0.3479729729729729,0.0016042723946654,0.002744,1.4620289033720602,0.0027073170731707,0.106177130044843,0.1778039446570503,0.0003801742919389,0.0034974930362116,0.0044481721899555,1.3083333333333342,0.0043714622919863,0.0045487999999999,2.296486256729952,0.0045414634146341,0.2212354260089686,0.2400471003826906,0.0038496842105263
1692660020,0.9002636810768411,4.852658603446272,0.6799790830057026,6.369895425502562,0.5805767170511806,12.377981551939762,6.384497201569156,0.2903763310161094,5.866286299772449,5.325251061179125,0.2736053811042208,0.6484943869277976,96239616,43085824,14118912,48336896,42127360,19738624,127647744,33533952,9527296,50024448,3088384,9031680,58.0,64.0,4.0,272.0,4.0,46.0,44.0,2.0,460.0,48.0,12.0,0,0,0,0,0.0003327067669172,0.0018688219992567,0.34375,0.0014993026499302,0.002744,1.4620337477797514,0.0027073170731707,0.0004905555979546,0.1779316712834718,0.0003754171301446,0.003420245398773,0.0044534373838721,1.3416666666666657,0.0043521998224927,0.0045487999999999,2.296669626998224,0.0045414634146341,0.2189355618203786,0.2402770083102493,0.0038151447661469
1692660021,0.9002636810768411,4.852658603446272,0.6799790830057026,6.369895425502562,0.5805767170511806,12.377981551939762,6.384497201569156,0.2903763310161094,5.866286299772449,5.325251061179125,0.2736053811042208,0.635480686397456,96239616,43085824,14118912,48336896,42127360,19738624,127647744,33533952,9527296,50024448,3088384,9031680,36.0,78.0,2.0,288.0,2.0,30.0,38.0,4.0,422.0,48.0,24.0,0,0,0,0,0.0003362907146329,0.001854777509486,0.3402777777777778,0.0016938677547101,0.002744,1.4607326111744583,0.0027333333333333,0.1000338294993234,0.1778581979320531,0.0003819978046103,0.0034689458689458,0.004447119696447,1.3789473684210531,0.0043894635785431,0.0045487999999999,2.296251425313569,0.0045466666666666,0.2200067658998647,0.2401447562776957,0.003854279749478
1692660022,0.9002636810768411,4.852658603446272,0.6799790830057026,6.369895425502562,0.5805767170511806,12.377981551939762,6.3994708913335545,0.2903763310161094,5.866286299772449,5.325251061179125,0.2736053811042208,0.6224669858671147,96239616,43085824,14118912,48336896,42127360,19738624,127647744,33533952,9527296,50024448,3088384,9031680,50.0,56.0,4.0,138.0,4.0,48.0,34.0,2.0,420.0,72.0,12.0,0,0,0,0,0.0003362907146329,0.0018502248356969,0.3321428571428571,0.0015875773441218,0.0027333333333333,1.4586666666666668,0.0027355371900826,0.0096428571428585,0.1778581979320531,0.0003792535675082,0.0034689458689458,0.004444206157039,1.3583333333333325,0.0043742503569728,0.0045466666666666,2.2956444444444446,0.0045471074380165,0.2199898396929329,0.2401447562776957,0.0038383795309168
1692660023,0.9002636810768411,4.852658603446272,0.5846611262145922,6.369895425502562,0.5805767170511806,12.495238556809095,6.3994708913335545,0.2903763310161094,5.866286299772449,5.325251061179125,0.2736053811042208,0.6094532853367732,96239616,43085824,14118912,48336896,42127360,19738624,127647744,33533952,9527296,50024448,3088384,9031680,42.0,96.0,8.0,214.0,8.0,28.0,36.0,8.0,340.0,64.0,34.0,0,0,0,0,0.0003353746397694,0.0018541882109617,0.3378378378378378,0.0015915994304698,0.0026935483870967,1.4574316628701596,0.0027460317460317,0.0038791208791209,0.1771219957407971,0.0003819978046103,0.0034563300142247,0.0044447431920027,1.4350000000000005,0.0043748932130991,0.0045387096774193,2.295586560364465,0.0045492063492063,0.2198587913756453,0.2388195923334347,0.003854279749478
1692660024,0.9002636810768411,4.852658603446272,0.5733281414978305,6.369895425502562,0.5805767170511806,12.495238556809095,6.3994708913335545,0.2903763310161094,5.866286299772449,5.325251061179125,0.2736053811042208,0.7829392100175263,96239616,43085824,14118912,48336896,42127360,19738624,127647744,33533952,9527296,50024448,3088384,9064448,56.0,76.0,4.0,268.0,4.0,50.0,34.0,4.0,444.0,58.0,36.0,0,0,0,0,0.0003353746397694,0.0018541882109617,0.3378378378378378,0.0015915994304698,0.0026935483870967,1.4574316628701596,0.0027460317460317,0.1054380494402284,0.1770370911214953,0.0003819978046103,0.0034563300142247,0.0044447431920027,1.4350000000000005,0.0043748932130991,0.0045387096774193,2.295586560364465,0.0045492063492063,0.2210876098880456,0.2386667640186916,0.003854279749478
1692660025,0.9002636810768411,4.176791096844061,0.6739411981567658,5.046199478357207,0.5805767170511806,12.495238556809095,6.3994708913335545,0.2903763310161094,5.866286299772449,5.325251061179125,0.2736053811042208,0.7829392100175263,96239616,43085824,14131200,48336896,42127360,19738624,127647744,33533952,9527296,50024448,3088384,9064448,48.0,62.0,0.0,178.0,0.0,32.0,42.0,0.0,352.0,56.0,12.0,0,0,0,0,0.0003298185384992,0.0018267543859649,0.3368055555555555,0.0014916455696202,0.0026935483870967,1.4569067296340024,0.0027460317460317,0.0004899992423668,0.1762837837837838,0.0003768075639599,0.0033763608087091,0.0043805555555555,1.4184210526315786,0.0043493670886075,0.0045387096774193,2.29456906729634,0.0045492063492063,0.2189634487722946,0.2373108108108108,0.0038237885462555
1692660026,0.8915496779533955,4.09591345345329,0.6739411981567658,5.149644421180967,0.5805767170511806,12.495238556809095,6.3994708913335545,0.2903763310161094,5.866286299772449,5.325251061179125,0.2736053811042208,0.7829392100175263,96239616,43085824,14131200,48336896,42127360,19738624,127647744,33533952,9527296,50024448,3088384,9064448,40.0,106.0,4.0,340.0,4.0,32.0,46.0,2.0,512.0,74.0,20.0,0,0,0,0,0.0003322664770033,0.0018160489629377,0.3256578947368422,0.0016761540301363,0.0026935483870967,1.4571043675553037,0.0027355371900826,0.0096428571428573,0.1762369791666667,0.0003789531079607,0.0034122448979591,0.0043784427065623,1.412500000000002,0.0043845969863668,0.0045387096774193,2.2948241633579127,0.0045471074380165,0.2199898936966612,0.2372265625,0.0038365180467091
