time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702356784,2.090293761647723,8.200841368185634,1.2899539895031347,11.79144538914355,0.9569841124070123,17.91625765584378,10.825114719378819,0.5371934211791741,8.463286746439703,6.962789627129001,0.5577949786642827,1.1263491996983213,96292864,53497856,10932224,74772480,42094592,16449536,57917440,32296960,9232384,45821952,3022848,8634368,60,90,0,278,2,46,48,0,484,64,16,0,0.003198058252427184,0.003821192052980132,0.04188311688311688,0.0030966072455434154,0.0032198952879581148,0.07897756911841418,0.0030485436893203884,0.0024215904868078787,0.006995876288659794,0.002343283582089552,0.00563095238095238,0.009788235294117648,0.08782608695652173,0.005737039563437931,0.0049958115183246065,0.28746898263027326,0.004687378640776698,0.0049210330732069865,0.01963576158940399,0.0046225538971807634
1702356785,2.090293761647723,8.200841368185632,1.2899539895031347,9.96848793198196,0.9569841124070123,17.91625765584378,10.825114719378819,0.5371934211791741,8.463286746439703,7.120693098384587,0.5577949786642827,1.1263491996983213,96292864,53497856,10932224,74772480,42094592,16449536,57917440,32296960,9232384,45821952,3022848,8634368,74,118,8,318,6,66,66,8,718,100,46,0,0.003182486631016043,0.0037920407668041735,0.041639610389610386,0.00307843137254902,0.0032198952879581148,0.07921670305676856,0.0030492610837438423,0.0023766409266409265,0.006923326133909288,0.0023122866894197958,0.005367647058823538,0.009675663716814158,0.08732558139534885,0.005455882352941182,0.0049958115183246065,0.2881281407035171,0.004688669950738916,0.004893243243243243,0.019066901408450704,0.004601706484641639
1702356786,2.090293761647723,8.200841368185632,1.2899539895031347,9.771963842162899,0.9569841124070123,17.91625765584378,10.825114719378819,0.5371934211791741,8.463286746439703,7.120693098384587,0.5577949786642827,1.1263491996983213,96292864,53497856,10932224,74772480,42094592,16449536,57917440,32296960,9232384,45821952,3022848,8634368,50.303,82,8,282,6,42,42,8,520,62,26,0,0.003207897401282484,0.0038323842535281016,0.04119496855345912,0.0031027683728340975,0.0032054054054054056,0.07964994775339604,0.003048780487804878,0.0024226699320733795,0.006985903814262023,0.0023338856669428342,0.005851562500000006,0.009735269000853971,0.08684210526315789,0.00581556503198295,0.00496972972972973,0.29710843373493945,0.00468780487804878,0.0049158634074211,0.019738562091503268,0.004604639602319803
1702356787,2.090293761647723,8.200841368185632,1.2899539895031347,11.407033980977335,0.9569841124070123,17.91625765584378,10.825114719378819,0.5371934211791741,8.463286746439703,7.120693098384587,0.5577949786642827,1.1263491996983213,96292864,53497856,10932224,80785408,42094592,16449536,57917440,32296960,9232384,45821952,3022848,8634368,64.104,122,4,350,4,42,66,4,562,82,24,0,0.0032040155440414505,0.003828483558079016,0.04124251497005989,0.003095802280400025,0.0032150537634408603,0.07964994775339604,0.0030462962962962965,0.0023896293505392546,0.0069877577319587625,0.002375314861460957,0.00578765060240964,0.009813021702838064,0.08737500000000002,0.005827983251919054,0.004987096774193549,0.29710843373493945,0.004683333333333334,0.00490789808317242,0.01935876993166287,0.004604030226700252
1702356788,2.090293761647723,8.200841368185632,1.2899539895031347,11.407033980977335,0.9569841124070123,17.91625765584378,10.825114719378819,0.5371934211791741,8.804681841696965,7.120693098384587,0.5577949786642827,1.1263491996983213,96292864,53497856,10932224,80785408,42094592,16449536,57917440,32296960,9232384,45821952,3022848,8634368,76,88,0,328,0,62,44,0,542,78,18,0,0.0032040155440414505,0.003828483558079016,0.04124251497005989,0.003095802280400025,0.003202020202020202,0.0788982133188955,0.0030462962962962965,0.0023956854688083674,0.006963988343047461,0.00232734693877551,0.00578765060240964,0.009813021702838064,0.08737500000000002,0.005827983251919054,0.004963636363636364,0.27852480417754544,0.004683333333333334,0.004906779977586851,0.019715384615384635,0.004590857142857143
1702356789,2.090293761647723,8.912766214615472,1.2899539895031347,11.407033980977335,0.9569841124070123,17.91625765584378,10.825114719378819,0.5371934211791741,8.804681841696965,6.950797391955503,0.575470733321308,1.1263491996983213,96292864,53497856,10932224,80785408,42094592,16449536,57917440,32296960,9232384,45813760,3022848,8634368,68.205,130,4,272,4,56,52,4,600,90,24,0,0.0032040155440414505,0.003828483558079016,0.04124251497005989,0.003095802280400025,0.003202020202020202,0.07884111169375985,0.0030462962962962965,0.0023956854688083674,0.006963988343047461,0.00232734693877551,0.00578765060240964,0.009813021702838064,0.08737500000000002,0.005827983251919054,0.004963636363636364,0.2632467532467527,0.004683333333333334,0.004906779977586851,0.019715384615384635,0.004590857142857143
1702356790,2.090293761647723,8.912766214615472,1.3274272455844218,11.407033980977335,0.9569841124070123,17.91625765584378,10.825114719378819,0.41858787065764747,8.804681841696965,6.950797391955503,0.575470733321308,1.1263491996983213,96292864,53497856,11042816,80785408,42094592,16449536,57917440,32296960,9232384,45813760,3022848,8634368,66,142,12,374,12,68,68,12,740,92,48,0,0.0031683300066533597,0.003768565248738284,0.040874233128834356,0.0030638353650543977,0.003202020202020202,0.07740720817643895,0.0030485436893203884,0.0023268254965447253,0.006870138288677614,0.0022809564474807857,0.005083038869257954,0.009688359303391385,0.08557142857142859,0.005174816625916883,0.004963636363636364,0.2463579474342929,0.004687378640776698,0.00483124728168946,0.0186139705882353,0.004562766865926559
1702356791,2.090293761647723,8.912766214615472,1.3274272455844218,11.407033980977335,0.9569841124070123,17.91625765584378,10.862777613266234,0.5090709983573461,8.804681841696965,6.950797391955503,0.575470733321308,1.1263491996983213,96292864,53497856,11042816,80785408,42094592,16449536,57917440,32296960,9232384,45813760,3022848,8634368,58,98,4,398,2,56,54,2,604,70,34,0,0.0031778367617783672,0.0037627526467757457,0.040848214285714286,0.0030727343954034996,0.0031968911917098445,0.07742440041710115,0.0030471698113207542,0.002374753722794959,0.006915174938974776,0.00230790358198429,0.005215017064846408,0.009457231040564371,0.0832894736842105,0.005174033149171285,0.00495440414507772,0.244330985915493,0.004684905660377358,0.004842822451317296,0.018524305555555547,0.004567007988566975
1702356792,1.856544169062076,8.912766214615472,1.3274272455844218,11.407033980977335,0.9089855197379874,17.91625765584378,10.862777613266234,0.5090709983573461,8.804681841696965,6.950797391955503,0.575470733321308,0.8887098583031623,96292864,53497856,11042816,80785408,42094592,16449536,57917440,32296960,9232384,45813760,3022848,8634368,0,62,4,154,2,2,6,0,142,40,8,0,0.0031648177496038034,0.0037422727272727278,0.04090909090909091,0.003057295883415333,0.0032072538860103625,0.07742440041710115,0.0030446428571428573,0.0023223876443578683,0.006858108108108109,0.002347899159663866,0.005001689189189193,0.009363135593220339,0.08317073170731706,0.004991505262502336,0.004973056994818652,0.244330985915493,0.004680357142857142,0.004817559482398776,0.017515151515151546,0.00457983193277311
1702356793,2.258592446065442,8.912766214615472,1.3274272455844218,11.407033980977335,0.9089855197379874,17.91625765584378,10.862777613266234,0.5090709983573461,8.804681841696965,6.950797391955503,0.575470733321308,0.9065498851683581,96292864,53497856,11042816,80785408,42094592,16449536,57917440,32296960,9232384,45813760,3022848,8634368,84,128,4,478,6,62,74,6,754,82,40,0,0.0031648177496038034,0.0037422727272727278,0.04090909090909091,0.003057295883415333,0.0031970443349753695,0.07547872340425531,0.0030446428571428573,0.002328671598565087,0.006846390291870154,0.0022999894790997097,0.005001689189189193,0.009363135593220339,0.08317073170731706,0.004991505262502336,0.0049546798029556655,0.23780958307405095,0.004680357142857142,0.00481809111765439,0.01732542157782973,0.00456700351144131
1702356794,2.258592446065442,8.562771205056007,1.3274272455844218,11.407033980977335,0.9089855197379874,17.91625765584378,10.862777613266234,0.5061948893287603,8.804681841696965,6.950797391955503,0.575470733321308,1.139752506548641,96292864,53456896,11042816,80785408,42094592,16449536,57917440,31567872,9232384,45813760,3022848,8634368,54.088,94,0,302,0,48,46,0,520,80,26,0,0.0031648116376099774,0.0037422727272727278,0.04090909090909091,0.003057295883415333,0.0031970443349753695,0.07646604938271603,0.0030446428571428573,0.0023286378492841688,0.006846636952998379,0.0023001631321370314,0.005001575726548741,0.009363135593220339,0.08317073170731706,0.004991505262502336,0.0049546798029556655,0.23950175849941377,0.004680357142857142,0.004818091423836487,0.01732635467980299,0.00456704730831974
1702356795,2.258592446065442,8.562771205056007,1.2867894914763431,11.407033980977335,0.9089855197379874,18.012882198591388,10.862777613266234,0.5061948893287603,7.548009168391206,6.950797391955503,0.575470733321308,1.139752506548641,96292864,53456896,11042816,80785408,42094592,16449536,57917440,31567872,9232384,45813760,3022848,8634368,71.698,106,4,362,2,56,60,2,552,70,24,0,0.003109842475875809,0.003669601482854495,0.040680473372781065,0.0030053739364084187,0.0031970443349753695,0.07440951356113862,0.0030473933649289102,0.0022410901467505243,0.006714406065711879,0.002241320914479255,0.004903796279895608,0.008993106617647061,0.0807894736842105,0.004905904932505918,0.0049546798029556655,0.2302157530374836,0.004685308056872038,0.004710463121783877,0.015009345794392562,0.004507874682472481
1702356796,2.258592446065442,8.562771205056007,1.2867894914763431,11.407033980977335,0.9089855197379874,18.012882198591388,10.862777613266234,0.5061948893287603,7.40126447102959,6.950797391955503,0.575470733321308,1.139752506548641,96292864,53456896,11042816,80785408,42094592,16449536,57917440,31567872,9232384,45813760,3022848,8634368,38,58,0,150,0,30,32,0,334,42,8,0,0.00312983606557377,0.0036975748930099853,0.04076086956521739,0.003024049650892165,0.0032021276595744683,0.07488578680203045,0.0030495049504950496,0.0022920515869386264,0.006784705407586763,0.0022560467055879898,0.004935475409836064,0.009027305282005372,0.0814864864864865,0.004929816395138351,0.004963829787234043,0.23227754861520325,0.00468910891089109,0.004743053141864081,0.015970752089136484,0.004515262718932443
1702356797,2.258592446065442,8.562771205056007,1.2867894914763431,11.407033980977335,0.9089855197379874,17.946417755817603,10.862777613266234,0.5061948893287603,7.254519773667973,6.950797391955503,0.4776359130672413,1.139752506548641,96292864,53456896,11042816,80785408,42094592,16396288,57917440,31567872,9232384,45813760,3022848,8634368,94,126,8,618,9.964,86,96,10,700,96,53.106,0,0.003123627235644807,0.003690644206692465,0.04073795180722891,0.00301822125813449,0.003219783726761117,0.07488578680203045,0.003048309178743961,0.0022598429879892848,0.006779788501219643,0.002304625837776508,0.004922936931283339,0.009064969271290607,0.08202702702702701,0.0049263216609854365,0.004995610708170011,0.23227754861520325,0.00468695652173913,0.00473014057580156,0.015430688089870494,0.004526674156938543
1702356798,2.258592446065442,8.562771205056007,1.2867894914763431,11.173513143808737,0.9089855197379874,17.946417755817603,10.766038460760665,0.5061948893287603,8.49932308459666,6.950797391955503,0.46804473417855286,1.139752506548641,96292864,53456896,11042816,80785408,42094592,16396288,58204160,31567872,9252864,45813760,3022848,8634368,66,96,4,300,8,62,46,4,552,78,28,0,0.003123627235644807,0.003690644206692465,0.04073795180722891,0.00301822125813449,0.0032222222222222222,0.07363919129082427,0.003048309178743961,0.002267571699949034,0.006784705407586764,0.0022724252491694353,0.004922936931283339,0.009064969271290607,0.08202702702702701,0.0049263216609854365,0.005,0.2263786764705883,0.00468695652173913,0.004732252235555761,0.01593801652892566,0.0045182724252491695
1702356799,2.1395928403242412,8.562771205056007,1.2867894914763431,11.368127875998944,0.9089855197379874,17.946417755817603,10.766038460760665,0.5061948893287603,8.49932308459666,6.950797391955503,0.5635784860106228,1.139752506548641,96108544,53456896,11042816,76496896,42094592,16396288,58204160,31567872,9252864,45813760,3018752,8634368,56,100,4,306,8,48,40,4,538,78,40,0,0.003123627235644807,0.003690644206692465,0.04073795180722891,0.00301822125813449,0.0032222222222222222,0.07389001009081736,0.003048309178743961,0.002267571699949034,0.006784705407586764,0.0022724252491694353,0.004922936931283339,0.009064969271290607,0.08202702702702701,0.0049263216609854365,0.005,0.22798951048951055,0.00468695652173913,0.004732252235555761,0.01593801652892566,0.0045182724252491695
1702356800,2.1395928403242412,8.562771205056007,1.2867894914763431,11.368127875998944,0.9089855197379874,17.946417755817603,10.766038460760665,0.5061948893287603,8.49932308459666,6.950797391955503,0.5635784860106228,1.139752506548641,96108544,53456896,11042816,76496896,42094592,16396288,58204160,31567872,9252864,45813760,3018752,8634368,64,90,4,258,4.012,52,46,4,582,72,26,0,0.003113821138211382,0.0036663560111835974,0.040822784810126585,0.002999230078275375,0.003222220008956612,0.0734773555439875,0.0030502512562814075,0.0022213762528912875,0.006736198904340496,0.002243103448275863,0.004908943089430894,0.00895299539170507,0.0827777777777778,0.004902476581547543,0.004999996016121901,0.2261962447001818,0.004690452261306533,0.004707035466461063,0.015553935860058307,0.004512068965517243
1702356801,2.1395928403242412,8.562771205056007,1.2867894914763431,11.368127875998944,0.9089855197379874,17.946417755817603,10.766038460760665,0.5061948893287604,8.49932308459666,6.950797391955503,0.5635784860106228,1.139752506548641,96108544,53456896,11042816,76496896,42094592,16396288,58204160,31567872,9252864,45813760,3018752,8634368,42,68,0,250,0,38,40,0,504,50,20,0,0.00313549061813447,0.0036986700522959716,0.04129720524684308,0.003037549294328884,0.0032174874889296314,0.07363245808393114,0.0030490259217318136,0.0022686998865011267,0.006785366960451945,0.0022655839339031023,0.004938640224580202,0.008960641313629919,0.08438950066732004,0.004941342536287953,0.004991477480073337,0.22748583585081142,0.004688246659117264,0.00472496095624748,0.01606791873169002,0.004517557554678632
1702356802,2.1395928403242412,8.098244034218748,1.2867894914763431,11.368127875998944,0.9089855197379874,17.946417755817603,10.766038460760665,0.5061948893287604,7.214512318241427,6.950797391955503,0.5635784860106228,1.139752506548641,96108544,53456896,11042816,76496896,42094592,16396288,58204160,31567872,9252864,45813760,3018752,8634368,76,88,0,310,2,60,48,2,642,84,24,0,0.0031266593594301557,0.003686690209464576,0.0416398336211662,0.0030346824627860178,0.003212752854656338,0.07363837341961306,0.0030560696227614928,0.002245906383887756,0.006824462325193601,0.002323685166141826,0.00492383670788372,0.008917261457365953,0.08520956126267303,0.0049475933143441255,0.004982955138381409,0.22750045799956808,0.0047009253209706866,0.0047170321824817575,0.016012087584637357,0.004531828627054368
1702356803,2.1395928403242412,8.098244034218748,1.2867894914763431,11.368127875998944,0.9089855197379874,17.946417755817603,10.766038460760665,0.5061948893287604,8.394607599960288,4.465409999999963,0.5635784860106228,1.139752506548641,96108544,53456896,11042816,76496896,42094592,16396288,58204160,31567872,9252864,45813760,3018752,8634368,62,110,0,292,2,50,54,0,658,94,32,0,0.0031274479328566992,0.0036884951782910967,0.04164110429447852,0.0030358506837501547,0.0032142857142857142,0.0731279872543813,0.0030560747663551406,0.0022572186885095867,0.006772545090180361,0.002287940935192781,0.004924898974199565,0.008921207041072925,0.08521276595744681,0.00494857706049033,0.004985714285714286,0.22613138686131373,0.004700934579439252,0.0047188303665400624,0.015599206349206389,0.004523215750615257
1702356804,2.1395928403242412,8.098244034218748,1.2867894914763431,11.368127875998944,0.9089855197379874,17.946417755817603,10.766038460760665,0.5061948893287604,8.394607599960288,4.465409999999963,0.5635784860106228,1.139752506548641,96108544,53456896,11042816,76496896,42094592,16396288,58204160,31567872,9252864,45813760,3018752,8634368,68,124,0,448,2,66,64,2,660,84,38,0,0.0031274479328566992,0.0036884951782910967,0.04164110429447852,0.0030358506837501547,0.0032142857142857142,0.0724707676664972,0.0030560747663551406,0.0022572186885095867,0.006772545090180361,0.002287940935192781,0.004924898974199565,0.008921207041072925,0.08521276595744681,0.00494857706049033,0.004985714285714286,0.2246985815602836,0.004700934579439252,0.0047188303665400624,0.015599206349206389,0.004523215750615257
1702356805,2.1395928403242412,8.098244034218748,1.1067747904493108,11.368127875998944,0.9089855197379874,17.946417755817603,10.766038460760665,0.49656870617203447,8.394607599960288,4.465409999999963,0.5635784860106228,1.139752506548641,96108544,53456896,11042816,76496896,42094592,16396288,58204160,32280576,9252864,45813760,3018752,8634368,56,98,4,322,4,54,52,4,602,78,36.736,0,0.003124918672739102,0.0036772388059701493,0.04172077922077922,0.0030302657957705496,0.0032142857142857142,0.07233927606699081,0.0030490196078431374,0.002206767828574199,0.006750640478223741,0.002249352890422778,0.004924788549121665,0.008930170098478069,0.0857777777777778,0.0049526870594321926,0.004985714285714286,0.22603726708074526,0.004688235294117648,0.004714083482813789,0.01611351351351352,0.004516134598792063
1702356806,2.1395928403242412,8.098244034218748,1.085328298924705,11.368127875998944,0.7058250553446185,17.946417755817603,10.766038460760665,0.49656870617203447,8.394607599960288,4.465409999999963,0.5537473121099339,1.139752506548641,96108544,53456896,11042816,76496896,42094592,16396288,58204160,32280576,9252864,45813760,3018752,8634368,42,74,2,304,6,38,34,4,426,46,26,0,0.003133681121617215,0.0037063586568230533,0.04166666666666667,0.0030611342351716956,0.0032139037433155083,0.07206869834710743,0.0030396039603960397,0.0022568260949239506,0.006781539701733171,0.0022754590984974963,0.004935572220410824,0.008998251748251748,0.08568181818181818,0.004980593132154006,0.004985026737967916,0.2248217468805703,0.004671287128712871,0.00471949789261499,0.015976863753213364,0.004521869782971619
1702356807,2.1395928403242412,8.098244034218748,1.0638818074000995,11.368127875998944,0.7201772189783773,14.586262773800495,10.766038460760665,0.49656870617203447,8.394607599960288,6.860400439945226,0.5537473121099339,1.139752506548641,96108544,53456896,11042816,76496896,42094592,16396288,58204160,32280576,9252864,45813760,3018752,8634368,42,78,2,296,4,42,46,2,448,46,22,0,0.003123172628304821,0.0036839261593876634,0.04153726708074534,0.003043211387693129,0.0032258064516129037,0.07206871062154706,0.003037914691943128,0.0022496760471865714,0.006852665037664528,0.002335980891289468,0.004920248833592535,0.008930579216354343,0.08499999999999998,0.0049638324375864155,0.005071428571428577,0.22482175319604616,0.00466824644549763,0.004720208149392952,0.016466399690899518,0.004529195276695199
1702356808,2.1395928403242412,8.379357006118322,1.042435315875494,11.368127875998944,0.8858352810496983,14.880637400920588,10.65207551493955,0.49656870617203447,8.394607599960288,6.860400439945226,0.5537473121099339,1.139752506548641,96108544,53547008,11042816,76496896,42094592,16396288,58204160,32280576,9252864,45813760,3018752,8634368,70,98,0,490,0,76,56,0,486,60,28,0,0.003123172628304821,0.0036839261593876634,0.04153726708074534,0.003043229101781487,0.0032244897959183673,0.07276200873362444,0.003037914691943128,0.0022562187915158727,0.006792471819645732,0.0022774724084801924,0.004920248833592535,0.008930579216354343,0.08499999999999998,0.00496384701631992,0.005045454545454545,0.22648747709224182,0.00466824644549763,0.004719510742590133,0.01611153846153845,0.004515766776675244
