time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702367991,1.5956500733123946,7.570182779123375,1.3632915958158494,11.471349537272529,0.8989556299706865,14.723950817523178,12.4234318693692,0.4778920074425348,7.325463608358248,7.179337168005158,0.5634435553841499,1.1869185987130826,99835904,53600256,11550720,75436032,42278912,16158720,58359808,42393600,9244672,46813184,3092480,8830976,48,78,0,298,2,42,50,0,444,60,29.341,0,0,0,0.003213516160626836,0.0038045602605863192,0.04131016042780749,0.003122951342388879,0.0031276595744680856,0.07428099952852428,0.0030836820083682006,0.00244167461290469,0.007183829287392326,0.0023605442176870745,0.005582781456953641,0.00923739653875094,0.08226415094339622,0.005992827868852473,0.004829787234042554,0.23322580645161295,0.0047506276150627615,0.0049046269808836205,0.01864535901926447,0.004600302343159486
1702367992,1.8598705109240259,7.570182779123375,1.3632915958158494,11.471349537272529,0.8989556299706865,14.42617944233438,12.4234318693692,0.468334199153045,8.683746251140866,7.11140892641763,0.5634435553841499,1.1869185987130826,99835904,53600256,11550720,75436032,42278912,16158720,58359808,42393600,9244672,46813184,3092480,8830976,56,108,8,246.712,8,50,54,8,596,82,36,0,0,0,0.003213516160626836,0.0038045602605863192,0.04131016042780749,0.003122951342388879,0.0031276595744680856,0.07428099952852428,0.0030865800865800866,0.002441705655810343,0.007183615028400107,0.0023605442176870745,0.005582781456953641,0.00923739653875094,0.08226415094339622,0.005992827868852473,0.004829787234042554,0.23322580645161295,0.0047558441558441565,0.00490462803015841,0.01864481489413584,0.004600302343159486
1702367993,1.8598705109240259,7.570182779123375,1.1662277956406681,11.471349537272529,0.8989556299706865,17.780044665623578,12.4234318693692,0.559987428411797,8.683746251140866,7.11140892641763,0.5634435553841499,1.1869185987130826,99835904,53600256,11550720,75436032,42278912,16523264,58359808,42680320,9244672,46813184,3092480,8830976,66.568,140,6,370,2,58,62,6,730,106,34.395,0,0,0,0.0032049127343244986,0.0038126815101645686,0.041666666666666664,0.0031272787537288695,0.0031276595744680856,0.07313415210203118,0.0030833333333333333,0.0024399100112485945,0.007166666666666667,0.0023599020375465515,0.005375000000000002,0.0091058339566193,0.08350877192982455,0.005961141678129291,0.004829787234042554,0.22713099630996308,0.00475,0.004889691788526434,0.01818594306049823,0.004600260887339681
1702367994,1.8598705109240259,7.570182779123375,1.1435062690437374,11.471349537272529,0.8989556299706865,17.780044665623578,12.4234318693692,0.559987428411797,8.683746251140866,7.11140892641763,0.5634435553841499,1.1869185987130826,99835904,53600256,11550720,75436032,42278912,16523264,58359808,42680320,9244672,46813184,3092480,8830976,72,124,0,372,0,64,62,0,763.197,103.197,34.474,0,0,0,0.0032000639181847235,0.0037887970615243342,0.04199438202247191,0.0031114020738213493,0.0031206896551724136,0.07313415210203118,0.003084745762711864,0.002434567789311454,0.007191480891719746,0.0023561643835616434,0.00520066889632107,0.009035610465116278,0.08440677966101694,0.005759175970200488,0.004817241379310345,0.22713099630996308,0.004752542372881356,0.004889723947237206,0.01807861060329068,0.004600304414003044
1702367995,1.8598705109240259,7.570182779123375,1.3829071671494417,11.471349537272529,0.8989556299706865,17.780044665623578,12.4234318693692,0.559987428411797,8.683746251140866,7.11140892641763,0.5634435553841499,1.1869185987130826,99835904,53600256,11554816,75436032,42278912,16523264,58359808,42680320,9244672,46813184,3092480,8830976,44,70,4,226,2,38,38,4,420,58,16,0,0,0,0.0032000639181847235,0.0037887970615243342,0.04199438202247191,0.0031114071818297167,0.0031228070175438596,0.07313415210203118,0.003084745762711864,0.0024327757402272123,0.0071340068623713315,0.0023792581377744134,0.00520066889632107,0.009035610465116278,0.08440677966101694,0.005759233926128591,0.004821052631578947,0.22713099630996308,0.004752542372881356,0.0048808659092942136,0.01767663043478261,0.004604239212717639
1702367996,1.8598705109240266,7.570182779123375,1.3829071671494417,11.471349537272529,0.8989556299706865,17.79085199532375,12.4234318693692,0.5561807605115969,8.63577001356845,7.11140892641763,0.47377096945648056,1.1869185987130826,99835904,53600256,11554816,75436032,42278912,16523264,58359808,42680320,9232384,46813184,3092480,8830976,60,110,4,358,4.033,50,60,4,609.827,81.827,30,0,0,0,0.0032000639181847235,0.0037887970615243342,0.04199438202247191,0.0031114071818297167,0.0031228070175438596,0.07313415210203118,0.003084745762711864,0.0024328068219936086,0.007133792488247161,0.0023792581377744134,0.00520066889632107,0.009035610465116278,0.08440677966101694,0.005759233926128591,0.004821052631578947,0.22713099630996308,0.004752542372881356,0.0048808674820588266,0.017675982761612224,0.004604239212717639
1702367997,1.8598705109240266,7.570182779123375,1.3829071671494417,11.471349537272529,0.8989556299706865,17.79085199532375,12.286035769713905,0.5561807605115969,8.63577001356845,7.11140892641763,0.4830758307383142,1.1869185987130826,99835904,53600256,11554816,75436032,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8830976,64.553,70,0,334,0,46,40,0,413.712,55.712,18,0,0,0,0.0032000639181847235,0.0037887970615243342,0.04199438202247191,0.0031114071818297167,0.0031228070175438596,0.07313415210203118,0.0030900900900900897,0.0024327757402272123,0.0071340068623713315,0.0023792581377744134,0.00520066889632107,0.009035610465116278,0.08440677966101694,0.005759233926128591,0.004821052631578947,0.22713099630996308,0.004762162162162161,0.0048808659092942136,0.01767663043478261,0.004604239212717639
1702367998,1.8598705109240266,7.61637618791447,1.3829071671494417,11.471349537272529,0.8989556299706865,17.79085199532375,12.286035769713905,0.5561807605115969,8.63577001356845,7.11140892641763,0.5582916769100162,1.1869185987130826,99835904,53608448,11554816,75436032,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8830976,80,132,0,356,0,52,68,0,706,100,27.516,0,0,0,0.0032000637145587767,0.0038194647201946464,0.04195402298850575,0.00313003918443249,0.0031228070175438596,0.07321344060577378,0.0030877192982456145,0.0024340807174887897,0.007124426605504587,0.0023794838933921536,0.005197674418604654,0.00912780269058296,0.08438596491228074,0.006055027173913046,0.004821052631578947,0.22739827373612817,0.004757894736842106,0.0048863139013452924,0.01765545454545456,0.004609738227060395
1702367999,1.8598705109240266,7.61637618791447,1.3829071671494417,11.471349537272529,0.8989556299706865,17.79085199532375,12.286035769713905,0.5561807605115969,8.63577001356845,6.034662599303262,0.5582916769100162,1.1869185987130826,99835904,53608448,11554816,75436032,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8830976,42,64,0,208,2,36,36,0,420,52,18.316,0,0,0,0.0032038810251024115,0.0037867715078630897,0.04152298850574712,0.003112021337397599,0.003116591928251121,0.07321344060577378,0.0030807174887892376,0.0024278215223097117,0.007166334661354581,0.00242144303789319,0.005257269417681713,0.00905051622418879,0.0831372549019608,0.0058142760487144745,0.004809865470852018,0.22739827373612817,0.004745291479820627,0.0048869761969409006,0.017971189591078074,0.0046204476474031725
1702368000,1.8598705109240266,7.61637618791447,1.3596729381946175,11.471349537272529,0.8989556299706865,17.79085199532375,12.286035769713905,0.5561807605115969,8.63577001356845,7.172631941455101,0.5582916769100162,1.1594174637075496,99835904,53608448,11554816,75436032,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8830976,50,76,0,184,2,40,44,0,478,62,18.395,0,0,0,0.003203884733786713,0.0037867715078630897,0.04152298850574712,0.003112021337397599,0.003119815668202765,0.07321344060577378,0.0030807174887892376,0.002423870178142423,0.007110127069695802,0.0024032256719249603,0.005257341173057983,0.00905051622418879,0.0831372549019608,0.0058142760487144745,0.004815668202764977,0.22739827373612817,0.004745291479820627,0.004885698744390554,0.017626838235294096,0.004613148838788453
1702368001,1.8598705109240266,7.61637618791447,1.3596729381946175,9.611361094213287,0.9008730377306082,17.79085199532375,12.286035769713905,0.5561807605115969,8.63577001356845,7.172631941455101,0.5582916769100162,1.1594174637075496,99835904,53608448,11554816,76689408,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8830976,62,104,0,318,0,36,60,0,540,80,22.016,0,0,0,0.0032038865880853777,0.003786759575166764,0.04152298850574712,0.003112021337397599,0.003119815668202765,0.07321344060577378,0.0030807174887892376,0.002423870178142423,0.007110127069695802,0.0024033585980164384,0.0052573770491803305,0.009050496234423118,0.0831372549019608,0.0058142760487144745,0.004815668202764977,0.22739827373612817,0.004745291479820627,0.004885698744390554,0.017626838235294096,0.0046131858327259885
1702368002,1.8598705109240266,7.571981813566121,1.3596729381946175,9.797931048654025,0.9008730377306082,17.79085199532375,12.286035769713905,0.5561807605115969,8.63577001356845,7.1486127267241795,0.48288042865139574,1.2013853763344458,99835904,53608448,11554816,76689408,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8937472,58,102,0,316.556,4,62,46,0,616.283,74.283,36,0,0,0,0.0032038865880853777,0.0037867715078630897,0.04152298850574712,0.0031120317216518523,0.003119815668202765,0.07321344060577378,0.003074418604651163,0.002423870178142423,0.007110127069695802,0.0024033742331288337,0.0052573770491803305,0.00905051622418879,0.0831372549019608,0.0058143915522476585,0.004815668202764977,0.22739827373612817,0.004733953488372094,0.004885698744390554,0.017626838235294096,0.0046131901840490794
1702368003,1.5966730020934028,7.571981813566121,1.3596729381946175,11.194197266444194,0.9008730377306082,17.79085199532375,12.03745186310124,0.5561807605115969,8.63577001356845,7.1486127267241795,0.47357556736956224,1.2013853763344458,99835904,53608448,11554816,76689408,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8937472,62,102,0,360,0,80,52,0,780,76,36,0,0,0,0.0031992973490897474,0.003832102412604628,0.04132947976878613,0.0031280663057282267,0.003119815668202765,0.07241666666666666,0.0030727272727272725,0.0024161113377759646,0.007115908206923376,0.002401379041664402,0.0051581632653061186,0.009178410794602701,0.08249999999999999,0.006116077616077614,0.004815668202764977,0.2275335035098915,0.00473090909090909,0.004871852758511265,0.017810810810810814,0.00460484526154691
1702368004,1.565675160244669,7.571981813566121,1.3596729381946175,11.194197266444194,0.9008730377306082,17.79085199532375,12.03745186310124,0.5561807605115969,8.63577001356845,7.1486127267241795,0.46427070608772864,1.2013853763344458,99835904,53608448,11554816,76689408,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8937472,62,112,4,313.082,4,56,50,4,632,80,37.964,0,0,0,0.003204740760174749,0.0038192941176470587,0.04122807017543859,0.0031209423600900674,0.003112148170417845,0.07241666666666666,0.0030740740740740746,0.0024103443545067903,0.007179878048780487,0.00243289086944623,0.005283881409865355,0.009128344179320319,0.08217391304347826,0.006011727724989546,0.004801866706752121,0.2275335035098915,0.004733333333333334,0.004873087300498467,0.018278584392014508,0.0046111219729870305
1702368005,1.534677318395935,7.571981813566121,1.3596729381946175,11.194197266444194,0.9008730377306082,17.79085199532375,12.03745186310124,0.5561807605115969,8.63577001356845,7.1486127267241795,0.5693794525684076,1.2013853763344458,99835904,53608448,11554816,76689408,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8937472,54,96,12,376,8,52,48,10,518,60,35.436,0,0,0,0.003204749679075738,0.0038192941176470587,0.04122807017543859,0.003120939786878932,0.003114832535885167,0.07241666666666666,0.0030740740740740746,0.0024182542196479477,0.00713013698630137,0.002388776341953686,0.005284053156146181,0.009128344179320319,0.08217391304347826,0.006011699931176864,0.004806698564593301,0.2275335035098915,0.004733333333333334,0.004871722702384723,0.01807834507042255,0.00459846457982732
1702368006,1.5036794765472012,7.571981813566121,1.3596729381946175,11.194197266444194,0.9008730377306082,17.79085199532375,12.03745186310124,0.5561807605115969,8.63577001356845,7.1486127267241795,0.5693794525684076,1.2013853763344458,99835904,53608448,11554816,76689408,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8937472,67.73,124,10,398,10,58,70,10,707.233,91.233,45.195,0,0,0,0.00320474789535142,0.0038192941176470587,0.04122807017543859,0.003120939786878932,0.003114832535885167,0.07241666666666666,0.0030740740740740746,0.002418222430429938,0.007130356296078863,0.0023887605850654347,0.005284018808830996,0.009128344179320319,0.08217391304347826,0.006011699931176864,0.004806698564593301,0.2275335035098915,0.004733333333333334,0.004871720705540061,0.018078923363251006,0.004598460354118552
1702368007,1.9114915856590002,7.571981813566121,1.3596729381946175,11.194197266444194,0.9008730377306082,17.79085199532375,12.03745186310124,0.4975016213211908,8.63577001356845,7.1486127267241795,0.5693794525684076,1.2013853763344458,99860480,53608448,11554816,76689408,42278912,16523264,58183680,42680320,9232384,46813184,3092480,8937472,54,106,2,340,6,54,60,4,586.361,70.361,35.385,0,0,0,0.003204749679075738,0.0038192941176470587,0.04122807017543859,0.003120939786878932,0.003114832535885167,0.07241666666666666,0.0030792079207920793,0.002418222430429938,0.007130356296078863,0.0023887684635961,0.005284053156146181,0.009128344179320319,0.08217391304347826,0.006011699931176864,0.004806698564593301,0.2275335035098915,0.0047425742574257424,0.004871720705540061,0.018078923363251006,0.004598462466996144
1702368008,1.9114915856590002,7.571981813566121,1.3596729381946175,11.194197266444194,0.8963555476465725,17.79085199532375,12.03745186310124,0.4975016213211908,8.63577001356845,7.1486127267241795,0.5693794525684076,1.2013853763344458,99860480,53608448,11554816,76689408,42274816,16523264,58183680,42680320,9232384,46813184,3092480,8937472,56,106,12,316,8,52,58,8,580,70,34.028,0,0,0,0.0031991059793962575,0.0038008710379869347,0.04136904761904762,0.0031243072050673,0.003114832535885167,0.07158559401309636,0.003075117370892019,0.002421118793211816,0.007125771604938273,0.0023923664122137405,0.005150268710724538,0.009015671641791045,0.0827659574468085,0.005936519258202568,0.004806698564593301,0.22467557251908402,0.004735211267605633,0.00486637335009428,0.017852782764811503,0.004595725190839695
1702368009,1.9114915856590002,7.571981813566121,1.3596729381946175,11.194197266444194,0.8963555476465725,15.135023725655156,12.03745186310124,0.4975016213211908,7.004682963358319,7.1486127267241795,0.5693794525684076,1.2013853763344458,99860480,53608448,11554816,76689408,42274816,16523264,58183680,42680320,9232384,46813184,3092480,8937472,68,110,0,392,0,8,66,0,534,106,40.711,0,0,0,0.0032021581802255212,0.0037672077036387057,0.04154191616766467,0.0031009757632987096,0.0031142857142857144,0.07158559401309636,0.003065116279069768,0.0024144632540914783,0.007118076875565937,0.0024350975609698207,0.005209530527405381,0.008930635538350282,0.08336734693877551,0.005645655270655274,0.004805714285714286,0.22467557251908402,0.004717209302325582,0.004863063141186148,0.01728267183653995,0.004594925837481515
1702368010,1.9114915856590002,7.571981813566121,1.166047958057158,11.194197266444194,0.8963555476465725,17.611010254543846,12.03745186310124,0.4975016213211908,7.14703865455866,7.1486127267241795,0.5693794525684076,1.2013853763344458,99860480,53608448,11554816,76689408,42274816,17436672,58183680,42680320,9232384,46813184,3092480,8937472,70,128,16,362,14,56,76,14,678,94,50,0,0,0,0.003202168367346938,0.00376716790642208,0.04154191616766467,0.0031009757632987096,0.0031142857142857144,0.07158559401309636,0.003065116279069768,0.002399164164934245,0.0070803874531643,0.0023936170212765953,0.0052097315436241565,0.00893055525819803,0.08336734693877551,0.005645655270655274,0.004805714285714286,0.22467557251908402,0.004717209302325582,0.004859726033551721,0.01712281840590322,0.004583282674772036
1702368011,1.9114915856590002,7.571981813566121,1.1433867424205812,11.194197266444194,0.8963555476465725,17.611010254543846,12.03745186310124,0.41382392153838865,6.051967500000045,7.2071207484480455,0.5693794525684076,1.2013853763344458,99860480,53608448,11554816,76689408,42274816,17436672,58183680,42680320,9232384,46809088,3092480,8937472,54,116,0,320,2,56,58,0,656,78,32,0,0,0,0.003202159878146428,0.003767183825977117,0.04154191616766467,0.0031009757632987096,0.003114283711149709,0.07158559401309636,0.003065116279069768,0.002399164164934245,0.0070803874531643,0.0023936170212765953,0.0052095640324516515,0.008930587372620749,0.08336734693877551,0.005645655270655274,0.004805710680069476,0.22467557251908402,0.004717209302325582,0.004859726033551721,0.01712281840590322,0.004583282674772036
1702368012,1.9114915856590002,7.749646532903788,1.1207255267840044,11.194197266444194,0.8633790668211827,17.611010254543846,12.03745186310124,0.5086905090493133,7.161558935061095,7.2071207484480455,0.5560308537722534,1.2013853763344458,99860480,53604352,11554816,76689408,42274816,17436672,58183680,42184704,9232384,46809088,3092480,8937472,68,122,0,364,2,70,66,0,718,100,32,0,0,0,0.003202168367346938,0.0037672236209658964,0.04154191616766467,0.003100926977622527,0.003114283711149709,0.07158559401309636,0.0030585270862344776,0.002399060111337417,0.007080614203454894,0.0023936092396717053,0.0052097315436241565,0.008930667644900954,0.08336734693877551,0.0056450780103052605,0.004805710680069476,0.22467557251908402,0.00470534875522206,0.004859699689493471,0.017123616236162386,0.004583280513538393
1702368013,1.9114915856590002,7.749646532903788,1.0980643111474275,9.905955052275212,0.8633790668211827,17.611010254543846,12.33316273140652,0.5086905090493133,7.019203243860757,7.2071207484480455,0.5560308537722534,1.2013853763344458,99860480,53604352,11554816,76689408,42274816,17436672,58298368,42184704,9232384,46809088,3092480,8937472,64,100,4,300,4,60,54,4,600,72,23.634,0,0,0,0.003209580678302221,0.0037909995256452094,0.04144316773479359,0.003100127909841169,0.0031142857142857144,0.0715774257374857,0.003055036046146409,0.002390664072794035,0.007067564870010494,0.002391497582930964,0.005377835150431777,0.008953097801741326,0.08302043482871102,0.005410128036647932,0.004805714285714286,0.2216415731349303,0.004699064883063536,0.004848683610590034,0.016718573202889195,0.004585127149277316
1702368014,1.9114915856590002,7.749646532903788,1.4068295103899473,9.719385097834476,0.8633790668211827,17.611010254543846,12.33316273140652,0.5086905090493133,6.876847552660416,5.8201531070224775,0.5560308537722534,1.2013853763344458,99860480,53604352,11202560,76689408,42274816,17436672,58298368,42184704,9232384,46809088,3092480,8937472,70,132,4,324.785,4,52,66,2,630,88,30.474,0,0,0,0.0032085068886773638,0.0037799566475202537,0.041322794762259384,0.0030888841982283236,0.0031037735849056606,0.0715774257374857,0.0030642201834862387,0.0023847719879107063,0.007109581266155137,0.0024499886010421294,0.005363576656542708,0.008973742428576646,0.08255095722816903,0.005266652116410797,0.00478679245283019,0.2216415731349303,0.00471559633027523,0.004849880295055368,0.01705846163312947,0.004599748486002218
