time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,paymentservice_error,frontend_error,frontend-external_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692611839,0.9710293920344256,3.7137699386776974,0.8733270133098497,6.500639404253551,0.481495546293934,11.404731341783435,6.129006389873315,0.3215994988568329,6.908098358391768,4.6588078439702185,0.2927590260623141,0.8792224234315766,93061120,40710144,11251712,40996864,42090496,17911808,64405504,35217408,9154560,45559808,3194880,8998912,70.0,104.0,4.0,286.0,4.0,44.0,56.0,2.0,556.0,70.0,20.0,0,0,0,0.0003722246891651,0.0022193939393939,0.02275,0.0017328278827656,0.0026256684491978,0.0279667328699106,0.0015555555555555,0.0003318662666771,0.0036001770433756,0.0003913139329805,0.0038921624173748,0.0318518518518523,0.6083333333333331,0.0070133928571428,0.0045251336898395,0.4842085235920852,0.0043111111111111,0.0034848255887167,0.013077922077922,0.0038923556942277
1692611840,0.9710293920344256,3.7137699386776974,0.8733270133098497,6.500639404253551,0.5981160653216436,11.630194067072564,6.129006389873315,0.3215994988568329,5.780437652613791,4.6588078439702185,0.2927590260623141,0.7482817817375196,93061120,40710144,11251712,40996864,42090496,17911808,64405504,35217408,9154560,45559808,3194880,8998912,42.0,60.0,0.0,270.0,0.0,52.0,34.0,2.0,256.0,38.0,14.0,0,0,0,0.0003654248639598,0.0022193939393939,0.02275,0.0017328278827656,0.0026256684491978,0.0279667328699106,0.0015,0.0003318662666771,0.0036001770433756,0.0003913139329805,0.0038418473138548,0.0318518518518523,0.6083333333333331,0.0070133928571428,0.0045251336898395,0.4842085235920852,0.0043,0.0034848255887167,0.013077922077922,0.0038923556942277
1692611841,0.9710293920344256,3.806686724376417,0.8733270133098497,6.500639404253551,0.5981160653216436,10.172276931111304,6.129006389873315,0.3215994988568329,5.665302679973929,4.6588078439702185,0.2911020533594095,0.7336280746803264,93061120,40755200,11251712,40996864,42090496,17911808,64405504,35217408,9154560,45559808,3194880,8998912,66.0,136.0,4.0,338.0,4.0,60.0,74.0,6.0,844.0,114.0,46.0,0,0,0,0.0003650568181818,0.0021626252828968,0.0217777777777777,0.0015780438220013,0.0026703296703296,0.0246123260437375,0.0014761904761904,0.0003382097397801,0.0036189591078066,0.0003950999048525,0.0038443125618199,0.052571428571428,0.0494736842105263,0.0047977411339507,0.0045340659340659,0.4129156010230181,0.004295238095238,0.0035784013386536,0.0141934782608695,0.0039108196721311
1692611842,0.9710293920344256,3.806686724376417,0.8733270133098497,6.500639404253551,0.5981160653216436,11.618920930808104,6.129006389873315,0.3215994988568329,6.663903003079086,4.6588078439702185,0.2911020533594095,0.7189743676231337,93061120,40755200,11251712,40996864,42090496,17911808,64405504,35217408,9175040,45559808,3194880,8998912,52.0,106.0,8.0,266.0,8.0,56.0,50.0,6.0,656.0,88.0,42.0,0,0,0,0.0003678947368421,0.0021937235968617,0.0216489361702127,0.0016893244370308,0.0026470588235294,0.0241001323334803,0.0014761904761904,0.0003310162328685,0.0036382846488502,0.0003901315789473,0.0038589981447124,0.0281481481481484,0.0491810344827586,0.0047859049207673,0.0045294117647058,0.3805626598465477,0.004295238095238,0.0034720326031584,0.0142248908296943,0.0038863849765258
1692611843,0.9710293920344256,3.806686724376417,0.8733270133098497,5.244743700837215,0.5981160653216436,11.393458205518977,6.129006389873315,0.3215994988568329,6.663903003079086,4.6588078439702185,0.2911020533594095,0.8838227565384389,93061120,40755200,11251712,40996864,42090496,17911808,64405504,35217408,9175040,45559808,3194880,8871936,68.0,116.0,4.0,228.839,4.0,40.0,54.0,2.0,722.0,94.0,24.0,0,0,0,0.0003678947368421,0.0021937235968617,0.0216489361702127,0.0016708764863122,0.0026470588235294,0.0241001323334803,0.0014761904761904,0.0003329120423397,0.003607699089039,0.0003901315789473,0.0038589981447124,0.0281481481481484,0.0491810344827586,0.0047857887953748,0.0045294117647058,0.3805626598465477,0.004295238095238,0.0034989557434112,0.0131637554585152,0.0038863849765258
1692611844,0.9647965294698546,3.806686724376417,0.8733270133098497,5.350037638879138,0.5981160653216436,11.167995480229852,6.129006389873315,0.3215994988568329,6.663903003079086,4.6588078439702185,0.2911020533594095,0.8838227565384389,93061120,40755200,11251712,40996864,42090496,17911808,64405504,35217408,9175040,45559808,3194880,8871936,62.0,108.0,8.0,262.0,8.0,44.0,54.0,4.0,622.0,80.0,24.0,0,0,0,0.0003739411502452,0.0021937235968617,0.0216489361702127,0.0016674323901012,0.0026470588235294,0.0241001323334803,0.0016341463414634,0.0003329120423397,0.003607699089039,0.0003901315789473,0.0039028037383177,0.0281481481481484,0.0491810344827586,0.0047852354599561,0.0045294117647058,0.3805626598465477,0.0043268292682926,0.0034989557434112,0.0131637554585152,0.0038863849765258
1692611845,0.9647965294698546,3.670785274019638,0.8733270133098497,6.317636282515392,0.5981160653216436,10.942532754940723,5.277517152142415,0.3215994988568329,6.663903003079086,4.6588078439702185,0.2911020533594095,0.8838227565384389,93061120,40755200,11251712,40996864,42090496,17911808,64405504,35217408,9175040,45559808,3194880,8871936,64.0,118.0,4.0,224.0,4.0,52.0,50.0,4.0,628.0,90.0,34.0,0,0,0,0.0003668273260687,0.0021937235968617,0.0216489361702127,0.0016674323901012,0.0026470588235294,0.0241001323334803,0.0015396825396825,0.0003329120423397,0.003607699089039,0.0003901315789473,0.0038514445479962,0.0281481481481484,0.0491810344827586,0.0047852354599561,0.0045294117647058,0.3805626598465477,0.0043079365079365,0.0034989557434112,0.0131637554585152,0.0038863849765258
1692611846,0.9647965294698546,3.670785274019638,0.8733270133098497,6.50582677522077,0.5981160653216436,10.717070029651596,5.175367045644527,0.3446638819393912,6.663903003079086,4.6588078439702185,0.2911020533594095,0.8838227565384389,93061120,40755200,11251712,39645184,42090496,17911808,64405504,35217408,9175040,45559808,3194880,8871936,70.0,94.0,2.0,434.0,2.0,72.0,50.0,4.0,612.597,76.0,24.0,0,0,0,0.0003636067708333,0.0021272727272727,0.0209191176470588,0.0015097783572359,0.0026449704142011,0.0233238117001828,0.0014793388429752,0.0003370018686715,0.0036041666666666,0.0003957115009746,0.0038334328358208,0.0508571428571422,0.0431896551724137,0.0046061712299,0.0045289940828402,0.2473931623931625,0.004295867768595,0.0035609291400234,0.0142763157894737,0.0039185929648241
1692611847,0.9647965294698546,3.670785274019638,0.8733270133098497,6.50582677522077,0.5981160653216436,10.49160730436247,5.073216939146639,0.288140441400839,6.663903003079086,4.6588078439702185,0.2911020533594095,0.8838227565384389,93061120,40755200,11251712,39645184,42090496,17911808,64405504,35217408,9175040,45559808,3194880,8871936,40.0,72.0,4.0,176.0,4.0,28.0,34.0,4.0,414.0,58.0,20.0,0,0,0,0.0003673512154233,0.0021900030111412,0.0208620689655172,0.0016198771523512,0.0025697674418604,0.023094362745098,0.0014793388429752,0.0003289294204762,0.0036144393241167,0.0003900176678445,0.0038602230483271,0.0277777777777781,0.0430327868852459,0.0046075319705971,0.004513953488372,0.2242735042735045,0.004295867768595,0.0034365089596493,0.0142434210526316,0.0038903633491311
1692611848,0.8117556799826989,3.670785274019638,0.8733270133098497,6.50582677522077,0.5981160653216436,13.69301687834549,6.036886603532462,0.345033764244944,6.663903003079086,4.6588078439702185,0.2911020533594095,0.8838227565384389,93061120,40755200,11251712,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3194880,8871936,54.0,56.0,0.0,356.0,0.0,46.0,36.0,2.0,372.0,48.0,10.0,0,0,0,0.0003673512154233,0.0021900030111412,0.0208620689655172,0.0016200243704305,0.0025697674418604,0.023094362745098,0.0014793388429752,0.0003308098522935,0.0035830429732868,0.0003900176678445,0.0038602230483271,0.0277777777777781,0.0430327868852459,0.0045976035743298,0.004513953488372,0.2242735042735045,0.004295867768595,0.003465374937091,0.0130394736842104,0.0038903633491311
1692611849,0.7956757378248679,3.670785274019638,0.8733270133098497,6.50582677522077,0.5981160653216436,13.69301687834549,6.036886603532462,0.345033764244944,6.663903003079086,4.671376990713678,0.2911020533594095,0.8838227565384389,93061120,40755200,11251712,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3194880,8871936,62.0,88.0,0.0,320.0,0.0,54.0,50.0,0.0,534.0,66.0,18.0,0,0,0,0.0003717439293598,0.0021900030111412,0.0208620689655172,0.0016200243704305,0.0025697674418604,0.023094362745098,0.0016,0.0003308098522935,0.0035830429732868,0.0003900176678445,0.0038940509915014,0.0277777777777781,0.0430327868852459,0.0045976035743298,0.004513953488372,0.2242735042735045,0.00432,0.003465374937091,0.0130394736842104,0.0038903633491311
1692611850,0.9675720634206896,3.670785274019638,0.8733270133098497,6.50582677522077,0.6019005746623479,13.69301687834549,6.036886603532462,0.345033764244944,6.663903003079086,4.671376990713678,0.2911020533594095,0.8838227565384389,93184000,40755200,11251712,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3194880,8871936,10.0,30.0,0.0,92.0,0.0,0.0,12.0,0.0,206.0,28.0,0.0,0,0,0,0.0003644840447575,0.0021900030111412,0.0208620689655172,0.0016200243704305,0.0025697674418604,0.023094362745098,0.0015289256198347,0.0003308098522935,0.0035830429732868,0.0003900176678445,0.0038395852968897,0.0277777777777781,0.0430327868852459,0.0045976035743298,0.004513953488372,0.2242735042735045,0.0043057851239669,0.003465374937091,0.0130394736842104,0.0038903633491311
1692611851,0.9675720634206896,3.670785274019638,0.8733270133098497,6.50582677522077,0.6297589518321154,13.69301687834549,6.011266192714365,0.345033764244944,6.599465571762137,4.671376990713678,0.2911020533594095,0.8838227565384389,93184000,40755200,11251712,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3194880,8871936,116.0,200.0,8.0,462.0,8.0,70.0,128.0,8.0,1277.791,176.0,62.0,0,0,0,0.0003616930312099,0.0021292473801206,0.0209859154929577,0.0015112438891906,0.0025672514619883,0.023156610470275,0.0015528455284552,0.0003336166372869,0.0035789789789789,0.0003939035916824,0.0038235764235764,0.0208750000000007,0.0432258064516129,0.0045751439435089,0.0045134502923976,0.2225970149253739,0.004310569105691,0.0035128541448058,0.0133594470046082,0.0039098684210526
1692611852,0.9675720634206896,3.670785274019638,0.8733270133098497,6.50582677522077,0.6297589518321154,13.69301687834549,6.011266192714365,0.345033764244944,6.599465571762137,4.671376990713678,0.2925107365408304,0.8838227565384389,93184000,40755200,11251712,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3063808,8871936,50.0,56.0,4.0,324.0,4.0,90.0,6.0,6.0,418.0,38.0,28.0,0,0,0,0.0003658789386401,0.0022050435304713,0.0210689655172413,0.0016211256117455,0.0025542857142857,0.0231272987331426,0.0015528455284552,0.0003309343434343,0.0036036936118679,0.0003908450704225,0.0038491620111731,0.0382407407407407,0.0433076923076923,0.0046097063621533,0.0045108571428571,0.2326000000000003,0.004310569105691,0.0034674765184721,0.0142954545454545,0.0038945226917057
1692611853,0.9675720634206896,3.670785274019638,0.8733270133098497,6.50582677522077,0.6297589518321154,13.69301687834549,6.011266192714365,0.345033764244944,6.599465571762137,4.671376990713678,0.2925107365408304,0.872578044596926,93184000,40755200,11251712,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3063808,8871936,66.0,92.0,0.0,328.0,0.0,60.0,56.0,0.0,542.0,72.0,22.0,0,0,0,0.0003658789386401,0.0022050435304713,0.0210689655172413,0.0016491370558375,0.0025542857142857,0.0231272987331426,0.0015528455284552,0.000332634032634,0.0036184903452311,0.0003908450704225,0.0038491620111731,0.0382407407407407,0.0433076923076923,0.0046277360406091,0.0045108571428571,0.2326000000000003,0.004310569105691,0.0034917647058823,0.0153072033898305,0.0038945226917057
1692611854,0.9675720634206896,3.670785274019638,0.8517945308147219,6.50582677522077,0.6297589518321154,13.69301687834549,6.011266192714365,0.345033764244944,6.599465571762137,4.753152371969518,0.2925107365408304,0.872578044596926,93184000,40755200,11415552,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3063808,8871936,58.0,58.0,0.0,358.0,0.0,86.0,8.0,0.0,272.0,32.0,4.0,0,0,0,0.000373560673162,0.0022050435304713,0.0210689655172413,0.0016491370558375,0.0025542857142857,0.0231272987331426,0.0016666666666666,0.000332634032634,0.0036184903452311,0.0003908450704225,0.003905223880597,0.0382407407407407,0.0433076923076923,0.0046277360406091,0.0045108571428571,0.2326000000000003,0.0043333333333333,0.0034917647058823,0.0153072033898305,0.0038945226917057
1692611855,0.9675720634206896,3.670785274019638,0.8517945308147219,6.50582677522077,0.6297589518321154,13.78782083343484,6.011266192714365,0.345033764244944,6.599465571762137,4.753152371969518,0.2925107365408304,0.872578044596926,93184000,40755200,11415552,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3063808,8871936,34.0,42.0,2.0,170.0,2.0,46.0,20.0,4.0,270.0,34.0,12.0,0,0,0,0.0003723628691983,0.0022050435304713,0.0210689655172413,0.0016491370558375,0.0025542857142857,0.0231272987331426,0.0016507936507936,0.000332634032634,0.0036184903452311,0.0003908450704225,0.0038924731182795,0.0382407407407407,0.0433076923076923,0.0046277360406091,0.0045108571428571,0.2326000000000003,0.0043301587301587,0.0034917647058823,0.0153072033898305,0.0038945226917057
1692611856,0.9675720634206896,3.6633856433166634,0.8517945308147219,6.50582677522077,0.6297589518321154,13.787820833434836,6.011266192714365,0.345033764244944,6.599465571762137,4.753152371969518,0.2925107365408304,0.872578044596926,93184000,40763392,11415552,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3063808,8871936,66.0,122.0,8.0,380.0,10.0,62.0,62.0,6.0,696.0,92.0,48.0,0,0,0,0.0003719162995594,0.0021503057611844,0.021063829787234,0.0015421871575717,0.002578947368421,0.0235775265343793,0.001671875,0.0003389801432431,0.0036318698188517,0.0003946615824594,0.0038948259642521,0.0669999999999993,0.0445762711864406,0.0046303309226386,0.0045157894736842,0.2588427947598241,0.004334375,0.0035835554438018,0.0164449152542373,0.0039135313531353
1692611857,0.9675720634206898,3.6633856433166634,0.8517945308147219,6.50582677522077,0.6297589518321154,13.787820833434836,6.011266192714365,0.345033764244944,6.599465571762137,4.753152371969518,0.2838100616073907,0.872578044596926,93184000,40763392,11415552,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3063808,8871936,44.0,60.0,0.0,212.0,0.0,40.0,32.0,0.0,384.0,48.0,12.0,0,0,0,0.0003800646551724,0.0023063973063973,0.0211724137931034,0.0016499590834697,0.0025706214689265,0.023781693167168,0.001671875,0.0003373918072673,0.0036934673366834,0.0003922528940338,0.0039382631126397,0.1465734265734264,0.0459322033898305,0.0046478314238952,0.0045141242937853,0.2946360153256701,0.004334375,0.0035566642908054,0.0183007518796992,0.0039015673981191
1692611858,0.9675720634206898,3.603395532745684,0.8517945308147219,6.50582677522077,0.6297589518321154,13.787820833434836,6.011266192714365,0.369023745810055,6.599465571762137,4.753152371969518,0.2838100616073907,0.872578044596926,93184000,40763392,11415552,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3063808,8871936,22.0,64.0,0.0,128.0,0.0,12.0,28.0,0.0,350.0,54.0,14.0,0,0,0,0.0003800646551724,0.0023063973063973,0.0211724137931034,0.001675398517616,0.0025706214689265,0.023781693167168,0.001671875,0.0003391069363009,0.0036810940787496,0.0003922528940338,0.0039382631126397,0.1465734265734264,0.0459322033898305,0.0046603106914407,0.0045141242937853,0.2946360153256701,0.004334375,0.0035778553964373,0.0181964285714285,0.0039015673981191
1692611859,0.9675720634206898,3.603395532745684,0.8441183818717283,6.50582677522077,0.6297589518321154,13.787820833434836,5.941926579967684,0.369023745810055,6.599465571762137,4.753152371969518,0.2838100616073907,0.872578044596926,93184000,40763392,11415552,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3063808,8871936,90.0,142.0,0.0,494.0,0.0,60.0,100.0,0.0,738.0,100.0,42.0,0,0,0,0.0003829401088929,0.0023063973063973,0.0211724137931034,0.001675398517616,0.0025706214689265,0.023781693167168,0.0018031496062992,0.0003391069363009,0.0036810940787496,0.0003922528940338,0.0039588652482269,0.1465734265734264,0.0459322033898305,0.0046603106914407,0.0045141242937853,0.2946360153256701,0.0043606299212598,0.0035778553964373,0.0181964285714285,0.0039015673981191
1692611860,0.9675720634206898,3.603395532745684,0.8441183818717283,6.50582677522077,0.6297589518321154,13.787820833434836,5.941926579967684,0.369023745810055,6.599465571762137,4.753152371969518,0.2838100616073907,0.8485531715064304,93184000,40763392,11415552,39645184,42090496,17408000,64405504,35540992,9175040,45559808,3063808,8990720,58.0,106.0,4.0,358.0,4.0,60.0,60.0,2.0,600.0,78.0,38.0,0,0,0,0.0003769824260608,0.0023063973063973,0.0211724137931034,0.001675398517616,0.0025706214689265,0.023781693167168,0.0017692307692307,0.0003391069363009,0.0036810940787496,0.0003922528940338,0.0039209465381244,0.1465734265734264,0.0459322033898305,0.0046603106914407,0.0045141242937853,0.2946360153256701,0.0043538461538461,0.0035778553964373,0.0181964285714285,0.0039015673981191
1692611861,0.9445972439811878,3.603395532745684,0.8441183818717283,3.9760427375000527,0.6297589518321154,13.787820833434836,5.941926579967684,0.369023745810055,6.554688275514124,4.753152371969518,0.2838100616073907,0.8485531715064304,93184000,40763392,11415552,39645184,42090496,17408000,64405504,35540992,9625600,45559808,3063808,8990720,58.0,58.0,0.0,258.0,0.0,52.0,30.0,2.0,346.0,46.0,12.0,0,0,0,0.0003704315279612,0.0022297607341855,0.0210526315789473,0.0015567870075716,0.0025802469135802,0.0236198038299859,0.0016776859504132,0.0003384630400832,0.0036521603978862,0.0003929268292682,0.0038370786516853,0.1432857142857142,0.0454716981132075,0.0046442444858992,0.004516049382716,0.2803418803418784,0.0043355371900826,0.0035399571302483,0.0173522727272727,0.0039052991452991
