time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,cartservice_error,checkoutservice_error,frontend_error,frontend-external_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1693317731,1.3875093946955432,6.181467200294355,0.9504843716625172,6.9445069691946175,0.5255617841146701,15.170278824640109,6.052068796370234,0.2832891094163269,7.4656310917701,5.145462291570812,0.3424999379951772,0.9117985962294768,91295744,52228096,10788864,43175936,42209280,17448960,59453440,37896192,9236480,46538752,3186688,8806400,80.0,142.0,8.0,454.0,8.0,78.0,76.0,8.0,768.0,94.0,48.0,0,0,0,0,0.0013828246249353,0.0030908016877637,0.0206603773584905,0.0003665354040924,0.0029150943396226,0.0204802441374879,0.0026132596685082,0.0003166745317264,0.0032917718324078,0.0003795909849749,0.0042980858768753,0.0047634430379746,0.0435,0.0038424292028155,0.0046132075471698,0.0779920212765957,0.0045756906077348,0.0031741580949697,0.006380846325167,0.0038374798061389
1693317732,1.3875093946955432,6.181467200294355,0.9504843716625172,6.9445069691946175,0.5362015840461355,15.170278824640109,6.052068796370234,0.2777164281562521,7.4656310917701,5.145462291570812,0.3424999379951772,0.9117985962294768,91295744,52228096,10788864,43175936,42209280,17448960,59453440,37896192,9236480,46538752,3186688,8806400,46.621,94.29,2.0,427.318,4.0,48.0,54.924,4.0,462.25,59.422,32.211,0,0,0,0,0.0012410848718792,0.0030904085145716,0.0204268249941638,0.0003663748678629,0.0029154929577464,0.0204803379482179,0.0025978174193219,0.0003149314008597,0.0033004338501173,0.0003761768153581,0.004269649231417,0.004762735326229,0.0424576160381663,0.0038412843608607,0.0046131455399061,0.0779920978344738,0.0045369545626352,0.0031345030211563,0.0065087803207289,0.0038165914132323
1693317733,1.3875093946955432,6.181467200294355,0.9504843716625172,6.9445069691946175,0.5468413839776007,15.170278824640109,6.052068796370234,0.2721437468961771,7.4656310917701,5.145462291570812,0.3424999379951772,0.9117985962294768,91295744,52228096,10788864,43175936,42209280,17448960,59453440,37896192,9236480,46538752,3186688,8806400,54.0,104.0,6.0,422.0,4.0,47.836,52.0,6.0,570.0,74.0,36.0,0,0,0,0,0.0012397921778087,0.0030873727461919,0.0202388594465574,0.0003731850418586,0.0029154993449999,0.0205191208237362,0.0025975375555059,0.0003167525732148,0.0032952852243488,0.0003763941514182,0.0042693476116848,0.0047572709431454,0.0414645419893531,0.0038923867365507,0.0046131467093447,0.0776680696515947,0.0045368913063601,0.0031754043101676,0.0064381915400713,0.0038178798907037
1693317734,1.3875093946955432,6.181467200294355,0.9504843716625172,6.9445069691946175,0.557481183909066,15.170278824640109,6.052068796370234,0.2665710656361023,7.4656310917701,5.183618695710293,0.3424999379951772,0.9117985962294768,91295744,52228096,10788864,43175936,42209280,17448960,59453440,37896192,9236480,46538752,3186688,8806400,62.0,104.0,0.0,250.0,0.0,42.0,56.0,0.0,648.0,90.0,28.0,0,0,0,0,0.0012453440045023,0.0030874050503131,0.0202395750744033,0.0003660437148425,0.0029154391576208,0.0205188618279692,0.0025978520903352,0.000316798838876,0.0032955847174595,0.0003767048026458,0.0042704568512144,0.0047573290905636,0.0414655969990487,0.003840306815519,0.0046131356896717,0.0776672388085945,0.004536962399158,0.0031765209863966,0.0064423402960862,0.0038198312173592
1693317735,1.4058617477961024,6.181467200294355,0.9504843716625172,6.9445069691946175,0.6383879958879166,15.170278824640109,6.052068796370234,0.2609983843760273,7.4656310917701,5.183618695710293,0.3424999379951772,0.888774886345833,91320320,52228096,10788864,43175936,42209280,17448960,59453440,37896192,9236480,46538752,3186688,8806400,42.0,102.0,4.0,290.0,4.0,38.0,44.0,4.0,566.0,86.0,32.0,0,0,0,0,0.0012447300771208,0.0030874079035498,0.0202395209580838,0.0003660274071925,0.0029154929577464,0.0205188223938223,0.0025783783783783,0.0003168069055563,0.0032956038403233,0.0003767318663406,0.0042703341902313,0.0047573342263898,0.0414655172413793,0.0038401879760168,0.0046131455399061,0.0776671122994652,0.0045329729729729,0.0031767102121084,0.0064426048565121,0.00382
1693317736,1.4058617477961024,6.458137857716872,0.9504843716625172,6.9445069691946175,0.6383879958879166,15.170278824640109,6.052068796370234,0.3491098990795973,7.4656310917701,5.183618695710293,0.3424999379951772,0.888774886345833,91320320,52240384,10788864,43175936,42209280,17448960,59453440,38187008,9236480,46538752,3186688,8806400,56.0,94.0,0.0,202.0,0.0,50.0,48.0,0.0,536.0,78.0,36.0,0,0,0,0,0.0013861283643892,0.0030874079035498,0.0202395209580838,0.0003660274071925,0.0029150943396226,0.020412551768079,0.0025783783783783,0.0003168069055563,0.0032956038403233,0.0003767318663406,0.0042987577639751,0.0047573342263898,0.0414655172413793,0.0038401879760168,0.0046132075471698,0.0764315937940761,0.0045329729729729,0.0031767102121084,0.0064426048565121,0.00382
1693317737,1.4058617477961024,6.458137857716872,0.7668433221631216,6.9445069691946175,0.6383879958879166,15.170278824640109,6.052068796370234,0.3491320123166903,7.4656310917701,5.183618695710293,0.3424999379951772,0.888774886345833,91320320,52240384,10788864,43175936,42209280,17448960,59453440,38187008,9236480,46538752,3186688,8806400,54.0,80.0,6.0,234.0,8.0,42.0,40.0,6.0,472.0,66.0,28.0,0,0,0,0,0.0012435500515995,0.0030874664879356,0.0202108433734939,0.0003659102443268,0.0029142857142857,0.020412551768079,0.0025652173913043,0.0003148436933343,0.0032920634920634,0.0003774630541871,0.0042701754385964,0.0047574396782841,0.0408474576271186,0.0038389231268245,0.0046133333333333,0.0764315937940761,0.0045130434782608,0.0031298986975397,0.0063623853211009,0.0038245557350565
1693317738,1.4058617477961024,6.458137857716872,0.782164714000628,6.9445069691946175,0.6383879958879166,15.170278824640109,6.052068796370234,0.3491320123166903,7.4656310917701,5.183618695710293,0.3424999379951772,0.888774886345833,91320320,52240384,10788864,43175936,42209280,17448960,59453440,38187008,9236480,46538752,3186688,8806400,66.0,114.0,2.0,298.0,0.0,42.0,56.0,0.0,674.0,88.0,26.0,0,0,0,0,0.0010851540616246,0.003065550906555,0.020171875,0.0003582267755353,0.0029142857142857,0.0202228207639569,0.0025652173913043,0.0003100999962826,0.0032519602718243,0.0003689883913764,0.0042277871148459,0.0047179916317991,0.0404824561403508,0.0037324127906976,0.0046133333333333,0.0721261682242991,0.0045130434782608,0.0029877440863629,0.005664935064935,0.0037595818815331
1693317739,1.4058617477961024,5.435307039714687,0.7974861058381346,6.9445069691946175,0.6383879958879166,15.170278824640109,6.052068796370234,0.3491320123166903,7.4656310917701,5.183618695710293,0.3424999379951772,0.888774886345833,91320320,52240384,10788864,43175936,42209280,17448960,59453440,38187008,9236480,46538752,3186688,8806400,58.0,78.0,0.0,248.0,0.0,38.0,46.0,0.0,528.0,76.0,14.0,0,0,0,0,0.0012337125129265,0.003064483627204,0.0201818181818181,0.0003556448172899,0.0029142857142857,0.0201470588235294,0.0025652173913043,0.0003096625546869,0.0032579185520361,0.000375,0.0042583247156153,0.0047160705289672,0.0405084745762711,0.0037062457103637,0.0046133333333333,0.0708460365853659,0.0045130434782608,0.0029740363860622,0.005773607748184,0.0038
1693317740,1.4058617477961024,5.550790112142628,0.919283510250393,6.9445069691946175,0.6018670430336568,15.170278824640109,6.052068796370234,0.3491320123166903,7.4656310917701,5.183618695710293,0.3462812741113244,0.888774886345833,91320320,52240384,10788864,43175936,42209280,17448960,59453440,38187008,9236480,46538752,3051520,8806400,56.0,80.0,0.0,336.0,0.0,38.0,44.0,0.0,422.0,54.0,16.0,0,0,0,0,0.0012337125129265,0.003064483627204,0.0201818181818181,0.0003556448172899,0.0029142857142857,0.0201470588235294,0.0026108108108108,0.0003096625546869,0.0032579185520361,0.000375,0.0042583247156153,0.0047160705289672,0.0405084745762711,0.0037062457103637,0.0046133333333333,0.0708460365853659,0.0045221621621621,0.0029740363860622,0.005773607748184,0.0038
1693317741,1.4058617477961024,5.666273184570568,0.919283510250393,6.9445069691946175,0.6018670430336568,15.076454359195711,6.052068796370234,0.3491320123166903,7.4656310917701,5.183618695710293,0.3462812741113244,0.888774886345833,91320320,52240384,10788864,43175936,42209280,17448960,59453440,38187008,9236480,46538752,3051520,8806400,52.463,89.983,0.0,300.649,0.0,42.0,47.438,0.0,523.258,74.229,18.764,0,0,0,0,0.0013444698756918,0.0030644856074928,0.0201817481933176,0.0003556295226662,0.0029223300970873,0.0199877233329508,0.0026108108108108,0.0003096616251219,0.0032579464007528,0.0003750173680374,0.0042806099655232,0.0047160740934871,0.040508292110825,0.0037061100143546,0.0046155339805825,0.0658571860646264,0.0045221621621621,0.0029740127478493,0.0057741130259128,0.0038001111399977
1693317742,1.4058617477961024,5.781756256998507,0.919283510250393,5.893224355841372,0.6018670430336568,15.076454359195711,5.894684802546041,0.3491320123166903,7.470894187463557,5.183618695710293,0.2879093262057032,0.888774886345833,91320320,52240384,10788864,43175936,42209280,17448960,59453440,38187008,9154560,46538752,3051520,8806400,42.267,84.841,2.024,263.555,0.0,41.833,40.486,0.0,513.128,62.674,28.275,0,0,0,0,0.0012036027046887,0.0030643544634488,0.0200942470240576,0.0003557936908851,0.0029184244163699,0.0199876544072722,0.0025885835191782,0.0003081184200913,0.0032684882884788,0.0003777755540918,0.0042523998648763,0.0047158380342078,0.0402724693037623,0.0037076628145522,0.0046163373988146,0.0658570900746033,0.0045177167038356,0.0029291241901927,0.0059641389019393,0.0038173776845598
1693317743,1.386846524647388,5.897239329426447,0.919283510250393,5.692262952231745,0.6018670430336568,15.076454359195711,5.894684802546041,0.3491320123166903,7.470894187463557,5.183618695710293,0.2937203347979205,0.888774886345833,91320320,52240384,10788864,43175936,42209280,17448960,59453440,38187008,9154560,46538752,3051520,8806400,76.0,100.0,6.0,294.0,4.0,68.0,60.0,4.0,622.0,80.0,36.0,0,0,0,0,0.0010596846846846,0.0030673211781206,0.0200657894736842,0.0003576638065522,0.0029183673469387,0.0200878748790712,0.0025885714285714,0.0003099390198557,0.0032634887375589,0.0003701799485861,0.0042227477477477,0.0047211781206171,0.0401923076923076,0.0037285106382978,0.0046163265306122,0.0670650406504065,0.0045177142857142,0.0029826806749442,0.0058818407960198,0.0037679144385026
1693317744,1.386846524647388,6.012722401854387,0.8015156318913992,5.57904041713017,0.6018670430336568,13.204796308581338,5.894684802546041,0.3491320123166903,7.470894187463557,5.183618695710293,0.2995313433901378,0.888774886345833,91320320,52240384,10788864,43175936,42209280,17448960,59453440,38187008,9154560,46538752,3051520,8806400,72.0,86.0,6.0,324.0,8.0,66.0,48.0,8.0,458.0,58.0,24.0,0,0,0,0,0.0012061426340447,0.0030676132521974,0.020016129032258,0.0003551215838175,0.0029183673469387,0.0200502318392581,0.0025885714285714,0.000310096413282,0.0032708438605356,0.0003764805414551,0.0042512233211868,0.0047217038539553,0.0400480769230769,0.0037021928297946,0.0046163265306122,0.0662125984251969,0.0045177142857142,0.0029856331542594,0.0059976958525345,0.0038093645484949
1693317745,1.3630036420819744,6.928984345676402,0.7861942400538925,6.539271866826206,0.6018670430336568,12.953522069261409,5.894684802546041,0.3491320123166903,7.470894187463557,5.208724930567485,0.3486605155330392,0.888774886345833,91316224,52240384,10788864,47206400,42209280,17448960,59453440,38187008,9154560,46538752,3051520,8806400,60.0,116.0,10.0,368.0,8.0,60.0,66.0,8.0,688.0,82.0,50.0,0,0,0,0,0.0012061426340447,0.0030676132521974,0.020016129032258,0.0003551215838175,0.0029183673469387,0.0200502318392581,0.0026023391812865,0.000310096413282,0.0032708438605356,0.0003764805414551,0.0042512233211868,0.0047217038539553,0.0400480769230769,0.0037021928297946,0.0046163265306122,0.0662125984251969,0.0045204678362573,0.0029856331542594,0.0059976958525345,0.0038093645484949
1693317746,1.3630036420819744,6.928984345676402,0.770872848216386,6.539271866826206,0.6018670430336568,12.70224782994148,5.894684802546041,0.3491320123166903,7.51591489465276,4.420753363675344,0.3486605155330392,0.888774886345833,91316224,52240384,10788864,47206400,42209280,17448960,59453440,38187008,9154560,46538752,3051520,8806400,74.0,132.0,6.0,430.0,4.0,66.0,72.0,6.0,784.0,92.0,44.0,0,0,0,0,0.0013514644351464,0.0030676132521974,0.020016129032258,0.0003551215838175,0.0029067357512953,0.0200969593546385,0.0026023391812865,0.000310096413282,0.0032708438605356,0.0003764805414551,0.0042803347280334,0.0047217038539553,0.0400480769230769,0.0037021928297946,0.0046145077720207,0.0671879815100154,0.0045204678362573,0.0029856331542594,0.0059976958525345,0.0038093645484949
1693317747,1.3630036420819744,6.928984345676402,0.7555514563788793,6.539271866826206,0.6018670430336568,14.957647306835517,5.894684802546041,0.3491320123166903,7.51591489465276,4.33394128149922,0.3486605155330392,0.903153849915306,91316224,52240384,10788864,47206400,42209280,17285120,59453440,38187008,9154560,46538752,3051520,8638464,56.0,116.0,2.0,414.0,0.0,54.0,60.0,0.0,642.0,76.0,40.0,0,0,0,0,0.0012365145228215,0.0030675904021628,0.0200645161290322,0.0003553386911595,0.0029072164948453,0.0200969593546385,0.0026046511627906,0.0003085378139166,0.003279598308668,0.0003746861924686,0.0042589211618257,0.0047216627238932,0.0404807692307692,0.0037041000694927,0.0046144329896907,0.0671879815100154,0.0045209302325581,0.0029409112407378,0.0061360465116279,0.0037979865771812
1693317748,1.3630036420819744,6.928984345676402,0.7402300645413729,6.539271866826206,0.579312880759217,14.957647306835517,5.894684802546041,0.3491320123166903,7.51591489465276,4.247129199323095,0.3486605155330392,0.903153849915306,91316224,52240384,10788864,47206400,42209280,17285120,59453440,38187008,9154560,46538752,3051520,8638464,80.0,120.0,8.0,410.0,8.0,72.0,70.0,8.0,710.0,82.0,44.0,0,0,0,0,0.0010834272829763,0.0030681538731775,0.0200510204081632,0.0003550991612448,0.0029072164948453,0.0200816887738595,0.0026046511627906,0.0003091841656154,0.0032601201358056,0.0003645920941968,0.0042293122886133,0.0047226769717196,0.0404591836734693,0.0036978157644824,0.0046144329896907,0.0672483766233765,0.0045209302325581,0.0029610682110682,0.00581625,0.0037273394495412
1693317749,1.3630036420819744,7.062830872590271,0.7249086727038662,6.539271866826206,0.579312880759217,14.957647306835517,5.837855653446829,0.3491320123166903,7.51591489465276,4.16031711714697,0.3486605155330392,0.903153849915306,91316224,52195328,10788864,47206400,42209280,17285120,59453440,38187008,9154560,46538752,3051520,8638464,42.0,68.0,4.0,232.0,4.0,38.0,38.0,4.0,382.0,48.0,26.0,0,0,0,0,0.0012302083333333,0.0030674195179504,0.0202631578947368,0.000355619315721,0.0029072164948453,0.020118825722274,0.0026046511627906,0.0003106666427598,0.0032723852520692,0.0003730323115161,0.004259375,0.0047213551323108,0.0416037735849056,0.0037106301274218,0.0046144329896907,0.0680757341576507,0.0045209302325581,0.0030016368596544,0.0060158013544018,0.0037872053872053
1693317750,1.3630036420819744,7.062830872590271,0.9097221057091428,6.539271866826206,0.579312880759217,14.957647306835517,5.837855653446829,0.3903423755520509,7.51591489465276,5.341161518666785,0.3486605155330392,0.743382110263108,91316224,52195328,11034624,47206400,42209280,17285120,59453440,38170624,9154560,46538752,3051520,8638464,60.0,112.0,8.0,406.0,12.0,66.0,58.0,10.0,570.0,62.0,54.0,0,0,0,0,0.0012302083333333,0.0030674195179504,0.0202631578947368,0.000355619315721,0.0029072164948453,0.020118825722274,0.0026610169491525,0.0003106666427598,0.0032723852520692,0.0003730323115161,0.004259375,0.0047213551323108,0.0416037735849056,0.0037106301274218,0.0046144329896907,0.0680757341576507,0.0045322033898305,0.0030016368596544,0.0060158013544018,0.0037872053872053
1693317751,1.3630036420819744,7.062830872590271,0.9097221057091428,6.539271866826206,0.579312880759217,14.957647306835517,5.837855653446829,0.3903423755520509,7.51591489465276,5.341161518666785,0.3486605155330392,0.8753653157444823,91316224,52195328,11034624,47206400,42209280,17285120,59453440,38170624,9154560,46538752,3051520,8638464,0.0,88.0,0.0,110.0,0.0,6.0,8.0,0.0,370.0,72.0,8.0,0,0,0,0,0.0013832898172323,0.0030674195179504,0.0202631578947368,0.000355619315721,0.0029067357512953,0.0201014673743365,0.0026610169491525,0.0003106666427598,0.0032723852520692,0.0003730323115161,0.0042900261096605,0.0047213551323108,0.0416037735849056,0.0037106301274218,0.0046145077720207,0.0678753993610223,0.0045322033898305,0.0030016368596544,0.0060158013544018,0.0037872053872053
1693317752,1.3630036420819744,7.062830872590271,0.9097221057091428,6.539271866826206,0.579312880759217,14.957647306835517,5.837855653446829,0.3903423755520509,7.51591489465276,5.341161518666785,0.3486605155330392,0.8753653157444823,91316224,52195328,11034624,47206400,42209280,17285120,59453440,38170624,9154560,46538752,3051520,8638464,62.0,136.0,10.0,316.0,16.0,62.0,52.0,16.0,714.0,94.0,44.0,0,0,0,0,0.0012921810699588,0.0030673740946606,0.0203618421052631,0.0003554890363531,0.0029076923076923,0.0201014673743365,0.0026648044692737,0.0003089158268479,0.0032858652575957,0.0003707247557003,0.0042732510288065,0.004721273370389,0.0421296296296296,0.0037099388646288,0.0046143589743589,0.0678753993610223,0.0045329608938547,0.0029528897219618,0.0062290249433106,0.0037716694772344
1693317753,1.3630036420819744,7.062830872590271,0.9097221057091428,6.539271866826206,0.579312880759217,14.957647306835517,5.841138449486063,0.3903423755520509,7.51591489465276,5.341161518666785,0.3486605155330392,0.8753653157444823,91316224,52195328,11034624,47206400,42209280,17285120,59473920,38170624,9154560,46538752,3051520,8638464,58.0,80.0,6.0,242.0,8.0,50.0,42.0,6.0,422.0,52.0,22.0,0,0,0,0,0.0011327334083239,0.0030849256900212,0.0202931034482758,0.0003539105926563,0.0029076923076923,0.0201153091265946,0.0026648044692737,0.0003124343388863,0.0032979288369622,0.0003605887162714,0.0042427446569178,0.0047528662420382,0.04205,0.003694477583221,0.0046143589743589,0.0681271186440677,0.0045329608938547,0.0030529093995987,0.0064883990719257,0.0036957486136783
