time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,frontend-check_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702362584,2.0298725346652366,8.371323529412017,1.1971311391910588,11.082843813157668,0.9782172901378249,17.977607468440272,10.936724649979041,0.6201374705420358,8.565615558912402,6.871981028821532,0.572288303919996,1.2374945447331729,98430976,53628928,11214848,74891264,42274816,16801792,,64421888,40648704,9437184,46686208,3022848,8835072,56,92,4,268,2,44.177,48,3.883,426,62,18,0,0,0.0032245407132142677,0.00382298210190988,0.041153971637638564,0.0031404655348223876,0.003155033576856783,0.07674816755968035,0.003071713147410359,0.002367797734736615,0.006821566093447053,0.0022215153877572493,0.00573780230583162,0.009924508001528764,0.09069791446735638,0.007120954415353104,0.00487906043834221,0.2468809532360719,0.0047290836653386455,0.004859835807252171,0.01965692898629641,0.004544091411388387
1702362585,2.0298725346652366,8.371323529412017,1.2207448233544835,11.082843813157668,0.9782172901378249,17.71089267434861,10.936724649979041,0.6201374705420358,7.119596892308673,6.871981028821532,0.572288303919996,1.2374945447331729,98430976,53628928,11214848,74891264,42274816,16801792,,64421888,40648704,9437184,46686208,3022848,8835072,54,60.072,0,273.767,0,40.493,30,0,377.569,41.569,7.922,0,0,0.0032235733879909427,0.0038212695570457016,0.04115254832756747,0.003139025312989037,0.0031551070468967685,0.07674851222164372,0.0030717058624957806,0.002362802561479312,0.006817419778914665,0.002218053246337034,0.005722837986705601,0.009922164892849639,0.0906951909146142,0.007109881338789116,0.0048791926844141825,0.24687182225718218,0.004729070552492406,0.004857894939701368,0.019644453793005348,0.004543171321344388
1702362586,2.0298725346652366,8.371323529412017,1.4168210498054803,11.082843813157668,0.9782172901378249,17.71089267434861,10.936724649979041,0.6201374705420358,6.976836632993466,6.871981028821532,0.572288303919996,1.2374945447331729,98430976,53628928,11214848,74891264,42274816,16801792,,64421888,40648704,9437184,46686208,3022848,8835072,75.75,104.104,2,371.121,4,54,44,4,510,74,19.804,0,0,0.0032245388229451017,0.0038229644200739586,0.04115375198194033,0.003140568050047028,0.0031551596556968695,0.07674816835956351,0.0030737791446097703,0.0023677811737088214,0.006821709531431699,0.0022219136920208367,0.005737773151898454,0.009924455292066295,0.09069749426032082,0.007121610978688531,0.004879287380254366,0.2468809320451683,0.004732802460297587,0.004859832240650221,0.019657360239222172,0.004544176572307066
1702362587,2.0298725346652366,8.371323529412017,1.4168210498054803,11.082843813157668,0.9782172901378249,17.71089267434861,10.936724649979041,0.6201374705420358,8.52807347354412,6.752368645491518,0.572288303919996,1.199767265793615,98430976,53628928,11214848,74891264,42274816,16801792,,64421888,40648704,9183232,46686208,3022848,8835072,65.762,108.487,0,405.821,0,60.391,62,0,626,82,26,0,0,0.0031887451192412746,0.003734912615630792,0.040721171661027,0.0030761845986889734,0.003160260995342775,0.0739778004223023,0.003074074074074074,0.0023353346354382993,0.0067335734014798065,0.002197548648921234,0.004998305794966569,0.009275489808889767,0.08600114791288758,0.005639555485893536,0.0048884697916169945,0.23757766887170614,0.0047333333333333324,0.00479102479918334,0.01735271846939497,0.004517890347113383
1702362588,2.0298725346652366,8.371323529412017,1.4168210498054803,11.082843813157668,0.9782172901378247,17.71089267434861,10.828062634326233,0.6175218914185585,8.52807347354412,6.752368645491518,0.5722883039199959,1.199767265793615,98430976,53628928,11214848,74891264,42274816,16801792,,64397312,40648704,9183232,46686208,3022848,8835072,80.832,155.197,9.683,471.47,8,68,68.14,11.65,682.401,105.565,39.244,0,0,0.003180528691166989,0.0037030211346464025,0.04059405940594059,0.0030585838991270607,0.003161702127659574,0.07396844550398725,0.0030717118988685763,0.00235268192048012,0.006723845828038966,0.0022635658914728677,0.004986847195357833,0.009176333396660422,0.085,0.0054327301337529525,0.004891063829787234,0.23755420388909246,0.004729081417963437,0.004796417854463616,0.016250000000000004,0.004532093023255814
1702362589,2.0298725346652366,8.371323529412017,1.4168210498054803,11.082843813157668,0.9782172901378247,17.71089267434861,10.828062634326233,0.6175218914185585,8.52807347354412,6.752368645491518,0.5722883039199959,1.199767265793615,98430976,53628928,11214848,74891264,42274816,16801792,,64397312,40648704,9183232,46686208,3022848,8835072,54,102,4,330.25,4.024,46,52,4.141,662,66,32,0,0,0.0031798370870355576,0.0037016830682281383,0.04059312691419832,0.003057299099194767,0.0031557310423308265,0.07277055787157824,0.0030717066952717954,0.0022989733710467595,0.00666295922542541,0.002214369585224208,0.004985817351337982,0.009173378448519955,0.08499717401770947,0.005417828684362511,0.004880315876195488,0.2317373964626445,0.004729072051489233,0.004776033325508944,0.015758956995105648,0.004520362032306179
1702362590,2.0298725346652366,8.371323529412017,1.4168210498054803,10.964871408454274,0.767281195297728,17.71089267434861,10.828062634326233,0.6175218914185585,8.52807347354412,6.752368645491518,0.5722883039199959,1.199767265793615,98430976,53628928,11214848,74891264,42274816,16801792,,64397312,40648704,9183232,46686208,3022848,8835072,56,120.366,10,376,8.024,58.615,58,10.274,613.792,84.072,48.161,0,0,0.0031797896276138087,0.003701746398349209,0.04059399126906459,0.003057283338025304,0.0031553859354507907,0.07276992167973022,0.0030716181624668016,0.0022987114750304682,0.006662932888855618,0.002213075586383928,0.004985746681138871,0.009173621917970639,0.08499979354242414,0.005418400921899227,0.0048796946838114245,0.23173677332062212,0.004728912692440243,0.0047759767192132275,0.01575885494586594,0.004520100776484278
1702362591,2.0298725346652366,8.371323529412017,1.227049677026118,10.964871408454274,0.7831296920041783,17.71089267434861,10.828062634326233,0.6175218914185585,8.52807347354412,6.752368645491518,0.5722883039199959,1.199767265793615,98430976,53628928,11214848,74891264,42274816,16801792,,64397312,40648704,9183232,46686208,3022848,8835072,59.769,90.357,3.842,336.855,4.012,50,55.249,3.873,479.628,59.466,25.184,0,0,0.0031805445469553733,0.0037030563527571843,0.04059391994130329,0.0030585333951429483,0.003155797707832615,0.0727644939151609,0.0030737923083453047,0.002303368408328369,0.006666998434105337,0.0022178587350136156,0.004986870805669145,0.009176390351665106,0.08499957741024383,0.005432057599445056,0.004880435874098706,0.2317314566378937,0.0047328261550215476,0.004777572932243536,0.01577459601334081,0.004521208679891062
1702362592,2.0298725346652366,8.371323529412017,1.2034359928626932,10.964871408454274,0.7989781887106284,17.71089267434861,10.828062634326233,0.6175218914185585,8.52807347354412,6.752368645491518,0.5722883039199959,1.199767265793615,98430976,53628928,11214848,74891264,42274816,16801792,,64397312,40648704,9183232,46686208,3022848,8835072,53.948,104.338,4,329.456,6,56.838,52,3.88,510,70,34,0,0,0.0031832243567781315,0.0037375004809195194,0.04068870541859946,0.003071356514980107,0.003161074293313891,0.07304994900852463,0.003072893088013204,0.002315953634345918,0.006678154820073868,0.0022154687301078387,0.004991262462063082,0.009241073949883378,0.0858535858756214,0.0055725149368263255,0.004889933727965003,0.232339367237713,0.004731207558423768,0.004798835994609181,0.015883261521168972,0.004534042650484731
1702362593,2.0298725346652366,8.371323529412017,1.1798223086992685,10.990523513753345,0.9509098023870135,17.71089267434861,10.828062634326233,0.6175218914185585,8.52807347354412,5.830088871415231,0.5722883039199959,1.199767265793615,98430976,53628928,11214848,75091968,42274816,16801792,,64397312,40648704,9183232,46686208,3022848,8835072,61.88,90,0,236,0,52,46,0,526.046,72.585,20.17,0,0,0.0031802126164903804,0.0037199765284948857,0.04060965648415487,0.0030567364845087235,0.0031597260498548558,0.07304993832499726,0.0030695059335727735,0.0023839202313648117,0.006749090444236987,0.002283032866995807,0.004990558814947196,0.00917101622544844,0.0851159558650912,0.0053725913795446825,0.004887506889738741,0.2323393596022339,0.004725110680430993,0.004818844368512757,0.016337324834107755,0.004556000455802913
1702362594,1.925716724553927,8.500182180472654,1.1562086245358438,10.990523513753345,0.9509098023870135,17.71089267434861,10.828062634326233,0.6175218914185585,8.528073473544122,5.717549393990372,0.5722883039199959,1.2055666730806138,98430976,53628928,11214848,75091968,42274816,16801792,,64397312,40648704,9183232,46686208,3022848,9138176,56,105.28,7.976,261.94,7.976,50.343,46,8.268,640.877,80,37.865,0,0,0.0031793981367279904,0.003718355632509149,0.04060833529117337,0.0030552982262333646,0.0031551598806779267,0.07195827670977291,0.0030695127835403783,0.002321730984036643,0.00666148058434363,0.0022319379281719935,0.00498935947145015,0.009167398347161595,0.0851116677143573,0.005355579664866266,0.004879287785220268,0.23211060752579402,0.004725123010372681,0.004802264936553571,0.015910848907805912,0.004543562932976062
1702362595,1.925716724553927,8.500182180472654,1.1325949403724191,10.990523513753345,0.9509098023870135,17.967279576308886,10.828062634326233,0.5458197654673803,8.528073473544122,5.605009916565513,0.5722883039199959,1.2055666730806138,98430976,53628928,11214848,75091968,42274816,16343040,,64397312,40820736,9183232,46686208,3022848,9138176,38.109,97.984,3.992,336.861,3.992,38,50,3.992,449.084,57.108,31.984,0,0,0.003179375569847601,0.0037184332807522562,0.04060966799722554,0.003055277843306156,0.0031547659487736936,0.07195829091129974,0.00306940591521013,0.002321792795972791,0.006661233455851189,0.002230540942077613,0.004989326241107921,0.009167685281256919,0.08511599322105448,0.0053561949765896415,0.004878578707792649,0.23211065999098435,0.004724930647378235,0.004802303008411332,0.01590995562730092,0.00454325965348436
1702362596,1.925716724553927,8.500182180472654,1.1089812562089945,10.990523513753345,0.9509098023870135,17.967279576308886,10.828062634326233,0.5458197654673803,8.499129432462842,5.4924704391406545,0.582318987662932,1.2055666730806138,98430976,53628928,11214848,75091968,42274816,16343040,,64397312,40820736,9183232,46686208,3022848,9138176,86.088,126,6,342.228,6,53.785,70,12,716,94,44,0,0,0.0031923957888496425,0.0037234544024098296,0.040609522770028786,0.0030566309396917045,0.0031459566966601845,0.07195747088639284,0.003078934459375532,0.0023250584109728895,0.0066661272571446805,0.002217052693165021,0.005107046747881535,0.009181748643851002,0.08587551069415324,0.0053888394670827495,0.004862722053988333,0.2321076304025747,0.004742082026875958,0.0048041360922468235,0.01592763023431744,0.00454302672667197
1702362597,1.9257167245539275,8.500182180472654,1.4065128853311497,10.990523513753345,0.8017041301441378,17.967279576308886,10.828062634326233,0.5458197654673803,8.499129432462842,6.84217456535172,0.4870394696357001,1.2055666730806138,98430976,53628928,11325440,75091968,42274816,16343040,,64397312,40820736,9183232,46682112,3022848,9138176,56,130.516,8,410,8.024,59.633,56,8,633.381,84,40.161,0,0,0.0031831425631445587,0.0037142324931463753,0.040640908620213835,0.003072941966195532,0.003145949600121363,0.07034351115630637,0.003075943456078668,0.002308158223294595,0.006617635141255077,0.002208368652771811,0.00499204691491376,0.009159342161901153,0.08640875788950853,0.005548446972155308,0.004862709280218453,0.2316393200491017,0.004736698220941604,0.004788826683404809,0.015405567720486511,0.004541731801150249
1702362598,1.9257167245539275,8.500182180472654,1.4065128853311497,10.990523513753345,0.8993185760304079,17.967279576308886,10.828062634326233,0.5458197654673803,8.499129432462842,6.84217456535172,0.47733415317465117,1.2055666730806138,98430976,53628928,11325440,75091968,42270720,16343040,,64397312,40820736,9183232,46682112,3022848,9138176,58.123,93.36,4.193,302.699,3.953,47.957,50.439,4.012,485.203,67.281,27.351,0,0,0.003171613975831614,0.0036870629020660313,0.04056033114890723,0.0030492330465956507,0.003139598513927339,0.07034247217002672,0.0030812941267152256,0.0023623111067711824,0.006661624705841558,0.00228991816409527,0.004973578554973418,0.009058201057649705,0.08549658738632655,0.0052358907109523204,0.0048512773250692105,0.2316386245439913,0.004746329428087406,0.004812097963195851,0.01575550377314794,0.004559644467843819
