time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692706081,2.5627174127518253,6.687698746714409,0.8538062031082523,6.977282495458493,0.6158815883120048,15.218205078410826,6.514529843810736,0.44419591107314643,7.408735154183062,4.9411955548623565,0.3253325528007346,0.8860208150470221,88096768,40030208,9768960,42799104,41660416,14155776,52674560,22663168,9121792,43216896,3035136,8179712,46,72,2,280,2,38,34,4,342,46,22,0,0.0015783600194080542,0.0018424788424788426,0.020268456375838927,0.0012359585173015713,0.0029420289855072463,0.021215367565570745,0.002921951219512195,0.00030974419387411645,0.003205949656750572,0.00047606981981981975,0.004349830179524503,0.004415670215670216,0.04132075471698113,0.004279063558886951,0.004603864734299517,0.055552050473186156,0.004584390243902439,0.0029475316455696227,0.00497070938215103,0.004177443609022556
1692706082,2.5627174127518253,6.687698746714409,0.7772411801905921,6.977282495458493,0.6158815883120048,15.282652187127532,6.514529843810736,0.44419591107314643,7.408735154183062,4.9411955548623565,0.3253325528007346,0.8860208150470221,88096768,40030208,9781248,42799104,41660416,14155776,52674560,22663168,9121792,43216896,3035136,8179712,10,22,0,134,0,4,22,0,226,20,8,0,0.0016678765880217786,0.0019157921679037627,0.02024038461538461,0.0013638441756357745,0.0029420289855072463,0.021114330874604847,0.002921951219512195,0.0003103098520752549,0.003205402774397663,0.00048828125,0.004368421052631579,0.004429024827233171,0.04122727272727272,0.004302638346509191,0.004603864734299517,0.05546072507552863,0.004584390243902439,0.0029635214446952626,0.004969724993915794,0.0041990577149587744
1692706083,2.5627174127518253,6.687698746714409,0.7772411801905921,6.977282495458493,0.6158815883120048,15.282652187127532,6.514529843810736,0.44419591107314643,7.408735154183062,4.9411955548623565,0.3263187086542818,0.8860208150470221,88096768,40030208,9781248,42799104,41660416,14155776,52674560,22663168,9121792,43216896,3035136,8179712,120,194,16,618,16,86,132,14,1348,180,72,0,0.0017557603686635945,0.0019157921679037627,0.02024038461538461,0.0013638441756357745,0.0029420289855072463,0.021114330874604847,0.002921951219512195,0.0003103098520752549,0.003205402774397663,0.00048828125,0.004386543778801844,0.004429024827233171,0.04122727272727272,0.004302638346509191,0.004603864734299517,0.05546072507552863,0.004584390243902439,0.0029635214446952626,0.004969724993915794,0.0041990577149587744
1692706084,2.5627174127518253,6.760739496902037,0.7772411801905921,6.977282495458493,0.6158815883120048,15.282652187127532,6.561686930933012,0.44419591107314643,7.408735154183062,4.9411955548623565,0.3263187086542818,0.8860208150470221,88096768,40030208,9781248,42799104,41660416,14155776,52674560,22663168,9121792,43216896,3035136,8179712,70,126,6,292,6,64,58,8,698,90,38,0,0.00169043321299639,0.0019157921679037627,0.02024038461538461,0.0013638441756357745,0.0029420289855072463,0.021114330874604847,0.002921951219512195,0.0003103098520752549,0.003205402774397663,0.00048828125,0.0043727436823104695,0.004429024827233171,0.04122727272727272,0.004302638346509191,0.004603864734299517,0.05546072507552863,0.004584390243902439,0.0029635214446952626,0.004969724993915794,0.0041990577149587744
1692706085,2.5627174127518253,6.760739496902037,0.7772411801905921,6.977282495458493,0.6158815883120046,15.282652187127532,6.561686930933012,0.44419591107314643,4.572419397500004,4.9411955548623565,0.3263187086542818,0.8860208150470221,88096768,40030208,9781248,42799104,41660416,14155776,52674560,22663168,9121792,43216896,3035136,8179712,60,112,2,270,2,58,48,4,568,82,38,0,0.00169043321299639,0.0019157921679037627,0.02024038461538461,0.0014904324531190203,0.0029494949494949492,0.021114330874604847,0.002921951219512195,0.0003103098520752549,0.003205402774397663,0.00048828125,0.0043727436823104695,0.004429024827233171,0.04122727272727272,0.004324722541140453,0.004606060606060606,0.05546072507552863,0.004584390243902439,0.0029635214446952626,0.004969724993915794,0.0041990577149587744
1692706086,2.5627174127518253,6.760739496902037,0.7772411801905921,6.977282495458493,0.6266538224652928,15.282652187127532,6.561686930933012,0.44419591107314643,4.572419397500004,5.002772368459839,0.3263187086542818,0.9022519088732248,88096768,40030208,9781248,42799104,41664512,14155776,52674560,22663168,9121792,43216896,3035136,8355840,64,140,8,386,8,70,54,12,728,86,48,0,0.001591727493917275,0.0018902109248242296,0.020479452054794522,0.00128958543983822,0.002932038834951456,0.021321441912588716,0.002902439024390244,0.00031035540354660017,0.003219394247900229,0.0004772475027746948,0.004355717761557178,0.004454191454840454,0.04149122807017543,0.0042912436804853375,0.004601941747572815,0.05885416666666668,0.004580487804878048,0.0029658513787194263,0.004994909646220412,0.00417936117936118
1692706087,2.5627174127518253,6.760739496902037,0.7772411801905921,6.977282495458493,0.6289184190330015,15.282652187127532,6.561686930933012,0.44419591107314643,4.572419397500004,5.002772368459839,0.3263187086542818,0.783883718222516,88096768,40030208,9781248,42799104,41664512,14155776,52674560,22663168,9121792,43216896,3035136,8355840,80,116,2,356,2,58,70,2,604,76,16,0,0.001687869150386188,0.0019667519181585684,0.020728476821192054,0.0014179809235999622,0.002932038834951456,0.021477930535455863,0.002902439024390244,0.0003156593206778675,0.0032450086270643334,0.0004897902869757174,0.004381190368014539,0.00449156010230179,0.04222222222222222,0.004339503258098026,0.004601941747572815,0.062496147919876725,0.004580487804878048,0.003104081918922711,0.005531969309462924,0.004208816705336426
1692706088,2.5627174127518253,6.760739496902037,0.7772411801905921,6.977282495458493,0.6289184190330015,15.282652187127532,6.561686930933012,0.44419591107314643,6.241517655014284,5.002772368459839,0.3263187086542818,0.9307694848084543,88096768,40030208,9781248,42799104,41664512,14155776,52674560,22663168,9101312,43216896,3035136,8355840,54,100,4,342,4,46,44,8,590,74,38,0,0.0017886029411764706,0.0019667519181585684,0.020728476821192054,0.0014179809235999622,0.002932038834951456,0.021477930535455863,0.002902439024390244,0.0003156593206778675,0.0032450086270643334,0.0004897902869757174,0.004401838235294118,0.00449156010230179,0.04222222222222222,0.004339503258098026,0.004601941747572815,0.062496147919876725,0.004580487804878048,0.003104081918922711,0.005531969309462924,0.004208816705336426
1692706089,2.4360564010054153,6.760739496902037,0.7772411801905921,6.977282495458493,0.6289184190330015,15.282652187127532,6.561686930933012,0.46523239427560725,6.365548012310013,5.002772368459839,0.3263187086542818,0.9307694848084543,87977984,40030208,9781248,42799104,41664512,14155776,52674560,22663168,9101312,43216896,3035136,8355840,78,126,2,312,2,60,66,0,828,112,32,0,0.0016911564625850337,0.0019667519181585684,0.020728476821192054,0.0014179809235999622,0.002932038834951456,0.021477930535455863,0.002902439024390244,0.0003156593206778675,0.0032450086270643334,0.0004897902869757174,0.004383219954648526,0.00449156010230179,0.04222222222222222,0.004339503258098026,0.004601941747572815,0.062496147919876725,0.004580487804878048,0.003104081918922711,0.005531969309462924,0.004208816705336426
1692706090,2.2140018165706623,6.760739496902037,0.7772411801905921,5.8050187156901,0.6289184190330015,15.371965865852232,6.561686930933012,0.46523239427560725,7.441821437743694,5.002772368459839,0.3263187086542818,0.9307694848084543,87977984,40030208,9781248,42799104,41664512,14426112,52674560,22663168,9101312,43216896,3035136,8355840,54,98,6,382,6,56,42,4,542,68,32,0,0.0016911564625850337,0.0019667519181585684,0.020728476821192054,0.0015427974947807936,0.002939086294416244,0.021477930535455863,0.002902439024390244,0.0003156593206778675,0.0032450086270643334,0.0004897902869757174,0.004383219954648526,0.00449156010230179,0.04222222222222222,0.004364737141772633,0.0046040609137055835,0.062496147919876725,0.004580487804878048,0.003104081918922711,0.005531969309462924,0.004208816705336426
1692706091,2.2140018165706623,6.1039610733121314,0.7772411801905921,5.919303860946742,0.6289184190330015,15.371965865852232,6.561686930933012,0.46914592348503714,7.441821437743694,5.002772368459839,0.3263187086542818,0.9307694848084543,87977984,40079360,9781248,42799104,41664512,14426112,52674560,22118400,9101312,43216896,3035136,8355840,34,48,2,236,2,24,34,0,330,44,16,0,0.001606001936108422,0.0018819198254704124,0.020856643356643362,0.0013127127127127121,0.00296078431372549,0.021877420604182803,0.002881188118811881,0.0003161423560031685,0.003241972771641407,0.00047907366071428574,0.004369215876089062,0.00447761112626125,0.042459677419354844,0.004322762762762763,0.004639215686274509,0.06452234206471494,0.0045762376237623754,0.003115862467494943,0.00545767195767195,0.004190663390663391
1692706092,2.2140018165706623,6.1039610733121314,0.7772411801905921,6.033589006203384,0.6289184190330015,15.371965865852232,6.561686930933012,0.46914592348503714,7.441821437743694,5.028542873560859,0.3263187086542818,0.9307694848084543,87977984,40079360,9781248,42799104,41664512,14426112,52674560,22118400,9101312,43216896,3035136,8355840,64,154,8,460,8,80,70,12,782,102,60,0,0.0016946702800361337,0.0019484483200820722,0.020918367346938773,0.0014344269913560744,0.00296078431372549,0.02177624309392266,0.002881188118811881,0.0003158823101542042,0.0032464806124969134,0.0004905869324473975,0.004383739837398375,0.004484893562451911,0.04253846153846153,0.004344585928060231,0.004639215686274509,0.06357142857142863,0.0045762376237623754,0.003110983629494893,0.0055470297029703,0.004210208816705336
1692706093,2.2140018165706623,6.1039610733121314,0.789445620650163,6.010389121716287,0.6289184190330015,15.371965865852232,6.561686930933012,0.46914592348503714,7.441821437743694,5.028542873560859,0.3263187086542818,0.9307694848084543,87977984,40079360,9822208,42799104,41664512,14426112,52674560,22118400,9101312,43216896,3035136,8355840,46,80,2,316,2,34,60,0,420,62,24,0,0.0017795059469350412,0.0019484483200820722,0.020918367346938773,0.0014344269913560744,0.00296078431372549,0.02177624309392266,0.002881188118811881,0.0003158823101542042,0.0032464806124969134,0.0004905869324473975,0.004395425434583714,0.004484893562451911,0.04253846153846153,0.004344585928060231,0.004639215686274509,0.06357142857142863,0.0045762376237623754,0.003110983629494893,0.0055470297029703,0.004210208816705336
1692706094,2.2140018165706623,6.1039610733121314,0.789445620650163,5.896103976459643,0.6289184190330015,15.371965865852232,6.6138677814469125,0.46914592348503714,7.441821437743694,5.028542873560859,0.3263187086542818,0.9307694848084543,87977984,40079360,9822208,42799104,41664512,14426112,52862976,22118400,9101312,43216896,3035136,8355840,62,94,4,394,4,54,44,4,526,70,24,0,0.0016835443037974684,0.0019484483200820722,0.020918367346938773,0.0014344269913560744,0.00296078431372549,0.02177624309392266,0.002881188118811881,0.0003158823101542042,0.0032464806124969134,0.0004905869324473975,0.0043757685352622065,0.004484893562451911,0.04253846153846153,0.004344585928060231,0.004639215686274509,0.06357142857142863,0.0045762376237623754,0.003110983629494893,0.0055470297029703,0.004210208816705336
1692706095,2.2140018165706623,6.1039610733121314,0.789445620650163,7.141005672104105,0.6289184190330015,15.371965865852232,6.56638595441092,0.46914592348503714,7.441821437743694,5.028542873560859,0.3263187086542818,0.9307694848084543,87977984,40079360,9822208,39686144,41664512,14426112,52862976,22118400,9101312,43216896,3035136,8355840,55.545,70.091,0,281.455,0,36,34.091,0,393.952,59.478,22.545,0,0.0016835443037974684,0.0019484483200820722,0.020918367346938773,0.0015773041690035525,0.002969230769230769,0.02177624309392266,0.002881188118811881,0.0003158823101542042,0.0032464806124969134,0.0004905869324473975,0.0043757685352622065,0.004484893562451911,0.04253846153846153,0.004373490372032157,0.0046430769230769225,0.06357142857142863,0.0045762376237623754,0.003110983629494893,0.0055470297029703,0.004210208816705336
1692706096,2.2140018165706623,6.1039610733121314,0.789445620650163,7.141005672104105,0.6289184190330015,15.371965865852232,6.56638595441092,0.46914592348503714,7.441821437743694,5.028542873560859,0.3263187086542818,0.9307694848084543,87977984,40079360,9822208,39686144,41664512,14426112,52862976,22118400,9101312,43216896,3035136,8355840,66,96,2,402,2,46,62,2,394,48,26,0,0.00158167716917111,0.0018691588785046734,0.02076086956521739,0.0013170046175466766,0.0029698492462311554,0.02174175613496932,0.0028979591836734695,0.00031494996614250245,0.003247289623128549,0.0004760579064587973,0.004347358216190015,0.004473227047828478,0.042327586206896556,0.004327002609917687,0.004642211055276382,0.06292822185970635,0.004579591836734694,0.0030903187894814176,0.005563144329896903,0.004185093167701864
1692706097,2.2140018165706623,6.1039610733121314,0.8118049695566419,7.141005672104105,0.6289184190330015,15.371965865852232,6.56638595441092,0.46914592348503714,7.441821437743694,5.028542873560859,0.3263187086542818,0.9307070695574657,87977984,40079360,9822208,39686144,41664512,14426112,52862976,22118400,9101312,43216896,3035136,8417280,46,98,4,310,4,40,50,6,570,70,28,0,0.001670289855072464,0.0019421147414458453,0.020706896551724138,0.001459302860296146,0.0029698492462311554,0.021756532940743468,0.0028979591836734695,0.00031582439556444283,0.003252109181141439,0.000492239467849224,0.004363043478260871,0.00448227424749164,0.04220833333333334,0.004352193506851835,0.004642211055276382,0.061677265500794935,0.004579591836734694,0.003110236661531995,0.0056498800959232645,0.004212918108419839
1692706098,2.2140018165706623,6.1039610733121314,0.8118049695566419,7.141005672104105,0.6141525625659654,15.371965865852232,6.56638595441092,0.46914592348503714,7.441821437743694,5.028542873560859,0.3263187086542818,0.9307070695574657,87977984,40079360,9822208,39686144,41676800,14426112,52862976,22118400,9101312,43216896,3035136,8417280,58,110,4,390,4,58,46,6,492,60,38,0,0.001758969641214351,0.0019421147414458453,0.020706896551724138,0.001459302860296146,0.0029698492462311554,0.021756532940743468,0.0028979591836734695,0.00031582439556444283,0.003252109181141439,0.000492239467849224,0.0043812327506899725,0.00448227424749164,0.04220833333333334,0.004352193506851835,0.004642211055276382,0.061677265500794935,0.004579591836734694,0.003110236661531995,0.0056498800959232645,0.004212918108419839
1692706099,2.2140018165706623,6.1039610733121314,0.8118049695566419,7.141005672104105,0.6141525625659654,15.371294000000008,6.56638595441092,0.46914592348503714,7.514160760652308,5.028542873560859,0.20042946749999985,0.9307070695574657,87977984,40079360,9822208,39686144,41676800,14426112,52862976,22118400,9105408,43216896,3035136,8417280,56,114,2,382,2,60,56,4,522,74,42,0,0.001671195652173913,0.0019421147414458453,0.020706896551724138,0.001459302860296146,0.0029698492462311554,0.021756532940743468,0.0028979591836734695,0.00031582439556444283,0.003252109181141439,0.000492239467849224,0.0043661231884057974,0.00448227424749164,0.04220833333333334,0.004352193506851835,0.004642211055276382,0.061677265500794935,0.004579591836734694,0.003110236661531995,0.0056498800959232645,0.004212918108419839
1692706100,2.2140018165706623,6.1039610733121314,0.8118049695566419,7.141005672104105,0.6141525625659654,15.371294000000008,6.56638595441092,0.46914592348503714,7.514160760652308,5.028542873560859,0.20042946749999985,0.9307070695574657,87977984,40079360,9822208,39686144,41676800,14426112,52862976,22118400,9105408,43216896,3035136,8417280,68,120,2,314,2,64,58,4,634,84,30,0,0.001671195652173913,0.0019421147414458453,0.020706896551724138,0.0015763779527559055,0.0029794871794871797,0.021756532940743468,0.0028979591836734695,0.00031582439556444283,0.003252109181141439,0.000492239467849224,0.0043661231884057974,0.00448227424749164,0.04220833333333334,0.004376044465030107,0.004645128205128205,0.061677265500794935,0.004579591836734694,0.003110236661531995,0.0056498800959232645,0.004212918108419839
1692706101,2.2140018165706623,5.795481389386544,0.8118049695566419,7.141005672104105,0.6141525625659654,15.371294000000008,6.56638595441092,0.46914592348503714,7.514160760652308,5.028542873560859,0.20042946749999985,0.9307070695574657,87977984,40079360,9822208,39686144,41676800,14426112,52862976,22118400,9105408,43216896,3035136,8417280,68,118,6,324,6,68,50,8,618,80,36,0,0.0015793304221251817,0.0018760509899647408,0.02083904109589041,0.001316397688782626,0.0029714285714285715,0.021957274826789837,0.0029047619047619048,0.0003149882026890379,0.0032415286624203825,0.00047871179039301313,0.004348471615720524,0.004474152427447789,0.04242063492063491,0.004328312412831241,0.00464,0.06290584415584415,0.004580952380952381,0.0030916959064327502,0.005444010416666674,0.004197104945717732
1692706102,2.364561234844841,5.795481389386544,0.8118049695566419,7.141005672104105,0.6074139559533626,15.371294000000008,6.56638595441092,0.46914592348503714,7.514160760652308,5.028542873560859,0.33641288673844877,0.9307070695574657,89108480,40079360,9822208,39686144,41676800,14426112,52862976,22118400,9105408,43216896,3039232,8417280,60,134,6,302,6,60,70,4,764,96,36,0,0.0016751016719385448,0.0019497206703910615,0.02085526315789474,0.0014404652021414064,0.0029714285714285715,0.021906249999999995,0.0029047619047619048,0.00031637455371632585,0.003251101321585903,0.0004910617551462621,0.004369724356077722,0.004485830370746571,0.04242424242424242,0.004348938526859886,0.00464,0.0630640243902439,0.004580952380952381,0.0031236874741628726,0.005627659574468084,0.004221363636363636
