time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,cartservice_error,checkoutservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1693313102,4.399689736925205,7.091812226095619,0.7612632117306215,5.977884409263245,0.5569037417341903,11.94247511439842,5.2715943282773585,0.49921641373305153,5.6650811880958996,3.9621099158692434,0.27855112543855653,0.7889979785701422,170409984,97243136,18751488,84135936,82993152,25022464,100450304,40456192,19914752,83730432,5959680,15847424,64,94,6,310,4,70,54,6,500,68,34,0,0,0,0,0.002810990840965862,0.0030711760546782933,0.019362068965517242,0.00041471191072648604,0.0028395061728395065,0.01790576379066478,0.003080459770114942,0.00029017878483675124,0.0031724974021475577,0.0004610344827586207,0.004651457119067445,0.004728116898420928,0.04098214285714287,0.004023712240265409,0.004567901234567902,0.04229971387696708,0.0047448275862068965,0.0021157706093189958,0.0049104953238656044,0.004126143790849674
1693313103,4.399689736925205,7.091812226095619,0.7612632117306215,5.341182078106046,0.5569037417341903,11.94247511439842,5.2715943282773585,0.49921641373305153,5.6650811880958996,3.9621099158692434,0.2897988597763933,0.7889979785701422,170409984,97243136,18751488,84135936,82993152,25022464,100450304,40456192,19914752,83730432,5963776,15847424,30,50,0,138,0,30,26,0,302,48,10,0,0,0,0,0.002810990840965862,0.003069011576135351,0.019348591549295777,0.0004146153846153846,0.0028470588235294113,0.017967959527824623,0.0030823529411764705,0.0002923262709837869,0.003165251469627694,0.00047052401746724894,0.004651457119067445,0.0047242208370436335,0.041018518518518544,0.004023395698548697,0.0045694117647058835,0.042853333333333354,0.004748235294117647,0.0022423142370958573,0.0048974526453298495,0.004146534653465346
1693313104,4.399689736925205,7.091812226095619,0.7612632117306215,6.308151632847936,0.5569037417341903,11.94247511439842,5.2715943282773585,0.418143668142804,5.6650811880958996,3.9621099158692434,0.2897988597763933,0.7889979785701422,170409984,97243136,18751488,84135936,82993152,25022464,100450304,40456192,19914752,83730432,5963776,15847424,56,94,14,360,18,66,52,18,458,56,42,0,0,0,0,0.0028013937282229963,0.0030690917410203613,0.01945205479452055,0.00040857076132648295,0.002856353591160221,0.018021235521235517,0.003100558659217877,0.00029406571472439743,0.0031658799730276467,0.00044523195876288655,0.00465226480836237,0.00472436513383665,0.041333333333333326,0.004001414216598436,0.004571270718232045,0.043236301369863,0.004781005586592179,0.0023360932944606464,0.004898583951449763,0.004087788778877889
1693313105,3.7638001349753285,7.091812226095619,0.7612632117306215,6.308151632847936,0.5569037417341903,11.94247511439842,5.2715943282773585,0.4098233945805865,5.6650811880958996,3.3829778634240575,0.2552055001853855,0.8038149261763025,170409984,97243136,18751488,84135936,82993152,25022464,100450304,40456192,19914752,83730432,5963776,15847424,44,92,2,236,0,48,48,2,576,84,32,0,0,0,0,0.0028130381303813038,0.0030709621245102307,0.019642857142857146,0.00042657662813322655,0.002856353591160221,0.018085427135678393,0.0030952380952380953,0.0002925948844884488,0.0031811757147446195,0.00046272493573264786,0.004649200492004919,0.004727731824118415,0.041805555555555554,0.0040634593356242855,0.004571270718232045,0.04384763124199747,0.004771428571428572,0.002257714131315861,0.004926116286540315,0.004129909365558912
1693313106,4.3884694517746965,7.091812226095619,0.8394987494200938,6.308151632847936,0.5569037417341903,11.94247511439842,5.2715943282773585,0.5052452922364576,5.6650811880958996,3.45311428854571,0.3011925885859897,0.6766145633377616,171401216,97243136,18874368,84135936,82993152,25022464,100450304,41070592,19914752,83730432,5963776,15847424,58,112,4,314,4,46,52,2,596,80,36,0,0,0,0,0.0028257543561410964,0.0030709621245102307,0.019642857142857146,0.00042657662813322655,0.002856353591160221,0.018085427135678393,0.0030952380952380953,0.0002925948844884488,0.0031811757147446195,0.00046272493573264786,0.004650828729281768,0.004727731824118415,0.041805555555555554,0.0040634593356242855,0.004571270718232045,0.04384763124199747,0.004771428571428572,0.002257714131315861,0.004926116286540315,0.004129909365558912
1693313107,4.3884694517746965,7.091812226095619,0.8394987494200938,6.308151632847936,0.5569037417341903,11.94247511439842,5.2715943282773585,0.5052452922364576,6.0014149818130695,2.8898661925,0.3011925885859897,0.66321764790149,171401216,97243136,18874368,84135936,82993152,25022464,100450304,41070592,19865600,83730432,5963776,15847424,44,96,0,244,0,24,44,0,554,76,24,0,0,0,0,0.002817887494941319,0.003073270013568521,0.019642857142857146,0.00042657662813322655,0.0028497109826589595,0.018116724738675958,0.0030952380952380953,0.0002911166116611661,0.0031882747068676717,0.00046272493573264786,0.004647753945770944,0.004731886024423338,0.041805555555555554,0.0040634593356242855,0.004569942196531793,0.04411803713527853,0.004771428571428572,0.002173124300111982,0.004938894472361809,0.004129909365558912
1693313108,4.3884694517746965,7.091812226095619,0.8394987494200938,6.308151632847936,0.5569037417341903,12.308972231838903,5.791831018872251,0.5052452922364576,6.0014149818130695,2.8898661925,0.3011925885859897,0.8996046166014487,171401216,97243136,18874368,84135936,82993152,25022464,101146624,41070592,19865600,83730432,5963776,15876096,86,84,6,354,8,86,52,8,424,58,20,0,0,0,0,0.002817887494941319,0.0030709372312983665,0.019679054054054058,0.00042643184421534944,0.0028275862068965515,0.018194164989939636,0.003098901098901099,0.0002930765703805594,0.003184820577961257,0.00047774687065368557,0.004647753945770944,0.00472768701633706,0.041597222222222244,0.004063038846090805,0.004565517241379311,0.044697156983930765,0.004778021978021979,0.0022840192410475673,0.004932677040330263,0.004160916030534352
1693313109,4.388558942533003,7.091812226095619,0.8394987494200938,6.308151632847936,0.5569037417341903,12.308972231838903,5.791831018872251,0.5052452922364576,6.0014149818130695,3.434528135888472,0.3011925885859897,0.8996046166014487,171401216,97243136,18874368,84135936,82993152,25022464,101146624,41070592,19865600,83730432,5963776,15876096,22,154,0,298,0,0,10,0,684,102,22,0,0,0,0,0.0028031959629941125,0.0030708905626938418,0.01968543046357616,0.0004214369158878505,0.002838709677419355,0.01822462504359958,0.0030927835051546395,0.000295227442207308,0.0031848794981842194,0.0004553341902313625,0.004635996635828428,0.004727603012848915,0.04111842105263159,0.004047848537005164,0.004567741935483872,0.04477707006369425,0.004767010309278351,0.002395086944521117,0.004932783096731594,0.004112989045383412
1693313110,4.388558942533003,7.149591659151591,0.8394987494200938,6.308151632847936,0.5569037417341903,12.308972231838903,5.791831018872251,0.5052452922364576,5.235379681270509,3.3643917107668195,0.3011925885859897,0.8996046166014487,171401216,96350208,18874368,84135936,82993152,25022464,101146624,41070592,19865600,83730432,5963776,15876096,50,82,6,324,4,52,42,4,472,66,28,0,0,0,0,0.002829141716566866,0.0030892857142857146,0.019649681528662418,0.0004433294997124784,0.002838709677419355,0.018422297297297295,0.0030932642487046633,0.0002997397735573411,0.003228881096589098,0.00047211538461538463,0.004662914171656687,0.0047607142857142865,0.0408974358974359,0.004149255545426922,0.004567741935483872,0.04677966101694914,0.004767875647668393,0.0026139794967381187,0.005154098360655736,0.004149783549783549
1693313111,4.388558942533003,7.149591659151591,0.8394987494200938,6.308151632847936,0.5569037417341903,12.308972231838903,5.791831018872251,0.5052452922364576,5.341739035669739,4.60522243192408,0.3011925885859897,0.8996046166014487,171401216,96350208,18874368,84135936,82993152,25022464,101146624,41070592,19865600,84258816,5963776,15876096,48,70,4,168,8,46,32,8,392,50,16,0,0,0,0,0.002835119538334707,0.0030892857142857146,0.019649681528662418,0.0004433294997124784,0.002838709677419355,0.018422297297297295,0.0030932642487046633,0.0002997397735573411,0.003228881096589098,0.00047211538461538463,0.004659356966199506,0.0047607142857142865,0.0408974358974359,0.004149255545426922,0.004567741935483872,0.04677966101694914,0.004767875647668393,0.0026139794967381187,0.005154098360655736,0.004149783549783549
1693313112,4.388558942533003,7.149591659151591,0.8394987494200938,6.308151632847936,0.5569037417341903,12.308972231838903,5.7918310188722515,0.5052452922364576,5.44809839006897,4.60522243192408,0.3011925885859897,0.8996046166014487,171401216,96350208,18874368,84135936,82993152,25022464,101146624,41070592,19865600,84258816,5963776,15876096,34,72,4,194,4,28,34,4,338,46,30,0,0,0,0,0.0028224151539068673,0.003091289966923925,0.019649681528662418,0.0004433294997124784,0.002834254143646409,0.018443760984182777,0.0030932642487046633,0.0002983359203798393,0.003235996022538946,0.00047211538461538463,0.004665509076558801,0.004764321940463064,0.0408974358974359,0.004149255545426922,0.004566850828729282,0.046948254364089774,0.004767875647668393,0.002555384984408733,0.00530858085808581,0.004149783549783549
1693313113,4.388558942533003,7.149591659151591,0.8394987494200938,6.308151632847936,0.5569037417341903,12.308972231838903,5.7918310188722515,0.5052452922364576,6.381561263953815,4.60522243192408,0.3011925885859897,0.8996046166014487,171401216,96350208,18874368,84135936,82993152,25022464,101146624,41070592,19865600,84258816,5963776,15876096,52,80,4,190,6,44,36,4,462,60,14,0,0,0,0,0.0028224151539068673,0.003102195945945946,0.01965686274509804,0.000443102059601887,0.002825136612021858,0.018693762781186094,0.003095744680851064,0.0003003334246825614,0.0032521435376309943,0.00048233695652173913,0.004665509076558801,0.004783952702702703,0.04098684210526316,0.00414874448333587,0.0045650273224043724,0.04908049353701529,0.004772340425531915,0.0026377706126209073,0.005660436137071655,0.004169590643274854
1693313114,4.388558942533003,7.582302225670366,0.8394987494200938,6.308151632847936,0.5900748047496205,12.308972231838903,5.7918310188722515,0.5052452922364576,6.381561263953815,4.60522243192408,0.3011925885859897,0.8996046166014487,171401216,96350208,18874368,84135936,83005440,25022464,101146624,41070592,19865600,84258816,5963776,15876096,64,66,2,164,4,62,36,4,410,62,18,0,0,0,0,0.0028131687242798353,0.003102452789233775,0.019554140127388535,0.0004380351906158358,0.002832460732984293,0.018759765625,0.003091836734693878,0.00030285370761152277,0.003252299605781866,0.00045998759305210913,0.004665349794238683,0.004784415020620795,0.040540540540540536,0.004136170891120677,0.004566492146596858,0.049533132530120476,0.004765306122448979,0.0027345591702027344,0.0056666666666666645,0.004123781388478582
1693313115,4.388558942533003,7.582302225670366,0.8394987494200938,6.308151632847936,0.5900748047496205,12.308972231838903,5.2443940803256215,0.4908595515015291,6.381561263953815,4.60522243192408,0.3011925885859897,0.8996046166014487,171401216,96350208,18874368,84135936,83005440,25022464,101146624,41070592,19865600,84258816,5963776,15876096,58,124,6,294,8,64,56,8,640,82,44,0,0,0,0,0.0028234836702954896,0.0031001038421599168,0.01944277108433735,0.00045319270239452687,0.002832460732984293,0.0188241308793456,0.0030900000000000003,0.00030233105985820696,0.0032644367308299147,0.000474009900990099,0.004661741835147744,0.00478018691588785,0.039932432432432434,0.004168759834072379,0.004566492146596858,0.049858115777525525,0.004762000000000001,0.002713328984561861,0.005874999999999998,0.004153591160220995
1693313116,4.388558942533003,7.582302225670366,0.9348048592626155,6.308151632847936,0.5900748047496205,12.869386913698763,6.40383510955725,0.4908595515015291,6.381561263953815,4.60522243192408,0.3011925885859897,0.8996046166014487,171401216,96350208,18874368,84135936,83005440,25518080,101146624,41070592,19865600,84258816,5963776,15876096,36,58,2,220,0,34,34,0,324,48,16,0,0,0,0,0.0028260169150221507,0.0031001038421599168,0.01944277108433735,0.00045319270239452687,0.002832460732984293,0.0188241308793456,0.0030900000000000003,0.00030233105985820696,0.0032644367308299147,0.000474009900990099,0.004661860652436569,0.00478018691588785,0.039932432432432434,0.004168759834072379,0.004566492146596858,0.049858115777525525,0.004762000000000001,0.002713328984561861,0.005874999999999998,0.004153591160220995
1693313117,4.388558942533003,7.582302225670366,0.9348048592626155,5.367255771521818,0.4746918675379518,12.869386913698763,6.40383510955725,0.4908595515015291,6.381561263953815,4.60522243192408,0.3011925885859897,0.8996046166014487,171401216,96350208,18874368,84135936,83005440,25518080,101146624,41070592,19865600,84258816,5963776,15876096,62,118,0,268,0,58,60,0,678,88,40,0,0,0,0,0.002819374758780394,0.0031018259935553165,0.01944277108433735,0.00045319270239452687,0.0028478260869565213,0.01888123011664899,0.0030900000000000003,0.0003010858835143139,0.00327106466361855,0.000474009900990099,0.004660208413739869,0.00478328678839957,0.039932432432432434,0.004168759834072379,0.004569565217391305,0.05138504155124653,0.004762000000000001,0.0026666666666666644,0.005983918128654972,0.004153591160220995
1693313118,4.388558942533003,7.582302225670366,0.9348048592626155,5.262119910974352,0.4847376184434595,12.869386913698763,6.40383510955725,0.4908595515015291,6.381561263953815,4.60522243192408,0.25915112309586197,0.8996046166014487,171401216,96350208,18874368,84135936,83005440,25518080,101146624,41070592,19865600,84258816,5963776,15876096,16,152,2,316,0,0,10,0,606,104,16,0,0,0,0,0.002819374758780394,0.0030985160758450125,0.01949367088607595,0.00045320351758793974,0.002824175824175824,0.018934649421375085,0.0030833333333333333,0.0003029901674673371,0.0032596034696406443,0.0004860557768924302,0.004660208413739869,0.004777328936521022,0.04027777777777778,0.0041688825214899715,0.004564835164835164,0.05199999999999999,0.00475,0.0027371428571428564,0.005784682080924862,0.004176371308016878
1693313119,4.388558942533003,7.582302225670366,0.9348048592626155,6.640858645484949,0.49478336934896705,12.869386913698763,6.40383510955725,0.4908595515015291,6.381561263953815,4.60522243192408,0.2541312466194288,0.8996046166014487,171401216,96350208,18874368,79855616,83005440,25518080,101146624,41070592,19865600,84258816,5963776,15876096,80,130,18,320,28,82,66,22,680,80,62,0,0,0,0,0.0028107457898957503,0.0030991105463786532,0.01945859872611465,0.00044807286785379565,0.0028306878306878307,0.01900903294367694,0.0030804020100502517,0.00030524326651676793,0.003257899776571976,0.00045793269230769227,0.004659663191659984,0.004778398983481576,0.040588235294117654,0.004159130697253244,0.004566137566137566,0.053753246753246824,0.004744723618090452,0.002813777972795086,0.005755255255255255,0.0041190751445086705
1693313120,4.388558942533003,7.582302225670366,0.9348048592626155,6.985478611657131,0.5048291202544747,12.869386913698763,6.40383510955725,0.4908595515015291,6.381561263953815,4.60522243192408,0.24911137014299564,0.9469446583965933,171401216,96350208,18874368,79855616,83005440,25518080,101146624,41070592,19865600,84258816,5963776,15876096,68,92,6,402,8,66,60,6,552,70,38,0,0,0,0,0.002841622035195104,0.003115900772671818,0.019636363636363636,0.0004738940628637952,0.0028306878306878307,0.01926228100309172,0.00307843137254902,0.0003095781071835805,0.003309928858645221,0.00047629051620648254,0.004696863045141546,0.004808621390809272,0.04153846153846153,0.004237528359802484,0.004566137566137566,0.061950354609929065,0.004741176470588236,0.002966403013182678,0.006563725490196079,0.004158090185676393
1693313121,4.388558942533003,7.582302225670366,0.9348048592626155,6.985478611657131,0.5148748711599822,12.869386913698763,6.40383510955725,0.4908595515015291,5.527761546513993,4.60522243192408,0.24409149366656246,0.9469446583965933,171401216,96350208,18874368,79855616,83005440,25518080,101146624,41070592,19865600,84258816,5963776,15876096,70,106,4,446,4,74,64,4,560,72,34,0,0,0,0,0.0028496654860291223,0.003115900772671818,0.019636363636363636,0.0004738940628637952,0.0028306878306878307,0.01926228100309172,0.00307843137254902,0.0003095781071835805,0.003309928858645221,0.00047629051620648254,0.004700905155450609,0.004808621390809272,0.04153846153846153,0.004237528359802484,0.004566137566137566,0.061950354609929065,0.004741176470588236,0.002966403013182678,0.006563725490196079,0.004158090185676393
1693313122,3.708685829244092,7.582302225670366,0.9348048592626155,6.985478611657131,0.5249206220654898,12.869386913698763,6.40383510955725,0.5167087108909075,6.446380344960036,4.60522243192408,0.31693243248653735,0.9293202023686329,171401216,96350208,18874368,79855616,83005440,25518080,101146624,40484864,20213760,84258816,5971968,15896576,46,98,0,288,0,40,36,0,528,64,20,0,0,0,0,0.00283427922814983,0.0031194280908326327,0.019636363636363636,0.0004738940628637952,0.002828877005347594,0.019392498205312275,0.00307843137254902,0.00030837207262520837,0.003320102432778489,0.00047629051620648254,0.004709723798713585,0.004814970563498738,0.04153846153846153,0.004237528359802484,0.004565775401069518,0.06390736342042772,0.004741176470588236,0.0029318461538461577,0.006690417690417691,0.004158090185676393
1693313123,3.415770275000001,7.271105896420297,0.9277321648391191,6.985478611657131,0.6027450543304574,12.869386913698763,6.693367578442615,0.5167087108909075,6.446380344960036,4.60522243192408,0.31693243248653735,0.9293202023686329,171401216,97538048,18767872,79855616,83005440,25518080,102354944,40484864,20213760,84258816,5971968,15896576,56,90,0,302,0,44,50,0,452,64,18,0,0,0,0,0.00283427922814983,0.0031252493019545274,0.019642857142857142,0.00047356776897997197,0.0028,0.019642857142857146,0.0030804020100502517,0.00031056152665058127,0.00333160621761658,0.0004890604890604891,0.004709723798713585,0.004825448743518149,0.04164473684210527,0.004237005347593583,0.004559999999999999,0.0710813704496789,0.004744723618090452,0.002993922549564573,0.006847826086956523,0.004181695827725438
1693313124,5.576108174452911,7.271105896420297,0.9277321648391191,6.985478611657131,0.6027450543304574,11.07073350286949,6.693367578442615,0.5167087108909075,6.446380344960034,4.9282396345623365,0.31693243248653735,0.9293202023686329,176291840,97538048,18767872,79855616,83005440,25518080,102354944,40484864,20213760,84258816,5971968,15896576,48,78,0,276,0,38,42,0,444,58,20,0,0,0,0,0.0028245059288537554,0.0031284743668931435,0.019905660377358494,0.000466856735566643,0.00281,0.01976194786386676,0.0030765550239234447,0.0003139518278750951,0.003339359340310815,0.00046670630202140306,0.004710355731225297,0.004831253860407659,0.04244186046511628,0.0042268055751091115,0.004562,0.07315053763440857,0.0047377990430622005,0.00308481615545818,0.006932558139534884,0.004138545953360768
1693313125,5.576108174452911,7.271105896420297,0.9277321648391191,6.985478611657131,0.6027450543304574,11.299014876650206,6.693367578442615,0.5167087108909075,6.446380344960034,4.9282396345623365,0.31693243248653735,0.9293202023686329,176291840,97538048,18767872,79855616,83005440,25518080,102354944,40484864,20213760,84258816,5971968,15896576,76,124,4,332,4,72,60,4,696,88,36,0,0,0,0,0.00284125795582179,0.003123723487824038,0.0199375,0.0004803774887789158,0.00281,0.01972136222910217,0.00307843137254902,0.00031126192223037417,0.003344764795144158,0.00048426365795724464,0.0047180082366155,0.004822702278083268,0.04249999999999999,0.004249948717948717,0.004562,0.07207739307535635,0.004741176470588236,0.0030119575004502086,0.0069664502164502205,0.004173130544993663
