time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702375120,2.1078237002087024,9.817169659939355,1.2816546848503718,10.775728888122234,0.8720114705551542,18.485410159065825,11.159643631856273,0.5672435294794765,8.167940171418921,7.736880839062205,0.5935224223840541,1.3390181550327223,94064640,53080064,10895360,79028224,41816064,16449536,57331712,37265408,8962048,46145536,3010560,8749056,73.886,101.911,0,294.546,0,46.278,50.201,0,584.789,72.685,12.024,0,0,0.0030601101732824535,0.003889216287214694,0.041778614290752344,0.002957806374950488,0.0030736767849281576,0.07045231973977827,0.0030957171566100717,0.00210859357121906,0.007167027914000717,0.0027089658674501597,0.004764921575162273,0.008811664274536989,0.08382983590338915,0.00487652177619305,0.004732618212870683,0.19985559532399372,0.004772290881898129,0.004617200138295717,0.01475003977247477,0.0045965567669861785
1702375121,2.1078237002087024,9.817169659939355,1.2816546848503718,10.860726061092466,0.8720114705551542,18.485410159065825,11.159643631856273,0.5672435294794765,8.167940171418921,7.736880839062205,0.5935224223840541,1.3390181550327223,94064640,53080064,10895360,73740288,41816064,16449536,57331712,37265408,8962048,46145536,3010560,8749056,52.688,95.99,2.075,359.26,4.149,44.289,49.587,2.075,473.212,65.416,28.546,0,0,0.003057018313641849,0.003897136466407193,0.04161081421128266,0.002950500836100356,0.003061849240959402,0.07045254833040421,0.003082891696342281,0.0020378476103353063,0.007167020899752036,0.002708236107464147,0.004759246212464556,0.00883019584424779,0.08260892436391534,0.00487217783083388,0.004711328633726923,0.19985590778097975,0.004749205053416107,0.004599187507496337,0.014749999999999977,0.004596561057845849
1702375122,2.1286897115695846,9.817169659939355,1.2816546848503718,10.860726061092466,0.8720114705551542,18.485410159065825,11.159643631856273,0.5672435294794765,8.08467741935477,7.736880839062205,0.5935224223840541,1.3390181550327223,94068736,53080064,10895360,73740288,41816064,16449536,57331712,37265408,8962048,46145536,3010560,8749056,42,64,2,254,4,30,34,2,308,36,12,0,0,0.003054324071183265,0.003855223880597016,0.0416958041958042,0.002936812119642626,0.003061855670103093,0.0707244383310408,0.003082901554404145,0.0019714343495626676,0.0071879770992366405,0.002696928327645051,0.0047567280674367775,0.008761826544021026,0.08300000000000003,0.0048614528033147746,0.004711340206185567,0.20045724465558193,0.00474922279792746,0.0045826078163708995,0.014810897435897426,0.004593993174061433
1702375123,2.1301793675479677,9.817169659939355,1.2816546848503718,10.860726061092466,0.8720114705551542,18.485410159065825,11.159643631856273,0.5212665542980958,8.08467741935477,7.736880839062205,0.5935224223840541,1.3390181550327223,94068736,53080064,10895360,73740288,41816064,16449536,57331712,37265408,8962048,46145536,3010560,8749056,58,84,8,276.746,8,56,40,6,538,68,40,0,0,0.0030570570570570567,0.0038585858585858585,0.04163851351351352,0.0029449961543502896,0.003061855670103093,0.07004434589800443,0.003082901554404145,0.0020311679633430385,0.0071671388101983,0.0027262149212867897,0.004759399399399399,0.008763274336283185,0.08271739130434783,0.004859924270346678,0.004711340206185567,0.1996347826086956,0.00474922279792746,0.004587991026681304,0.014585365853658522,0.004602190280629705
1702375124,2.1301793675479677,9.573777844542663,1.2816546848503718,9.297950755328637,0.9539500435666528,18.485410159065825,11.159643631856273,0.5212665542980958,8.08467741935477,7.736880839062205,0.5935224223840541,1.3142717323605269,94068736,53084160,10895360,73740288,41816064,16449536,57331712,37265408,8962048,46145536,3010560,8757248,54,112,12,367.259,12,58,68,8,672,78,42,0,0,0.0030570570570570567,0.0038585858585858585,0.04163851351351352,0.0029450075615375763,0.003061855670103093,0.07057571684587813,0.003082901554404145,0.0020311679633430385,0.0071671388101983,0.002721115537848606,0.004759399399399399,0.008763274336283185,0.08271739130434783,0.004859932040675837,0.004711340206185567,0.20075551782682519,0.00474922279792746,0.004587991026681304,0.014585365853658522,0.004601593625498009
1702375125,2.130179367547967,9.573777844542663,1.3003031843433475,10.891816880564852,0.9539500435666528,18.485410159065825,11.159643631856273,0.5212665542980958,8.08467741935477,7.736880839062205,0.5935224223840541,1.3142717323605269,94068736,53084160,10653696,73740288,41816064,16449536,57331712,37265408,8962048,46145536,3010560,8757248,54,99.767,7.883,335.359,7.86,58,54,7.883,553.476,68,27.767,0,0,0.0030570570570570567,0.0038585860441061777,0.0416385808349646,0.0029450010013012625,0.0030648584309029576,0.07057571684587813,0.003087423610058908,0.0021123749339998347,0.0071671388101983,0.0027211036105581235,0.004759399399399399,0.008763275645361241,0.0827175944107037,0.004859928333501843,0.004716745175625324,0.20075551782682519,0.004757362498106035,0.004603747272119274,0.014585365853658522,0.004601588253949925
1702375126,2.130179367547967,9.573777844542663,1.3003031843433475,10.891816880564852,0.9539500435666528,18.485410159065825,11.103635988444124,0.5212665542980958,8.08467741935477,7.736880839062205,0.5093147800349208,1.3142717323605269,94068736,53084160,10653696,73740288,41816064,16449536,57319424,37265408,8962048,46145536,3010560,8757248,74,100,0,352,0,50,56,0,536,72,16,0,0,0.003057588482303539,0.003886197325258642,0.0420376712328767,0.00294427396587701,0.0030918367346938775,0.07057571684587813,0.0030816326530612244,0.0020478036786609295,0.0071671388101983,0.00271957671957672,0.0047622075584883026,0.008809845559845559,0.0839,0.00486046397446913,0.004765306122448979,0.20075551782682519,0.004746938775510204,0.004590070452503665,0.014585365853658522,0.004596825396825399
1702375127,2.130179367547967,9.573777844542663,1.3003031843433475,10.891816880564852,0.9539500435666528,18.485410159065825,11.103635988444124,0.5212665542980958,8.08467741935477,7.736880839062205,0.49942273966185324,1.3142717323605269,94068736,53084160,10653696,73740288,41816064,16449536,57319424,37265408,8962048,46145536,3010560,8757248,58,106,4,282,4,40,50,2,542,76,24,0,0,0.003052434456928839,0.003857569721115538,0.042300724637681156,0.002933303577121724,0.0030918367346938775,0.07088769804287046,0.0030816326530612244,0.001976285182015004,0.007176231097324544,0.002706245710363761,0.004755305867665418,0.008781949934123848,0.08470000000000001,0.0048547726837977435,0.004765306122448979,0.20108543007606788,0.004746938775510204,0.00457184431801017,0.01479139072847682,0.004591763898421414
1702375128,2.130179367547967,9.573777844542663,1.3003031843433475,10.891816880564852,0.9539500435666528,18.485410159065825,11.103635988444124,0.5212665542980958,8.08467741935477,7.736880839062205,0.48953069928878573,1.3709528887165465,94068736,53084160,10653696,73740288,41816064,16449536,57319424,37265408,8962048,46145536,3010560,8757248,62,100,2,307.165,0,52,52,2,514.274,64.274,20,0,0,0.0030598086124401912,0.00387737894483257,0.04241379310344827,0.0029452809117248126,0.0030918367346938775,0.07100980829246543,0.0030816326530612244,0.0020478215669596437,0.00720171981368685,0.002735354927636113,0.004766028708133971,0.008821986258588384,0.0848148148148148,0.004860548132103994,0.004765306122448979,0.20109715242881065,0.004746938775510204,0.004589055854834135,0.015405714285714288,0.004597794624396968
1702375129,2.130179367547967,9.573777844542663,1.3003031843433475,10.891816880564852,0.9539500435666528,18.485410159065825,11.103635988444124,0.5212665542980958,8.08467741935477,7.803754431195606,0.3446999999999978,1.3709528887165465,94068736,53084160,10653696,73740288,41816064,16449536,57319424,37265408,8962048,46145536,3010560,8757248,67.762,102,2,360.641,4,50,46,2,582,80,18,0,0,0.0030598122646583754,0.00387737894483257,0.04241379310344827,0.0029452610884119004,0.0030918367346938775,0.07066989863375937,0.0030816326530612244,0.0020478215669596437,0.00720171981368685,0.002718085106382979,0.004766033352924446,0.008821986258588384,0.0848148148148148,0.0048605347320920785,0.004765306122448979,0.2001192504258944,0.004746938775510204,0.004589055854834135,0.015405714285714288,0.004592553191489363
1702375130,2.130179367547967,9.573777844542663,1.3481313602630807,10.891816880564852,0.9539500435666528,18.532281347552253,11.103635988444124,0.5212665542980958,6.955337813620012,7.803754431195606,0.4864425873050273,1.3709528887165465,94068736,53084160,10653696,73740288,41816064,16715776,57319424,37265408,8962048,46145536,3010560,8757248,66,116,4,402,0,62,60,4,640.323,76.323,34,0,0,0.0030598067862405674,0.00387737894483257,0.04241379310344827,0.002945272416320547,0.0030942408376963344,0.07066990936395842,0.003083333333333333,0.0021244618584627287,0.00720171981368685,0.002718085106382979,0.004766026385623598,0.008821986258588384,0.0848148148148148,0.004860542389445395,0.004769633507853402,0.200119260616361,0.00475,0.004606617326948191,0.015405714285714288,0.004592553191489363
1702375131,2.130179367547967,9.573777844542663,1.3481313602630807,10.891816880564852,0.9539500435666528,18.532281347552253,11.103635988444124,0.44063241019878363,6.820593189964098,7.801117365725656,0.49630817611199235,1.3709528887165465,94068736,53084160,10653696,73740288,41816064,16715776,57319424,37265408,8962048,46141440,3010560,8757248,64,104,4,234,4,48,52,4,670,94,32,0,0,0.0030579277396237687,0.003903929024081116,0.04248310810810811,0.0029448958396969876,0.0031182266009852216,0.07066989863375937,0.0030772946859903383,0.002046217891101755,0.00720171981368685,0.0027199471598414794,0.004764467005076142,0.008863984674329502,0.08491071428571428,0.004860712322072208,0.004812807881773399,0.2001192504258944,0.004739130434782608,0.004587870760206254,0.015405714285714288,0.004592602377807133
1702375132,2.130179367547967,9.573777844542663,1.3481313602630804,10.891816880564852,0.9539500435666528,18.532281347552253,11.103635988444124,0.43194463429381535,8.07230095513948,7.801117365725656,0.5061737649189575,1.3709528887165465,94068736,53084160,10653696,73740288,41816064,16715776,57319424,37265408,9551872,46141440,3010560,8757248,50,74,0,185.697,0,26,38,0,390,56,24,0,0,0.0030512019981267565,0.003865552506859566,0.04241379310344827,0.002935213453726496,0.0031182266009852216,0.07094751509521598,0.0030772946859903383,0.0019757306097684295,0.007184065934065934,0.002709986320109439,0.004755104589447393,0.008810242941562706,0.08481481481481482,0.004859812308467837,0.004812807881773399,0.20092982456140354,0.004739130434782608,0.00457797552836485,0.01526105263157896,0.0045923392612859095
1702375133,2.1993009361911806,9.573777844542663,1.3481313602630804,10.891816880564852,0.9405027544100432,18.532281347552253,11.103635988444124,0.47722513089004925,8.07230095513948,7.801117365725656,0.5919353284179049,1.3709528887165465,94068736,53084160,10653696,73740288,41816064,16715776,57319424,37408768,9551872,46141440,3010560,8757248,50,64,0,214,0,38,28,0,394,50,14,0,0,0.003057433443015256,0.003887762490948588,0.04266666666666667,0.0029451062262065577,0.0031182266009852216,0.07110274579273694,0.0030772946859903383,0.0020509003261023674,0.007205777460770328,0.0027331518039482644,0.004763685312593479,0.008839108910891088,0.08525423728813558,0.0048629252118383886,0.004812807881773399,0.2008020190689849,0.004739130434782608,0.00459438536792854,0.015593511450381672,0.004598910823689584
1702375134,2.1993009361911806,9.573777844542663,1.3481313602630804,10.69122765021083,0.9405027544100429,18.532281347552253,11.103635988444124,0.4996130135445192,6.68855129737864,7.801117365725656,0.5919353284179049,1.3709528887165465,94068736,53084160,10653696,75816960,41816064,16715776,57319424,37408768,9551872,46141440,3010560,8757248,48,64,0,176,0,40,34,0,424,54,8,0,0,0.0030574315936518592,0.003887762490948588,0.04266666666666667,0.0029451062262065577,0.0031182266009852216,0.07151241534988713,0.0030772946859903383,0.0020509003261023674,0.007205777460770328,0.002722550953320184,0.004763682976973999,0.008839108910891088,0.08525423728813558,0.0048629252118383886,0.004812807881773399,0.20184123484013236,0.004739130434782608,0.00459438536792854,0.015593511450381672,0.004595003287310979
1702375135,2.1993009361911806,9.573777844542663,1.3481313602630804,10.69122765021083,0.9405027544100429,18.602153896361244,11.103635988444124,0.4996130135445192,6.8237532102373,7.801117365725656,0.5919353284179049,1.3709528887165465,94068736,53084160,10653696,75816960,41816064,16715776,57319424,37408768,9551872,46141440,3010560,8757248,51.794,106,0,322,0,48,54,0,458,64,28,0,0,0.003057437141559302,0.003887762490948588,0.04266666666666667,0.0029451062262065577,0.0031237113402061856,0.07151241534988713,0.0030808080808080807,0.002125385505011565,0.007205777460770328,0.002722550953320184,0.0047636899836016435,0.008839108910891088,0.08525423728813558,0.0048629252118383886,0.004822680412371134,0.20184123484013236,0.004745454545454545,0.004612124132613724,0.015593511450381672,0.004595003287310979
1702375136,2.1993009361911806,9.573777844542663,1.3481313602630804,10.69122765021083,0.9405027544100429,18.602153896361244,11.103635988444124,0.4996130135445192,6.958955123095962,7.801117365725656,0.5919353284179049,1.2927931626483562,94068736,53084160,10653696,75816960,41816064,16715776,57319424,37408768,9551872,46141440,3010560,8753152,78,110,2,484.972,4,62,72,4,612,72,40,0,0,0.003055271853409432,0.0039053329931104876,0.04272260273972603,0.0029508450442642226,0.0031243523316062177,0.07151241534988713,0.003070707070707071,0.002053488150756638,0.007205777460770328,0.0027207147584381204,0.004762931811354761,0.008871143958868897,0.0854310344827586,0.00486414907447533,0.004823834196891191,0.20184123484013236,0.004727272727272727,0.004598001332445036,0.015593511450381672,0.004594970218398412
1702375137,2.1993009361911806,9.521556868361492,1.3481313602630804,10.69122765021083,0.9405027544100429,18.602153896361244,11.19088549836017,0.4996130135445192,8.112114771519618,7.801117365725656,0.5919353284179049,1.2927931626483562,94068736,53084160,10653696,75816960,41816064,16715776,57319424,37408768,9551872,46141440,3010560,8753152,78,114,6,446.876,8,68,70,6,670,86,30,0,0,0.003050672505473882,0.003859449911683069,0.043055555555555555,0.0029361427094105478,0.0031243523316062177,0.07135887672536888,0.003070707070707071,0.001980296318924699,0.007174980361351139,0.002706777316735823,0.004757272442915233,0.00879305740987984,0.0862280701754386,0.004853205791106515,0.004823834196891191,0.20201557093425607,0.004727272727272727,0.004585051677613158,0.015492456896551748,0.004592254495159059
1702375138,2.1993009361911806,9.521556868361492,1.3306377693814766,10.69122765021083,0.9405027544100429,18.602153896361244,11.19088549836017,0.4996130135445192,8.112114771519618,7.801117365725656,0.5919353284179049,1.2927931626483562,94068736,53084160,10854400,75816960,41816064,16715776,57319424,37408768,9551872,46141440,3010560,8753152,51.739,128,8,332,8,58,56,8,556,70,32,0,0,0.0030595368699035674,0.0038895434462444776,0.042819148936170205,0.002956082851735596,0.0031243523316062177,0.07137395736793327,0.003070707070707071,0.0020483103398548294,0.0071659443842542435,0.002747222222222222,0.004770662917562059,0.008852015113350127,0.0857017543859649,0.004875171672698757,0.004823834196891191,0.20240558292282435,0.004727272727272727,0.004605941450752296,0.01520941883767534,0.004602777777777778
1702375139,2.139440876463907,9.521556868361492,1.3306377693814766,10.69122765021083,0.9405027544100429,18.602153896361244,11.19088549836017,0.4996130135445192,8.112114771519618,7.801117365725656,0.5919353284179049,1.2927931626483562,94052352,53084160,10854400,75816960,41816064,16715776,57319424,37408768,9551872,46141440,3010560,8753152,54,110,6,358,8,58,56,8,620,78,40,0,0,0.0030595309681298857,0.0038895434462444776,0.042819148936170205,0.002956085733017364,0.0031243523316062177,0.07125234962406014,0.003070707070707071,0.0020483103398548294,0.0071659443842542435,0.0027232620320855614,0.004770655441972339,0.008852015113350127,0.0857017543859649,0.004875173716566213,0.004823834196891191,0.20218699186991868,0.004727272727272727,0.004605941450752296,0.01520941883767534,0.004595989304812834
1702375140,2.139440876463907,9.521556868361492,1.1706095245863997,10.738103336167564,0.9405027544100429,18.602153896361244,11.19088549836017,0.4996130135445192,8.112114771519616,7.801117365725656,0.5919353284179049,1.2927931626483562,94052352,53084160,10854400,75816960,41816064,16715776,57319424,37408768,9551872,46141440,3010560,8753152,64,74,0,228,0,46,40,0,546.229,72.229,24,0,0,0.0030595309681298857,0.003889541872149251,0.04281905810111009,0.002956083770288705,0.0031290410737553403,0.07125275359953084,0.0030733049812660747,0.0021045075773947434,0.007165915896412231,0.0027232735809298116,0.004770655441972339,0.008852011818606278,0.08570158520923553,0.004875171482074794,0.004832273932759612,0.20218708139366873,0.004731948966278935,0.004619296176228799,0.015209279936989731,0.004595993685536362
1702375141,2.139440876463907,9.521556868361492,1.1937531716269667,10.738103336167564,0.9405027544100429,18.602153896361244,11.19088549836017,0.4996130135445192,8.112114771519616,7.801117365725656,0.5919353284179049,1.2927931626483562,94052352,53084160,10854400,75816960,41816064,16715776,57319424,37408768,9551872,46141440,3010560,8753152,52,108,4,216,0,40,46,4,522,70,30,0,0,0.0030642835686392313,0.0039091816581648346,0.042686972298833226,0.0029525620742523965,0.0031165131441625357,0.07125234962406014,0.003066356883838609,0.0020354710122816463,0.0071659443842542435,0.002724697381426704,0.004773385401021327,0.00888053451278991,0.08534461322664455,0.0048709828696006305,0.004809723659492564,0.20218699186991868,0.004719442390909497,0.004602185749782132,0.01520941883767534,0.004593650421040704
1702375142,2.139440876463907,7.890831562040114,1.3886188224340366,10.738103336167564,0.9461521120410334,18.602153896361244,11.106698694355103,0.4996130135445192,8.112114771519616,7.801117365725656,0.5919353284179049,1.2927931626483562,94052352,53084160,10854400,75816960,41816064,16715776,57470976,37408768,9551872,46141440,3010560,8753152,48,106,10,251.032,12,52,52,10,572,74,40,0,0,0.0030607579079235826,0.003867131073816033,0.04270822572596672,0.002938559818498546,0.0031165131441625357,0.07173913043478261,0.003066356883838609,0.0019721239370051507,0.007163745624759328,0.0027146882446503363,0.004769495772001252,0.008817341041420103,0.08543836717240975,0.0048617843102054,0.004809723659492564,0.20224013340744854,0.004719442390909497,0.004589029323826268,0.014844351586941452,0.004590993807653252
1702375143,2.139440876463907,9.332496990311737,1.3886188224340366,10.738103336167564,0.9461521120410334,18.602153896361244,11.106698694355103,0.4996130135445192,8.159614602498278,7.801117365725656,0.5919353284179049,0.994240970220895,94052352,53030912,10854400,75816960,41816064,16715776,57470976,37408768,9256960,46141440,3010560,8753152,52,76,0,174,0,48,44,0,544,68,26,0,0,0.0030620250088033664,0.0038685941218688544,0.04240494831602982,0.002945774989052242,0.0031165132061069366,0.07104449234257282,0.0030663633942891785,0.0020431792535769,0.007116152079957779,0.002740605167675237,0.004769488246992814,0.008813942365487232,0.08457603669097608,0.004859724974003042,0.004809723770992486,0.20138265064192454,0.004719454109720521,0.004598869401042281,0.014316477167912832,0.004597857379356487
1702375144,2.139440876463907,9.332496990311737,1.3886188224340366,10.738103336167564,0.9461521120410334,18.602153896361244,11.106698694355103,0.4996130135445192,8.159614602498278,6.1668013401563755,0.5919353284179049,1.0154493328419507,94052352,53030912,10854400,75816960,41816064,16715776,57470976,37408768,9256960,46141440,3010560,8753152,78,104,8,430,8,74,56,8,632,76,46,0,0,0.0030620324295066417,0.0038690568776157505,0.04261736774766994,0.002945547892382688,0.0031063899439401207,0.07090734604328201,0.003069666077230282,0.002042423391018595,0.007116111782209304,0.0027234774220617607,0.004769497793446508,0.008813479897423685,0.0851723174877248,0.004859947426714782,0.0047915018990922174,0.20180534580620918,0.004725398939014507,0.0045988915105521005,0.0143162745489978,0.004588888302950092
