time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,InboundPassthroughClusterIpv4_load,PassthroughCluster_load,adservice_load,carts_load,cartservice_load,catalogue_load,checkoutservice_load,currencyservice_load,emailservice_load,front-end_load,frontend_load,frontend-external_load,orders_load,paymentservice_load,productcatalogservice_load,recommendationservice_load,shippingservice_load,adservice_latency,cartservice_latency,checkoutservice_latency,currencyservice_latency,emailservice_latency,frontend_latency,paymentservice_latency,productcatalogservice_latency,recommendationservice_latency,shippingservice_latency,time,InboundPassthroughClusterIpv4_error,PassthroughCluster_error,carts_error,catalogue_error,frontend_error,frontend-external_error,orders_error
1685371165,1.5403745776365507,6.3046992210655395,1.5920258686486721,8.525571995427836,0.873721646073726,19.318844978309006,7.462577420731348,0.4581484414833644,10.46756932107126,6.95234426510843,0.5029397100976336,1.3090967489201366,100593664.0,53784576.0,12066816.0,40079360.0,42438656.0,17588224.0,91697152.0,35880960.0,9592832.0,46497792.0,2957312.0,9363456.0,0.0,0.0,52.0,2.0,108.0,2.0,12.0,288.0,12.0,2.0,52.0,52.0,2.0,8.0,534.0,78.0,42.0,0.004655164585698071,0.004885213581599125,0.04772277227722772,0.0049831932773109254,0.0046,0.22510685335298455,0.004700934579439252,0.004620087258115704,0.009962556165751374,0.0047519903498190585,1685371747.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371166,1.5403745776365507,6.3046992210655395,1.5920258686486721,8.525571995427836,0.873721646073726,19.318844978309006,7.462577420731348,0.4492059061496726,10.46756932107126,6.849669684177691,0.5029397100976336,1.1165286171539845,100593664.0,53784576.0,12066816.0,40079360.0,42438656.0,17588224.0,91697152.0,35880960.0,9592832.0,46497792.0,2957312.0,9363456.0,0.0,0.0,50.0,2.0,76.0,2.0,0.0,250.0,0.0,2.0,40.0,36.0,2.0,0.0,444.0,72.0,22.0,0.004655164585698071,0.0048849295265630645,0.04772277227722772,0.004982356355194429,0.0046,0.22510685335298455,0.00475,0.004619034724543179,0.009962556165751374,0.004746682188591386,1685371748.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371167,1.5403745776365507,6.3046992210655395,1.5920258686486721,8.525571995427836,0.873721646073726,19.318844978309006,7.462577420731348,0.4151484684632463,10.46756932107126,6.849669684177691,0.4299366141222119,0.8525607074999186,100593664.0,53784576.0,12066816.0,40079360.0,42438656.0,17588224.0,91697152.0,35880960.0,9592832.0,46497792.0,2957312.0,9363456.0,0.0,0.0,70.0,2.0,112.0,2.0,4.0,306.0,4.0,2.0,54.0,50.0,2.0,6.0,648.0,100.0,34.0,0.004657110481586403,0.004896987087517934,0.048161764705882355,0.0052342398022249695,0.0046,0.22510685335298455,0.00475,0.004616920722416723,0.009941946640316205,0.004749136939010357,1685371749.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371168,1.5403745776365507,6.3046992210655395,1.5166165946707741,8.525571995427836,0.873721646073726,19.318844978309006,7.462577420731348,0.4067948763256275,10.46756932107126,6.849669684177691,0.4968112327334698,0.8525607074999186,100593664.0,53784576.0,12066816.0,40079360.0,42438656.0,17588224.0,91697152.0,35880960.0,9592832.0,46497792.0,3092480.0,9363456.0,0.0,0.0,72.0,2.0,112.0,2.0,4.0,462.0,6.0,1.98,66.0,58.0,2.0,6.0,574.0,72.0,26.0,0.004657110481586403,0.004896987087517934,0.048161764705882355,0.0052342398022249695,0.0046,0.22649473684210528,0.00475,0.004616920722416723,0.009941946640316205,0.004749136939010357,1685371750.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371169,1.5403745776365507,6.3046992210655395,1.5166165946707741,8.525571995427836,0.873721646073726,19.21043424206788,7.564042099801549,0.4887395708086077,10.46756932107126,6.849669684177691,0.4930772738421429,0.8525607074999186,100593664.0,53784576.0,12066816.0,40079360.0,42438656.0,17506304.0,91697152.0,35368960.0,9592832.0,46497792.0,3092480.0,9363456.0,0.0,0.0,58.0,2.0,102.0,2.0,4.0,366.0,4.0,2.0,60.0,42.0,2.0,4.0,472.0,68.0,28.0,0.004657110481586403,0.004896987087517934,0.048161764705882355,0.0052342398022249695,0.0046,0.22649473684210528,0.00475,0.004616920722416723,0.009941946640316205,0.004749136939010357,1685371751.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371170,1.5403745776365507,6.3046992210655395,1.5166165946707741,8.525571995427836,0.873721646073726,19.21043424206788,7.564042099801549,0.4887395708086077,10.366771421266183,6.849669684177691,0.4930772738421429,1.361798377722842,100593664.0,53784576.0,12066816.0,40079360.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,3092480.0,9535488.0,0.0,0.0,44.0,2.0,84.0,2.0,4.0,292.0,4.0,2.0,46.0,48.0,2.0,6.0,546.0,64.0,36.0,0.004657110481586403,0.004896746203904556,0.048161764705882355,0.005260815822002485,0.0046,0.22649473684210528,0.0047666666666666664,0.004616840884270219,0.009941946640316205,0.004753372781065089,1685371752.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371171,1.5403745776365507,6.3046992210655395,1.5166165946707741,8.525571995427836,0.873721646073726,19.21043424206788,7.564042099801549,0.4887395708086077,10.366771421266183,6.849669684177691,0.4930772738421429,1.361798377722842,100593664.0,53784576.0,12066816.0,40079360.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,3092480.0,9535488.0,0.0,0.0,72.0,2.0,104.0,2.0,4.0,324.0,2.0,2.0,52.0,50.0,2.0,4.0,608.0,74.0,20.0,0.004657110481586403,0.0048946159368269924,0.048161764705882355,0.00525061728395062,0.0046,0.22649473684210528,0.004752542372881356,0.004617230935384275,0.009941946640316205,0.0047498265895953755,1685371753.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371172,1.5403745776365507,6.3046992210655395,1.5166165946707741,8.525571995427836,0.873721646073726,19.21043424206788,7.597551006872297,0.4887395708086077,10.366771421266183,5.900762110596275,0.4930772738421429,1.361798377722842,100593664.0,53784576.0,12066816.0,40079360.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,3092480.0,9535488.0,0.0,0.0,58.0,2.0,94.0,2.0,4.0,270.0,2.0,1.957,46.0,52.0,2.0,4.0,594.0,74.0,26.0,0.004652584269662922,0.00486676166726042,0.04808673469387755,0.0053622754491017945,0.0046,0.22649473684210528,0.004752542372881356,0.004614616305971866,0.009950592885375495,0.004745496535796766,1685371754.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371173,1.5403745776365507,6.3046992210655395,1.5166165946707741,8.525571995427836,0.8736000891371528,19.21043424206788,7.597551006872297,0.4887395708086077,10.366771421266183,5.786600949193313,0.4930772738421429,1.361798377722842,100593664.0,53784576.0,12066816.0,40079360.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,3092480.0,9535488.0,0.0,0.0,58.0,2.0,98.0,2.0,0.0,240.0,4.0,2.0,48.0,58.0,2.0,0.0,612.0,74.0,28.0,0.004652584269662922,0.00486676166726042,0.04808673469387755,0.0053622754491017945,0.0046,0.22605524079320113,0.004752542372881356,0.004614616305971866,0.009950592885375495,0.004745496535796766,1685371755.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371174,1.3139908605432324,6.3046992210655395,1.511791859087628,7.307101982270177,0.8736000891371528,19.21043424206788,7.597551006872297,0.4887395708086077,10.357334361425826,5.672439787790352,0.4930772738421429,1.361798377722842,100593664.0,53784576.0,12005376.0,40079360.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,3092480.0,9535488.0,0.0,0.0,58.0,2.0,70.0,2.0,0.0,316.0,0.0,2.0,46.0,44.0,2.0,0.0,492.0,62.0,10.0,0.004652584269662922,0.00486676166726042,0.04808673469387755,0.0053622754491017945,0.0046,0.22605524079320113,0.004752542372881356,0.004614616305971866,0.009950592885375495,0.004745496535796766,1685371756.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371175,1.0559740849998887,6.315205530251561,1.511791859087628,7.165009115679713,0.8736000891371528,19.21043424206788,7.597551006872297,0.4887395708086077,10.357334361425826,5.5582786263873905,0.4930772738421429,1.361798377722842,100593664.0,53772288.0,12005376.0,40079360.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,3092480.0,9535488.0,0.0,0.0,76.0,2.0,110.0,2.0,0.0,334.0,0.0,2.0,60.0,60.0,2.0,2.0,580.0,82.0,22.0,0.004652584269662922,0.004868194842406878,0.04808673469387755,0.005369747899159663,0.0046,0.22605524079320113,0.0047621621621621625,0.004614716954408982,0.009950592885375495,0.004743661971830987,1685371757.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371176,1.255863261819352,6.094463824311793,1.511791859087628,7.022916249089249,0.8736000891371528,19.21043424206788,7.597551006872297,0.4887395708086077,10.357334361425826,5.444117464984428,0.4930772738421429,1.361798377722842,100593664.0,53772288.0,12005376.0,40079360.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,3092480.0,9535488.0,0.0,0.0,58.0,2.0,78.0,2.0,0.0,270.0,0.0,2.0,46.0,44.0,2.0,0.0,414.0,60.0,18.0,0.004652584269662922,0.0048670470756062775,0.04808673469387755,0.0053651079136690675,0.0046,0.22605524079320113,0.004753846153846154,0.00461461542821961,0.009950592885375495,0.0047416666666666675,1685371758.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371177,1.548116037094531,6.094463824311793,1.511791859087628,8.607630370522486,0.8478783450204841,19.21043424206788,7.597551006872297,0.4887395708086077,10.357334361425826,6.923959036354255,0.4930772738421429,1.361798377722842,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,3092480.0,9535488.0,0.0,0.0,64.0,2.0,104.0,2.0,0.0,284.0,4.0,2.0,52.0,48.0,2.0,0.0,598.0,90.0,28.0,0.004652525252525253,0.004862098501070664,0.04817934782608695,0.005303549571603437,0.0046,0.22605524079320113,0.004753846153846154,0.00460771024105976,0.009936323092170464,0.004738947368421053,1685371759.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371178,1.548116037094531,6.094463824311793,1.511791859087628,8.607630370522486,0.8478783450204841,15.679261767091528,7.597551006872297,0.4887395708086077,10.357334361425826,6.923959036354255,0.4930772738421429,1.361798377722842,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,3092480.0,9535488.0,0.0,0.0,54.0,2.0,78.0,2.0,4.0,268.0,4.0,2.0,46.0,56.0,2.0,4.0,422.0,54.0,24.0,0.004652525252525253,0.004862098501070664,0.04817934782608695,0.005303549571603437,0.0046,0.22475847152126896,0.004753846153846154,0.00460771024105976,0.009936323092170464,0.004738947368421053,1685371760.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371179,1.548116037094531,6.094463824311793,1.2728975135554705,8.664423370986922,0.8478783450204841,15.999697927543826,7.597551006872297,0.49332899126289104,10.357334361425826,6.962594575557032,0.4904280944996905,1.361798377722842,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35368960.0,10510336.0,46497792.0,2949120.0,9535488.0,0.0,0.0,64.0,2.0,84.0,2.0,0.0,268.0,0.0,2.012,48.0,50.0,2.0,2.0,518.0,66.0,22.0,0.004652525252525253,0.004862098501070664,0.04817934782608695,0.005303549571603437,0.0046,0.22475847152126896,0.004753846153846154,0.00460771024105976,0.009936323092170464,0.004738947368421053,1685371761.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1685371180,1.548116037094531,6.094463824311793,1.478780765653592,8.664423370986922,0.8478783450204841,19.22616962713805,7.597551006872297,0.4721198349948436,10.357334361425826,6.962594575557032,0.4904280944996905,1.361798377722842,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35799040.0,10510336.0,46497792.0,2949120.0,9535488.0,0.0,0.0,74.0,2.0,102.0,2.0,4.0,254.0,4.0,2.0,52.0,52.0,2.0,4.0,582.0,86.0,24.0,0.004652525252525253,0.004864077669902912,0.04817934782608695,0.005307125307125311,0.0046,0.22475847152126896,0.004769811320754717,0.004607776260311693,0.009936323092170464,0.004742446043165467,1685371762.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1685371181,1.548116037094531,6.094463824311793,1.478780765653592,8.664423370986922,0.8478783450204841,19.22616962713805,7.597551006872297,0.4721198349948436,10.357334361425826,6.962594575557032,0.4904280944996905,1.361798377722842,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35799040.0,10510336.0,46497792.0,2949120.0,9535488.0,0.0,0.0,76.0,2.0,100.0,2.0,0.0,360.0,2.0,2.0,56.0,54.0,2.0,0.0,548.0,74.0,24.0,0.004652525252525253,0.00486313149408814,0.04817934782608695,0.005299140049140044,0.0046,0.22475847152126896,0.0047621621621621625,0.004608488524154323,0.009936323092170464,0.004740758293838862,1685371763.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1685371182,1.548116037094531,6.094463824311793,1.478780765653592,8.664423370986922,0.8478783450204841,19.22616962713805,7.597551006872297,0.4721198349948436,10.357334361425826,6.962594575557032,0.4904280944996905,1.361798377722842,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35799040.0,10510336.0,46497792.0,2949120.0,9535488.0,0.0,0.0,38.0,0.0,120.0,2.0,12.0,310.0,12.0,0.0,52.0,48.0,2.0,8.0,628.0,86.0,54.0,0.004652378287632905,0.004851461154668568,0.048125,0.005103689567430026,0.0046,0.22475847152126896,0.0047621621621621625,0.004603479278862743,0.00993100890207715,0.004745714285714285,1685371764.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1685371183,1.548116037094531,6.094463824311793,1.478780765653592,8.664423370986922,0.8478783450204841,19.22616962713805,7.597551006872297,0.4721198349948436,10.357334361425826,6.962594575557032,0.4904280944996905,1.361798377722842,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35799040.0,10510336.0,46497792.0,2949120.0,9535488.0,0.0,0.0,66.0,0.0,128.0,2.0,4.0,288.0,4.0,0.0,66.0,54.0,0.0,2.0,674.0,104.0,38.0,0.004652378287632905,0.004851461154668568,0.048125,0.005103689567430026,0.0046,0.2239234104046243,0.0047621621621621625,0.004603479278862743,0.00993100890207715,0.004745714285714285,1685371765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685371184,1.548116037094531,6.094463824311793,1.478780765653592,8.664423370986922,0.8478783450204841,19.22616962713805,6.481154199337469,0.4721198349948436,10.357334361425826,6.962594575557032,0.4904280944996905,1.3277144415917324,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35799040.0,10510336.0,46497792.0,2949120.0,9654272.0,0.0,0.0,70.0,0.0,84.0,2.0,0.0,310.0,0.0,0.0,50.0,44.0,0.0,4.0,416.0,68.0,14.0,0.004652378287632905,0.004851461154668568,0.048125,0.005103689567430026,0.0046,0.2239234104046243,0.0047621621621621625,0.004603479278862743,0.00993100890207715,0.004745714285714285,1685371766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685371185,1.548116037094531,6.094463824311793,1.478780765653592,8.664423370986922,0.8478783450204841,19.22616962713805,6.354528349222931,0.4721198349948436,10.357334361425826,6.962594575557032,0.4904280944996905,1.3277144415917324,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35799040.0,10510336.0,46497792.0,2949120.0,9654272.0,0.0,0.0,56.0,0.0,108.0,2.0,0.0,334.0,0.0,0.0,56.0,52.0,0.0,2.0,570.0,86.0,30.0,0.004652378287632905,0.004852064631956912,0.048125,0.005117834394904462,0.0046,0.2239234104046243,0.0047799999999999995,0.004603592777504781,0.00993100890207715,0.004749633251833741,1685371767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685371186,1.548116037094531,6.094463824311793,1.478780765653592,8.664423370986922,0.8478783450204841,19.22616962713805,6.227902499108392,0.4721198349948436,10.357334361425826,6.962594575557032,0.4904280944996905,1.3293696214824022,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17506304.0,91697152.0,35799040.0,10510336.0,46497792.0,2949120.0,9654272.0,0.0,0.0,72.0,0.0,104.0,2.0,8.0,332.0,4.0,0.0,48.0,60.0,0.0,8.0,678.0,88.0,24.0,0.004652378287632905,0.004850267379679146,0.048125,0.005099363057324845,0.0046,0.2239234104046243,0.004798165137614679,0.004603772505650401,0.00993100890207715,0.004746062052505966,1685371768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685371187,1.5806321715481815,6.094463824311793,1.478780765653592,8.664423370986922,0.8478783450204841,19.377217983673138,4.664483227500114,0.4721198349948436,10.357334361425826,6.962594575557032,0.4904280944996905,1.3293696214824022,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17256448.0,91697152.0,35799040.0,10510336.0,46497792.0,2949120.0,9654272.0,0.0,0.0,44.0,0.0,66.0,2.0,4.0,290.0,2.0,0.0,38.0,32.0,0.0,4.0,394.0,46.0,20.0,0.004651942286348501,0.004849428571428571,0.0478932584269663,0.004994102623635943,0.0046,0.2239234104046243,0.004798165137614679,0.004602103644262338,0.00994235526966848,0.0047427884615384615,1685371769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685371188,1.5806321715481815,6.094463824311793,1.478780765653592,8.664423370986922,0.6561207023609243,19.377217983673138,7.39105331935503,0.4721198349948436,10.357334361425826,6.962594575557032,0.4904280944996905,1.3293696214824022,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17256448.0,91697152.0,35799040.0,10510336.0,46497792.0,2949120.0,9654272.0,0.0,0.0,72.0,0.0,104.0,0.0,0.0,314.0,0.0,0.0,58.0,54.0,0.0,0.0,566.0,84.0,14.0,0.004651942286348501,0.004849428571428571,0.0478932584269663,0.004994102623635943,0.0046,0.22291447861965488,0.004798165137614679,0.004602103644262338,0.00994235526966848,0.0047427884615384615,1685371770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685371189,1.5806321715481815,4.8017243471817554,1.2667605733780083,8.748471004651213,0.7020509689670063,19.377217983673138,7.39105331935503,0.4721198349948436,10.362067496724006,6.962594575557032,0.4904280944996905,1.3293696214824022,100610048.0,53772288.0,12005376.0,41365504.0,42438656.0,17256448.0,91697152.0,35799040.0,10072064.0,46497792.0,2949120.0,9654272.0,0.0,0.0,80.0,0.0,122.0,0.0,0.0,358.0,0.0,0.0,60.0,64.0,0.0,2.0,670.0,88.0,20.0,0.004651942286348501,0.004849428571428571,0.0478932584269663,0.004994102623635943,0.0046,0.22291447861965488,0.004798165137614679,0.004602103644262338,0.00994235526966848,0.0047427884615384615,1685371771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
